file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH063a_3426,692.8,1196.6,2395.1,13.2,-228.2,-5.6,-1.3,-8.6,25.3,16.8,-48.6,23.7,-7.9,-15.4,0.2,-9,-15.4,-24.3
KLH063a_3427,592.5,1346.2,2368.1,24.6,64.9,106.9,-15.5,34.8,-7.3,-8.9,1.6,-12.3,-4.9,-0.3,9.7,10.1,-5.7,-17.8
KLH063a_3428,337.6,1463.6,2175.6,-6.3,207.9,-60.3,-26.1,-15.9,2.9,-4.9,-36.8,-14.1,-5,-0.9,-19.8,-4,-38.5,-9.9
KLH063a_3429,332.7,1616.7,2312.2,-14.8,-72.2,-40,11.8,-57.5,-15.4,11.2,0.5,-8.2,12.4,17.1,20.9,2,-43.8,-30.9
KLH063a_3430,318.6,2241.8,2672.4,13.2,-32,105.2,-35.4,-125.4,1.7,-13.4,24.6,-8.5,2.9,-47.3,20.8,-18.8,-17.1,-9.1
KLH063a_3431,371.6,2148.9,2510.1,-46,32.7,56.4,5.9,-7.2,45.6,-3.1,-0.2,25.8,-4,-30.7,-37.4,-3.6,-18.1,21.2
KLH063a_3432,376.7,1683.5,2245.3,-37,-48.3,-81.7,-13.9,299.2,78.5,-11.5,88.6,40.9,-11.6,-107.6,14.6,-6.8,-124.9,-9.3
KLH063a_3433,405.7,2157.2,2719.2,13.7,24,-43.9,-15.6,-2.7,15,-2.6,16.4,-53.1,-12.3,-6.8,-56.5,-1.4,-5.9,2.1
KLH063a_3434,328.2,2265.6,2544.5,17.1,-68.5,120.9,-6,-41.9,-16.7,4.6,30.1,-13.6,1.3,-25.8,22,-0.8,3.7,1.6
KLH063a_3435,301.8,1816,2346.1,-1.8,91.5,-3.3,7.3,59,-41,-33.6,140.9,-22.4,21.4,-68.3,25,-27.3,-28.7,-18.4
KLH063a_3436,497.4,1073.9,2267.4,-23.5,-44,16.3,-5.7,94.8,9.1,-1.2,45.2,12.8,-5.2,66.2,5.1,-11.2,48.4,10.3
KLH063a_3437,399.7,1561.7,2231.6,68.4,47.7,10.8,21.5,-12.4,-23.4,-7.2,-5.3,-6.2,6.4,-0.9,19.4,6.3,1.4,-15.1
KLH063a_3438,503.1,1094.2,2545.8,-47.5,163.1,25.1,-14.5,42.5,-11.6,-35.8,10.1,11.7,1.4,0.8,-30,-13.4,-5,10.6
KLH063a_3439,539.8,921.1,2244.6,29.6,-191.5,-24.1,-1,281.7,164.2,-56.1,-229.5,-111.6,83.5,127.8,30.8,-48.2,-22.1,3.4
KLH063a_3440,501.3,980,2025.2,-6.2,-19.5,-37.4,-0.6,-25.4,-20.7,15.6,-11.6,9.7,1.6,-17,-12.1,2.1,1.4,-0.6
KLH063a_3441,606.4,1325.9,2455.6,-97.6,112.3,27.1,-31.8,-0.8,-50.2,-26.6,4,-0.9,-6.2,15.4,17.6,-9.7,3.1,-21.5
KLH063a_3442,401.2,1069.3,2468.7,19.8,-220.1,36,3.9,50.7,-54.2,-2.8,-25.8,8.1,-10.9,38.3,-1.5,-4,-0.7,16.5
KLH063a_3443,358.7,1403,2395.2,10.3,44.6,-55.2,-5.1,-31.9,24.3,7.3,25.1,2.1,-0.7,-43.6,23.3,-1.2,-20.6,17
KLH063a_3444,495.9,1111.4,2357.5,-13,-64.3,232.2,-6.6,-19.4,-102.6,0.1,-38.3,32.1,1.9,-11.4,-11,-0.2,-10,32.4
KLH063a_3445,474.7,1104.8,2314.4,55.6,-29.3,143,-17.4,45,-115.7,9,-15.5,42.7,-10.6,16.7,-37,5.8,-5.4,21.5
KLH063a_3446,436.6,1209.9,2134.7,-158.3,-23.7,-100.9,57.2,-2.5,125.2,-65.5,-7.4,7.3,32.4,74.1,-88.2,9.3,-32.1,-6.6
KLH063a_3447,514.5,1085.7,2458,23.9,119.3,-106,-16.8,87.4,20.7,2,-25.3,-49.1,14.2,57.6,19.1,-4.9,-16.4,-24.6
KLH063a_3448,293.7,1646.6,2112.6,12.4,13.2,16.1,-18.2,-81.2,3.1,3.4,44.8,19.9,-11.7,-1.9,18.5,2.5,28.2,4.2
KLH063a_3449,356.8,1863.1,2366.9,-67.3,2.5,-146,-27.1,-17,44.9,-14.1,0.1,1.9,0.3,-0.4,1.9,-11.9,-62.1,1.7
KLH063a_3450,584.1,1645.9,2496,28.7,35.2,-8.9,-23.2,-3.3,25.2,-13.5,-7.7,31.2,-8.9,-24.2,5,-6.5,-0.9,7.7
KLH063a_3451,595.4,1368.7,2595.2,-23,164.3,-37.7,-33.6,-37,13.1,9.8,15.7,2.8,-18.5,-15.2,0.6,6.2,14.7,-7
KLH063a_3452,610.8,978.1,2369.8,10.5,23.1,33.1,-53.9,-47.8,34.3,12.5,-4.1,28.2,-28.4,-3.6,-9.2,-6.5,18.7,6.8
KLH063a_3453,591.4,1252.7,2311.4,-32.4,-347.9,40.8,-17.8,-36.9,43.9,-0.8,-47.3,-6.7,-0.5,-20.7,2.7,-6.7,-23.2,-16.2
KLH063a_3454,594.3,1756.8,2473,77.3,50.6,-82.7,-15.4,-8.3,-23.1,29.9,10.6,17.9,-13.6,-1.8,-16.3,-11.9,-4.1,-14.6
KLH063a_3455,533.9,1563.1,2409,-95.7,54.1,82.7,-12.1,-28,-31.7,-28.8,4.6,16,14.2,-6.1,-8.4,-1.9,7.4,-6.4
KLH063a_3456,748.3,1358.1,2315.2,29,-58,-41.4,-47.9,30.4,8.1,-6.2,13.2,-31.4,-15.8,16,16,1.2,0.8,-30.2
KLH063a_3457,626.6,1577.8,2472.6,29.2,-102.8,46.8,-70.1,0.1,7.9,-11.5,3.3,-13.8,-8.7,6.4,20.6,-1.9,-4.1,7.6
KLH063a_3458,415.1,1744.2,2484.9,53.7,-49.8,-3.8,26.3,43.3,75.2,12.5,-23.9,-60.5,8.8,7.1,13,4.7,3,-35.6
KLH063a_3459,810.9,1248.5,2813.5,42.3,-17.8,8.1,56.3,18.3,-43.8,14,-12.8,64.6,31.2,-1.5,-51.2,-10.9,-19.8,-18.2
KLH063a_3460,779.8,1421.5,2621.8,161,-118.7,-31,-0.3,-50.7,76.7,47.8,-5.3,-37.4,-13.1,5.2,-22,2.4,-4.6,11.3
KLH063a_3461,660.7,1411.9,2760.6,2.8,64.1,-9.9,-68,1.6,-22.1,-11.2,1.5,46.9,0.5,-14.5,-23.1,-26.9,7.7,-12.3
KLH063a_3462,348.6,1008.3,2622.3,57.9,-18.9,-21.2,-1.8,50.1,-33.2,6.8,-96.1,-4.5,-2.3,64.2,-8.3,0,24.9,41.1
KLH063a_3463,458.4,1017.8,2442.3,-140.6,-10.2,10.5,-52.2,-1.9,12.1,-7.6,0.7,1.8,0.6,1.7,-0.3,7.1,-2.3,-0.1
KLH063a_3464,344.6,1505.9,2220,-22.6,31.8,-64.9,24,219.7,-26.7,-9.2,87.9,1.6,-6.2,20.4,-9.2,7,137.3,5.2
KLH063a_3465,434,1666.7,2764.4,102.2,47.4,62.6,-3.5,28.5,-103.2,5.5,-2,9.4,-22.8,-5.2,22.7,-0.1,17.7,62.4
KLH063a_3466,480.8,1103.5,2604.3,-112.7,278.4,8,-22.5,28.4,1.1,-40.9,68,40.9,-9.9,-30.4,-16.5,-5,23.8,-30.1
KLH063a_3467,403.5,1013.6,2594,42.2,36.8,-7.9,49.1,48.9,-5.4,-6.2,-106.8,24.4,24.6,24,16.3,5.1,0,27.1
KLH063a_3468,434.2,1619.8,2371.6,33.9,-157.4,43.5,-7.7,-6.2,27.4,3.5,-15.5,-8.5,-2.8,11.5,3.3,5.2,-7.2,-12.4
KLH063a_3469,411.2,2029,2598.8,84.7,275.4,32.6,9.5,-69.7,-0.8,50.5,-71.2,15.7,-8.9,-19.7,-3,25.2,-15.9,-9.6
KLH063a_3470,630.2,1365.7,2776.5,-76.7,34.4,136.8,-95.1,13.9,-77.8,-1.4,40,-16.2,-44.4,2.7,20.7,-2.5,-40.1,15.4
KLH063a_3471,721.8,1229.4,2559.5,43.6,55.7,17,-40.7,-17.6,-29.9,18.4,-21.7,25.9,-20.3,-15.7,-22.1,10.7,-5.6,13.4
KLH063a_3472,453.5,1586.1,2278,-34,-54.8,-141.5,-6.8,-23.5,-33.9,5.9,-3.2,-24.2,0.4,-8.5,-6.7,-0.6,4,10.2
KLH063a_3473,510.8,1463.7,2341.3,9.3,3.6,-46.5,-55.9,18.4,68.6,24,6.4,11.4,-23.6,-2.4,10.5,19.7,-2.8,10.4
KLH063a_3474,480.4,1526.6,2390.9,115.5,-136.7,47.7,25.6,-7.3,14.2,33.8,12.6,20.3,17.4,-9.8,-8.5,8.8,-18.4,-8.2
KLH063a_3475,297,2008.6,2743.7,-19.2,-67.9,-30.1,22.4,-11.2,-94,8.8,-3.9,25.3,4.5,-9.3,13.5,-2.1,4.2,28.7
KLH063a_3476,441.7,1298.4,2414.9,45.4,-19.9,72.2,-25.1,165.8,-102.2,-7.6,10.1,3.7,-12.4,48.6,-15.7,-9.4,4.9,19.9
KLH063a_3477,368,1918.8,2463.3,-39.1,-70.5,-305.6,9.5,-140.3,16.3,-3.9,-42.6,29,7.8,-34.8,-19.1,2.1,31.1,5.4
KLH063a_3478,681.9,1302.2,2682.6,-115.2,190.1,-112.3,-55.2,79.6,-46.2,-31.9,52.1,35.4,-10.1,20.3,25.6,-19.8,16.6,10.7
KLH063a_3479,636.7,1447.9,2443.7,71.3,-30.3,-4.5,-21.4,-0.4,38.9,6.1,3.2,5.5,-0.4,3,-2.6,0.4,-2.1,0.2
KLH063a_3480,561.5,1355.2,2593.3,-18.1,34.4,-11.5,-14.6,25.2,11.7,-6.7,22.9,-8.7,-18.3,2.3,-2.9,-1.1,-8.9,11
KLH063a_3481,304.7,2171.2,2991.6,-6.7,30.9,6.2,-23.6,-8.8,-59.6,11.9,-6,36.9,-8.7,5.8,26.2,8,9.9,11.6
KLH063a_3482,384.2,1982.5,2641.2,-6.6,145.1,150.4,-3.2,-49.3,-3.2,-4.2,6.7,-3.4,0.2,8.5,9.8,-1.9,-13,-4.9
KLH063a_3483,460.4,1263.8,2634.2,15.4,25,46.4,-43.3,146.5,-49.4,9.5,-17.4,2.9,-13.7,12.5,-11.4,4.6,-33.5,-0.9
KLH063a_3484,337.2,2011.6,2570.9,12.5,-120.4,-34.4,9.4,-158.7,-116.5,2.1,-82.9,5.3,-2.7,-74,8,2.4,-13.6,28.8
KLH063a_3485,504.7,1812.5,2457.7,-86.5,-60.1,-113.5,-6,-84,-118,-27.6,-31.4,-18.8,-3.4,-6.5,1.7,-4.8,-3.1,1.5
KLH063a_3486,681.1,1728.6,2571.8,-74.9,59.1,1.3,26.4,14.8,-48,-1.2,11.4,-74.8,-5.4,-14.2,46.5,-2.2,21.8,-22.6
KLH063a_3487,732.6,1200.7,2421,57.5,92.3,-32.7,-8.2,-11.8,-0.5,25.8,27.5,46.8,-3.9,-13.8,3.2,14.3,7.8,9.3
KLH063a_3488,443.9,1878.5,2553.3,92.6,-398.8,-332.4,28.2,-184.8,-76,8.3,-83.6,80,-2.7,-20.6,26,-11.7,-9.2,-16.9
KLH063a_3489,379.8,2091.6,2868.4,38,-29.4,-50.4,4,-6.7,-59.4,14.5,12.4,1.2,-4.2,-5.1,-61.8,2.8,-5.3,15.1
KLH063a_3490,286.9,1318.4,2377.2,-8.8,148.5,-82.8,9.8,94.2,-20.3,-7.4,-19.1,10.2,4,14.4,-32.2,-3.1,6.1,17.7
KLH063a_3491,616.7,1100.5,2480.7,-75.2,38.3,53.2,-28.6,0.6,87.7,2.2,-10.7,17.5,-6,7,9.7,1.3,-2.8,-7.7
KLH063a_3492,665.4,1508.3,2486.7,57.9,-209.7,-66.6,-11.3,-23.8,-27.7,-6.5,-14,-41,-2.6,7.1,-21.5,7.8,-4.7,-0.7
KLH063a_3493,505.8,1937.9,2461,72.6,-76.4,156,-30.7,-21.7,12.5,11.2,21.1,-49.6,-7.7,-15.5,-7.8,9.3,7.6,7.1
KLH063a_3494,441.4,2113,2711.4,-60.9,63.2,-33.5,24.3,-40.1,-125.3,-3.6,51,-58.5,-5.8,-13.6,-63.5,-15.5,16.9,-42.9
KLH063a_3495,381.1,1040.9,2389.9,-50.4,32.8,51.1,-5.9,192.3,-73.2,-1.4,1.3,33.6,-21.6,14.6,-18.4,-14.2,8.9,31.4
KLH063a_3496,575.8,1112.6,2609.8,-58.7,55.9,-24.3,-41.9,18.5,-39.5,-13.8,14.1,-42.2,-5.5,-0.6,-37.6,-9.4,18.4,-42.3
KLH063a_3497,585.8,1526.1,2204.9,13.8,-83.5,-1.4,-9.9,16.9,44.9,-10.2,-7.8,21.3,4.5,-0.1,-3.7,5.4,-4.8,-14.7
KLH063a_3498,306.7,1778.1,2240.4,34.8,244.6,-16.1,20.1,-115.2,-6.1,-3.2,-33.3,-6.8,2.8,-2.4,3.7,-1.5,67.9,-21.2
KLH063a_3499,462,1329.4,2565.6,-57.3,-214.8,-2.6,-41.4,105.3,2.3,-6.3,10.2,-25.6,-10,-1.1,-24.9,1.3,-2.5,7.5
KLH063a_3500,378.4,1799.6,2324.1,-31.4,171.7,90.2,56.7,-66.4,-30.4,-26.6,-55.9,87.8,34.3,25,61.2,-43.2,-45,-42.6
KLH063a_3501,550.8,745.3,2535.2,-8.2,-63.6,-84.3,27.7,10.3,-35.5,21.1,0,-65.3,-29,9.4,-78.4,-6.8,26.6,-49.4
KLH063a_3502,584.3,974.5,2588.8,-52.8,-149.8,33.3,-25,171.9,-7.4,-17.3,-143.5,-55.2,-4.2,25.9,18.3,24.2,10.3,9.6
KLH063a_3503,483.2,903.5,2340.1,70.4,270.3,-15.3,39.1,300.6,125.5,27.2,192.8,323.2,-5.9,113.9,87.7,-8.5,26.2,-109.7
KLH063a_3504,519,1158.6,2618.2,-54.7,40,-39.6,-9.7,53,-110.3,34.4,-267.5,4.8,41.6,180.8,55.7,-11.5,-158.7,-20.1
KLH063a_3505,632.7,1345.8,2384.4,112.9,-61.8,-37.3,5.8,33.3,-0.9,32.4,-16.9,-17.2,4,-7.7,-11.7,3.1,5.7,1.9
KLH063a_3506,525.5,1078.6,2525,5.4,90,-4.4,3.1,234.3,-168.1,17.4,-56.9,-16.1,-3.4,36.5,-10.4,-0.2,29.8,0.5
KLH063a_3507,413.6,1587.3,2301.8,29.3,49.1,36.7,17.8,-165.8,1.9,10.4,-24.1,-12.9,-3.8,-15.2,12.4,13.9,-5.8,16.8
KLH063a_3508,443.2,1153.4,2022.3,41,-78.9,166.5,-14.9,34.2,-107.9,33,9.8,3.6,-6.9,2.6,-28,15.8,16.6,-0.5
KLH063a_3509,401.2,1698.6,2426.9,-66.4,-213.7,0.9,-30,19.5,52,13.9,4.4,-17.8,0.9,5.6,18.6,-10.4,-0.2,-9.8
KLH063a_3510,422.4,1730.4,2520,-5.2,48.5,-73,-10.1,-5.9,-51.1,7,11.1,28.2,-4.6,6.8,-1.5,-2.1,3.1,2.8
KLH063a_3511,454.9,1795.3,2507.1,-23.6,3.1,17.3,4.1,-6.4,2.4,9.2,-7.7,-4.2,-6.5,1.2,3.5,-8.2,-2.4,21.6
KLH063a_3512,499,1014.8,2553,-23,35.5,5.6,36.2,113.4,10.5,6.8,44.5,18.4,26.8,61.9,-12.6,5.7,56,1.3
KLH063a_3513,521.2,1108,2347.1,-5.5,-88.9,24.9,-39.3,59.7,-69.7,-3.5,-29.9,-7,8.4,25.3,4,-5.4,-12.1,-2.2
KLH063a_3514,433.4,1513.6,2141.2,56.6,-108.2,66.8,-2.2,-24.5,20.9,4.9,-3.3,20.1,-5.9,-12,5.7,-3.5,-3.3,-5.1
KLH063a_3515,486.2,1062.5,2247,-29.3,134.2,-4.8,-3,29.8,31.1,-3.5,25.5,-11.3,-2.3,-13.8,-2.5,-1.5,11.5,-2.8
KLH063a_3516,456.9,923.1,2270.8,-8.3,-33.9,27.6,6.2,-15.5,-49.1,6.4,-5,4.2,-1.8,-12.2,3.2,14.9,4.7,-8.6
KLH063a_3517,428.2,1013.4,2254.7,36.7,-27.3,55.2,3,-9.8,-34.2,-7.6,-10.2,5,-0.4,-22.9,-10.2,0.1,9.2,-19.9
KLH063a_3518,390.2,1765.6,2350.8,-26.9,-86.3,-6.7,-25.4,12.1,-64.4,2,-60.8,-31.9,-10.7,35,22.7,4.2,-17,-9.2
KLH063a_3519,402.8,1748.7,2431,-42.7,184.1,-46.3,-29.3,37.6,47.1,-19.6,8.6,14.4,-13,-12.8,-11.4,-8.4,21.4,35
KLH063a_3520,370.3,1488.9,2435.6,9.5,-22,4.8,20.6,4.3,-5.6,1,-13.2,10.8,9.2,-10.2,-16.4,-4.8,3.8,-15
KLH063a_3521,618.6,1240.9,2437.5,-43.3,-112.6,-31.3,-69.7,20.6,11.8,-14.5,0.6,-8.2,-23.6,-9.4,0.2,-1.6,-17.8,9.8
KLH063a_3522,326.5,1852,2657.1,9.8,11.3,6.2,-0.3,-32.1,-8.8,3,9.2,-2.4,0,-6.6,3.1,0.7,-0.9,-3.2
KLH063a_3523,463.1,1558,2463.6,-47.2,57.8,31.7,-25.3,-9.2,13.8,4.5,-15.3,8.5,-3.2,12.3,0.7,0.2,2,-2.5
KLH063a_3524,591,1401,2280.1,-97.7,51.5,31.4,-21.6,4.6,3.5,-7.9,-2.5,-14.3,12.2,-0.6,-3.7,-17.5,-0.9,-5.4
KLH063a_3525,354.5,1511.7,2316.1,157.1,205.2,-82.5,64.4,155.5,15.6,36.3,-213.7,46.2,11.3,-54.5,47.7,-0.1,100.8,28.5
KLH063a_3526,363.7,2068.8,2813.2,-33.3,-11.2,-44.2,28.1,-40.2,-50.4,-20.3,0.7,8.9,11.5,-30.6,-1.2,-10.1,-7,10.8
KLH063a_3527,630.3,1502.2,2521.1,-101.1,163.4,17.4,-10,59.9,3.6,4.7,48.5,30.3,-1.7,23.3,15.9,3.7,27.2,19.3
KLH063a_3528,692,1178,2520.7,93.3,126,-12,-50,-24.5,15.7,14.9,22.4,-19.6,-6.1,-11.7,6.7,2.5,8.6,-5.2
KLH063a_3529,413.6,1410,2355.9,43.4,112.5,28.7,-16.9,-132.9,-3.5,9.3,-48,-5.6,-2.8,-29.1,-11.9,-3.9,-15,-3.1
KLH063a_3530,468.9,1399.4,2382.7,-69.7,201,-63.6,-24.6,101.3,12.8,-12.8,-92.4,23.1,6.6,18.2,-20.7,-7.6,-48.2,-22.4
KLH063a_3531,537.4,1245.3,2397.4,-44,56.9,-53.1,-37.5,29.8,-33.5,9.1,41.1,17,-16.1,-12.9,-27.9,3.1,-19.8,-26.2
KLH063a_3532,507.1,967.4,2687.1,91.4,71.2,-41.3,-30.2,168,-19.5,-53,-121.3,-15.2,-0.6,23.4,-11.9,-23.9,-95.5,-53.1
KLH063a_3533,411,1865,2480.5,-34.3,68.6,-67.7,-13.8,15.5,1,-3.4,30.6,95.8,-10.7,-32.6,-54.3,-3.3,34,-18
KLH063a_3534,590,1170.6,2395.8,-11.7,103.5,-9.6,-6.1,7,-10.4,-17.4,13.5,-42.7,12.4,-4,-23.3,-13.5,4.8,16.3
KLH063a_3535,334.8,1354.5,2602.6,24.9,-211.5,-6.7,-32.2,0,-109.1,12.7,29.4,-58,-4.2,7.1,97.1,-1.7,-4.3,-31.2
KLH063a_3536,480,1816.5,2698.6,-57.6,392.5,104.6,-6.6,43.5,80.7,-38,14.6,27.7,-0.1,-31.9,18.3,-23.8,-6.4,-7.1
KLH063a_3537,577.3,1137.8,2388.3,-22.7,-173.3,-146.1,-12.3,275.1,95.7,-11.2,-223.4,-168.6,9.3,176.3,73.6,-1.4,-120.3,-185.9
KLH063a_3538,335.6,1289.3,2444.9,20.6,-209.4,-38.1,-24.9,11.6,-153.5,-3.4,-29.6,69,8.9,8.1,-3.9,-13.1,16.2,26.7
KLH063a_3539,454.7,1815.5,2625.1,-144.3,101.6,196.8,6,0,37.9,22.6,12.9,-58.2,1.9,-6.5,-13.2,-19.7,14.6,24.8
KLH063a_3540,578.5,1143.9,2436.8,56.4,242.4,-1.4,-1.9,-15.3,2.7,-16.2,11.3,-12.2,6.1,17,2.4,-8.7,-2.6,-4.5
KLH063a_3541,470.5,1091.8,2164.2,51.2,-105.8,102.4,1.9,22,-34.5,38.1,-7,11.2,8.1,27.9,38.3,24.9,10.8,21.8
KLH063a_3542,613.2,1268,2329.5,-85.2,54.1,-62.9,-58.2,51.5,-56,-35.3,1.5,-66.4,-12.9,6.4,-46.2,-17,0.2,-36.4
KLH063a_3543,457.2,1851.4,2598.4,231.2,-221.9,145.1,157.2,-217.4,-307.8,64.1,14.2,97.5,-14.8,-50.5,132.2,-38.9,67.7,32.3
KLH063a_3544,461,1721.2,2263,-32.4,-21.8,8.5,-35.3,-47.1,-64.6,-9.3,-18.3,-20.9,-3.6,-8.2,11.8,1,-3.2,-5.5
KLH063a_3545,555.8,1593.1,2221.4,-104.3,152.1,-95.8,-12.3,16.8,45.2,-10.7,36.6,-7.9,-3.1,17.2,13.8,10.9,8.6,13.3
KLH063a_3546,810.3,1235.7,2836.4,-181.2,45.8,-174.3,65.4,-32.9,-23.4,-71.5,-13.5,57.9,-23.6,-19.6,-51.9,2.2,-0.4,54.1
KLH063a_3547,353.6,2019.8,2912.3,-6.8,58.4,-29.5,-14.3,-32.4,-51.7,-11.9,-3.1,-17.1,-8.4,-10.2,-23,-3,-1,-14
KLH063a_3548,645.1,1564.6,2734.2,-90.7,132.9,105.4,-44.5,-9.7,-48.7,-12.9,16,2.8,-4.5,-28.1,14.8,7.8,18.2,-3.6
KLH063a_3549,762.1,1419.6,2327.8,60.4,-102.9,-99.7,-46.1,-1.5,53.4,39,-3,49.8,-12.9,-3.7,-2.4,7.1,-2.9,14.6
KLH063a_3550,595.9,1535.9,2480.6,32,75.5,46.9,-42.7,-32.5,9.1,-15.2,10.6,-5.5,-17.6,-2.8,-5.4,-12.2,-0.9,2.5
KLH063a_3551,440.5,1184.9,2405,-14.3,70.8,-22.4,24,130.1,45.2,-12.1,-93.3,-33.5,13.9,67.7,-2.8,1.2,-47,-30.5
KLH063a_3552,481.7,1296.3,2424.8,-32.3,-363.6,-43.4,47,-31.3,-18.2,-30.1,59.5,-83.6,12.4,-9.8,-51.2,-2.8,67.1,-23.5
KLH063a_3553,779.4,1294.2,2519.7,-24.1,13.8,-24.7,-24.9,-8.3,-8.5,-16.6,-3.5,-1.8,-5.7,0.7,-6.8,-9.2,3.1,-1.2
KLH063a_3554,738.7,1390,2429.5,103.9,-95.7,19.5,-44.1,-4,39,37.6,-9.3,-12.2,2.1,5.7,13,0.5,7.9,8.8
KLH063a_3555,468.5,1504.3,2398.2,45.6,87.7,98.2,-28.5,-14.5,12.7,10,-4,-11.4,-5.7,-8.1,21,3.5,-3.3,-12.8
KLH063a_3556,388.8,1362.2,2397.7,-44.3,-146.3,31.7,-53.3,16.3,-5.7,18.4,-2.5,18.9,-2.1,-3.3,-6.6,12.1,-2,21.3
KLH063a_3557,460.1,1837.3,2604.4,-100.2,66.5,151.3,-30.6,-100.2,-62.8,-8.3,-4.2,-8.1,9.5,-41.3,10.2,7.5,-1.2,3.3
KLH063a_3558,564.1,1139.2,2415.3,-16.4,-71.3,-1.9,17.4,276.4,34.4,-29.4,-222.5,-36.4,48.6,244.4,1.3,-6.4,-152.5,7.7
KLH063a_3559,634.7,1028.5,2316.3,-71.7,-23,-27.9,-108.2,-76.7,-1.4,5.3,-20.8,6.4,-28.3,1,-38.3,-10.6,-13,-104.9
KLH063a_3560,753.8,1056.6,2312.9,-15.2,15.3,-16.3,-16.9,-0.5,16.1,-17.2,10.1,13.3,-17.7,20.4,6.5,-10.7,0.6,16.9
KLH063a_3561,449.8,1634.9,2203.2,192.1,90.9,10.2,45.5,-189.1,35.8,-2.9,-57.7,-26.4,-10.5,41.3,-27.1,-2.7,-21.6,-4.2
KLH063a_3562,620.6,1405.2,2597.7,121,-124.8,-73.6,-46.7,-23.3,37.6,45.8,11.7,81.9,-29.5,-4.7,16.6,5.8,-16.4,-6.2
KLH063a_3563,300.5,1423,2627.8,0.5,27,-18.7,-23.5,20.5,-30.7,17.4,19.2,43.1,-12.1,-3.2,-15.8,9.5,1.6,14.7
KLH063a_3564,437.7,1865.6,2452.6,-40.9,103.2,81,-13.8,4.7,37,-10.5,2.8,21.6,-3.5,-29,-19.4,0.8,-10.1,-5.6
KLH063a_3565,474.2,1276.3,2371.7,46.4,161.7,13.8,-16.7,111.4,11.9,2.4,-30.8,-27.1,-2.7,20.7,41.3,8.6,-11,-38.6
KLH063a_3566,435.1,1613.7,2221.2,-46.6,203,41.4,-7.3,16.8,57.2,-11.3,36.1,50,-2.6,-36.4,-0.4,-1.5,-1.2,1.2
KLH063a_3567,383.7,1281.7,2269.6,64.3,-55.9,41.8,-10.4,26,37.1,-0.1,-0.7,-30.2,-0.9,3.5,55.1,1.4,4,-40.1
KLH063a_3568,468.1,1188.6,2419.4,-113.3,-186.6,-111.3,-16.8,333.2,-71,4.5,-68.4,-111,-23,2.7,-70.2,25.7,100.3,-40.1
KLH063a_3569,588,1215.6,2125.9,-13.8,20.6,-192.3,-60.5,6.9,-43.9,-6.1,8.3,-26,-23.1,-7.6,8.1,16.3,1.4,-6.7
KLH063a_3570,745.2,1399.4,2377.7,94.6,-83.8,202.2,-20.7,16.9,-53.1,32.8,4.6,-1.1,-15.5,-5.7,3.5,-1.7,-0.6,-22.7
KLH063a_3571,646.2,1177.6,2538.7,-43.1,21.8,-24.6,-43.7,-21.4,-73.3,-19.8,-14.6,-12.5,-10.8,-1.3,-0.9,-12.9,15,-18.6
KLH063a_3572,490.8,1074.5,2441.3,97.2,-57,99.8,17.3,101.8,-54.1,2.8,-29.7,10.3,-9.4,41.7,0.6,-0.1,-1.5,15.6
KLH063a_3573,316.5,1907.9,2509.2,-4.4,-152.5,-245.2,43.1,-163.3,-112.4,-4,-56.6,57.2,14.1,-78.8,10,3.1,-11.1,50.7
KLH063a_3574,490.2,1495.1,2408.8,-21.8,235.9,34.5,-42.6,30.9,23.1,-2.5,19.4,14.6,-13.1,22,-4.4,-0.7,-3.9,6.3
KLH063a_3575,446.7,1265.3,2314.6,54.7,111.9,-38.5,-19.2,-7.5,-0.5,8.2,27,6.6,-16.7,4.9,21.6,7.5,17.8,3.4
KLH063a_3576,424.6,1787,2424.7,-51.1,-27,-28.4,-16.3,-32.8,-94,-15,-12.6,2.2,-8,-9.5,-22.7,-4.4,-4.5,-3.9
KLH063a_3577,442.1,1680.6,2232.8,38.4,87.4,30.1,-32.1,-22.5,40.9,5.7,16,9.5,5.2,-5.8,-7.6,-6.5,-6.9,8.2
KLH063a_3578,564,1238.1,2200.2,36,164.4,-2.9,-26.7,18.1,40.4,-22.8,28.6,12.8,-4.9,26,-8.4,-9.4,-17,9
KLH063a_3579,340,2038.2,2758.6,16,36.2,-170.8,3.8,-10.1,-95.7,-17.9,11.7,-10.4,8.7,-26.3,-61.9,11,-12.2,-34.6
KLH063a_3580,495.3,1640.8,2338.1,-86.6,243.1,-61,-18.6,0.6,-11.6,-20.6,-0.8,-9.6,-13.6,0.5,-20.3,-1.3,16.3,-6.5
KLH063a_3581,563.8,1356.2,2421.5,11.9,6.3,-9.4,5.1,4.1,51.9,-4.9,10,0.7,6.5,-1.7,-39.7,0.7,3.9,-6.5
KLH063a_3582,600.9,1276.9,2374.1,-61.8,101.2,-133.1,-9,41.7,-34,-6.3,37.6,-2,-1.7,16.3,-19.9,-7.4,-4.9,-33.3
KLH063a_3583,487.6,1588.8,2423.4,-63.5,201.1,45.8,-39.2,-2.8,109.1,-8.3,-2.9,42,-6.5,-10.1,3.6,-7.5,12.1,-13.7
