file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH063a_0001,635.5,1259.5,2082.1,26.7,111.9,-43.2,-33.5,65.1,12.5,6.9,49.8,-34.4,-8.5,7.7,12.1,0.3,35.2,-20.3
KLH063a_0002,442.2,1127.6,2446.3,42.3,-97.1,68.5,-17.8,70.8,-44.7,29.6,-3.3,1.9,12.4,45.4,-7.9,-8.8,-16.6,-12.4
KLH063a_0003,333.6,1872.2,2538.6,0.5,-308.8,-314.3,15,-62.8,115.1,14.8,12.9,0.7,3.1,-49.8,-14.7,-2.5,-10.5,-1.9
KLH063a_0004,528.2,1114,2152.9,-55.7,345.8,323.7,-7.9,167.8,152.3,-44.7,77.8,-88.7,-13,7.9,-47.5,-27.2,8.9,-12.6
KLH063a_0005,576.4,926.7,2480.8,-21.2,70.5,-7.1,-4.4,124.8,-11,-9.2,38.1,-54.5,-4.9,63,28.6,-3.7,-18.3,9.5
KLH063a_0006,602.1,917.9,2135.5,-34.6,-91.2,-209.2,26.7,154,36.2,-21.6,-123.4,-127.7,29.5,108.1,52,-13.2,-75.7,-47.1
KLH063a_0007,333,1341.3,2347.4,-53.6,178.3,-17.1,28.9,-70,-56.3,0.8,-1.5,5.3,22,98.8,0.5,5.2,8.2,4.1
KLH063a_0008,561.1,1283.1,2367.5,-86.5,-70.4,-48.1,-8.1,-8.6,28.5,19.2,11.2,-10.2,-15.7,-14.7,-1.1,-5.8,19.7,14.1
KLH063a_0009,731.3,1427.2,2387.1,60.9,-131.4,123.4,-48.1,24.8,70.8,-7.9,-3.3,-179.8,-15.4,-5.3,3.4,3.4,-7.5,21.5
KLH063a_0010,580.2,1754.1,2574.8,261.7,-332.1,-447.9,-40,-50.2,77.1,-4.5,1.8,106.4,6.2,16.3,-32.7,-7.4,-26.5,23.7
KLH063a_0011,650.8,1414.2,2461.3,-81.3,159.8,110.6,-34.8,18.9,11.8,-4.8,16.9,-20.2,-17.2,2.7,-61.7,-7.4,5.6,32.8
KLH063a_0012,369.7,1140.2,2399.2,-69.4,201.8,14.6,-19.6,45,65.3,-13.3,-69.5,-66.6,-14.4,-8.9,-53.5,-6.7,46.7,15.5
KLH063a_0013,533.5,1158.7,2477,-82.4,-80.7,-53,-26.5,-43.8,-13.8,-6.1,-7.1,8,4.4,-25.9,-7.1,5,-6.1,14.1
KLH063a_0014,689.3,1429,2473.1,33.1,-178.9,-117.4,-21.3,58.6,91.4,3.2,-4.5,-14,1,-0.5,-14.1,13.4,0.7,-21.7
KLH063a_0015,495.5,1437.3,2565.6,79.6,231.8,16.9,-11.8,41.7,33.4,8.3,5.1,11.3,-9.8,0.9,3.6,-10.8,-12.7,-4.1
KLH063a_0016,313,1346.4,2290,52.4,-46,155.3,-3.5,-37.6,-103.5,-5,2.1,41.4,4.1,17.7,-11.8,10.3,-6,2.4
KLH063a_0017,637.5,1335.4,2271.6,-46.4,33,-25.6,1.8,23.4,-35.5,4.8,20.2,2,-9.4,9.7,18.9,-6.4,7,-10.8
KLH063a_0018,661.5,1668.6,2552.7,223.1,-275,-248,-67.3,-28,210.1,12.9,32.2,72.1,-11.3,-15.4,-90.8,-12.8,-21.7,-22.2
KLH063a_0019,507.7,1461.5,2582.6,16.5,145,86.7,-28.9,73.2,-29.2,-10,10.6,-13,-24.8,-5.5,-3.7,3.5,1.4,-34.4
KLH063a_0020,287.1,1915.5,2386.4,-22.5,97.1,268.4,-21.3,-128,-21,-16,-21.1,43.6,-7.7,-98.8,-37.3,-5.2,30.5,-13.2
KLH063a_0021,473.3,1113.1,2552.8,-22.2,66.3,-137,-15.6,-0.3,-62,0.6,32,-22.2,-1,27.4,-18.3,-0.6,7.3,8.7
KLH063a_0022,350.9,880.7,1830.2,17.6,-23.8,-86,-17.8,29.7,75.6,-13.6,24.5,-19.4,-0.4,-10.7,-69.6,-12.2,-24.1,-9
KLH063a_0023,379.6,951.5,1935.3,-62.4,28.7,-43,-30.2,15.9,-27.2,-1,-18,-15.3,-12.2,9.1,0.2,2.3,18.1,15.7
KLH063a_0024,724.6,1327.5,2193.7,17.1,-160,12.6,-43.5,34.6,43,-11.3,-20.7,-50.2,2,0,-55.4,-8.3,-34.8,-23.3
KLH063a_0025,284.7,2421.1,3188.8,-14.6,-34.8,4.1,-1,-18,-33.8,16.9,-58.6,44.7,6.1,-39.1,0.3,-4.5,28.8,3.7
KLH063a_0026,746.8,1332.4,2947.6,-59.5,169.9,17.7,-51,71.2,8.4,-42.4,62.2,8.4,-15.5,33,-11.7,-26.6,20.5,5.9
KLH063a_0027,461.9,1823.7,2379.7,11.4,-26.9,102.8,-23.8,-41.9,-71.7,5,30.7,31.2,-14.5,-7.5,-12.9,6.4,18.7,-2.8
KLH063a_0028,440.8,1658.7,2196.8,5.4,4.1,-18.7,2.2,-55.9,-37.8,5.6,7.8,-9.5,0.4,0,52.6,-0.4,4.2,41.2
KLH063a_0029,493.4,1643.7,2399.4,-60.5,123.7,179.6,-37.3,-81.7,34.8,15.9,64.9,9.1,-6.2,1.5,11.3,8.4,21.7,-27.7
KLH063a_0030,660.7,1115.6,2619.7,-29.6,-12.5,-66.1,-7.3,2.2,-49.9,-3.8,6.4,-16.7,-3.9,-5.5,-40.7,-15.8,-15,-10.8
KLH063a_0031,713.4,1224,2837.7,-58.8,-18.1,47.9,-71.2,70.2,-43,-33.4,-38.5,11.2,-20.4,22.6,-19.5,-9.2,-0.1,6.6
KLH063a_0032,415.7,1778.7,2607.6,11,332.6,305.5,8.7,-180.6,-40.5,3,25.3,-135.8,3.3,11.6,20,0.6,-26.8,23
KLH063a_0033,570.7,1346.8,2276.7,52.3,-164.4,73.4,-67.9,5.3,-28.6,-3.8,-13.2,46,-6.5,-3.1,-12.3,-5.1,-0.6,8.3
KLH063a_0034,398.4,1079.9,2161.7,25.5,178.9,289.4,-8.6,107.5,94.3,-5.6,-14.6,-23.8,-13.9,47.2,-87.1,29.4,-85.3,-77.7
KLH063a_0035,675.7,1175.3,2648.5,-30.4,14.7,56.3,4.5,8,9.2,-7,-7,5.2,-1.8,3.1,-11.8,1.9,-0.7,4.6
KLH063a_0036,629.4,1551.8,2229.7,-54.7,-169.1,-175.1,13,14.4,30.5,-15.8,-7.7,16.4,-0.8,21.8,31.7,3.5,-13.8,-10.8
KLH063a_0037,301.5,1467.3,2314.5,6.7,12.6,-63.5,13.2,-61.8,-18.8,9.8,-84.8,-9.2,1.5,46.6,-4.7,-6.5,34.4,-1.8
KLH063a_0038,339.4,2212.8,2860.1,-25.7,-3,73.4,-18.3,-15.6,-30.7,-0.7,-13.8,2.2,8,-8,-8.4,-2.6,-22.4,-30.8
KLH063a_0039,316.7,1503.3,2548.4,25.1,-28.3,22.2,4.4,-29.4,-21.4,7.6,-9,-11.5,2.1,-23.2,-0.4,1.5,5.9,0.3
KLH063a_0040,301.9,1334,2489,23.5,79.2,46.2,-11.7,50.2,27.4,-9.5,-30.8,-14.1,-9.2,26.1,5.9,-7.6,-0.1,-4.7
KLH063a_0041,699.5,1315,2367.1,-50.2,-371.3,-41.5,-69.6,-51.6,-30.9,-19.1,-50.1,37,-43.1,-34.4,6.6,-11.4,-20.2,2.8
KLH063a_0042,543.1,1561,2200,34.4,93.9,14.4,16.1,-9.5,-2.3,6.5,-0.3,11.5,3,-6.7,-4.6,2.9,8.1,-1.8
KLH063a_0043,457.4,1215.9,2334.9,61.9,22.3,-19.3,-32.8,-14,-15.6,26.4,14.1,4.5,-18.7,-0.6,-5.7,11.7,-1.6,-5.8
KLH063a_0044,445.4,1930.6,2456.9,-14.9,-56.7,-0.2,-24.9,-71.6,-109,-17.9,-21.7,-44.3,-13.6,-41.2,4.7,-16.2,-13.9,-7.8
KLH063a_0045,750.9,1403.9,2322.7,-25.8,-270.2,77.4,-45.3,126.5,16.4,-9.1,22.5,-36.3,-17,47.5,19.1,-1.1,24,17
KLH063a_0046,469.3,1943.4,2459.3,53.2,29.3,155.6,27.5,-159.5,-112.5,26.5,92.7,-190.2,14.9,-54.9,-24,9.8,4.3,28.7
KLH063a_0047,726.9,1350.4,2702,43,-84.2,125.7,-14.9,63.9,-113.8,34.5,13.9,37.7,-9.6,19.8,30.8,13.6,-0.3,-36.5
KLH063a_0048,407.2,1298.6,2717.2,48.4,231.7,-23.7,-29.7,-17.4,52.3,-0.8,45.6,-46.5,11.5,3,27.7,11.2,-5.2,-17.2
KLH063a_0049,398.1,1348.4,2600,-61.3,96.5,16.3,-17.9,8.7,36.4,-14.6,-63.3,-40.9,-5.1,-60.6,-9.4,-2.2,-19.3,-46.4
KLH063a_0050,507.4,1250.5,2586.2,144.8,-31.6,16.3,-74.5,109.1,32.9,-31.4,-126.5,89.2,-31.8,97,21.9,-6.7,-53.6,-4.2
KLH063a_0051,675.6,1250.9,2660.1,51.9,-43.9,13.2,-58.9,-38.6,-204.8,-0.6,-28.8,50.2,-15.8,3.9,61.7,-3.7,-4.4,-62.9
KLH063a_0052,298,2214.9,2733.3,5.8,-23.4,-27.9,18.9,-108.5,-103.1,-5.4,-22.9,-38.9,3.6,-75.8,-68.9,-4.3,-12.4,8.1
KLH063a_0053,626.5,1443.7,2687.6,-148.1,152.4,132.6,42.3,50,-52.7,-54.4,31.3,17.6,58.4,29.3,8.5,-44.1,16.8,-14.1
KLH063a_0054,750.1,1372.5,2314.5,54.5,-51,-17.5,4.5,21.8,14.8,3.3,-6.4,8.1,-11.5,-10.8,0.9,12.1,-18.7,-7.1
KLH063a_0055,516.6,1128,2469.7,-81.6,142.5,1.6,-35.4,48.3,-198.6,-58.7,-82.7,-148.2,27.8,102.6,-43.4,-26.7,-45.5,-28.9
KLH063a_0056,463.1,1929.1,2545.7,-16.2,-99.5,57.9,-39.8,25.2,-4.1,-35.2,-59.1,-45.2,-26,-46.1,-17.4,-6.3,-11.7,18.5
KLH063a_0057,355.7,1140,2349.4,-159.2,-74.2,-5.5,85.2,-22.6,-48.8,-18.4,-30.7,-26.1,-25.5,-11.4,28.6,33.5,61.2,64.4
KLH063a_0058,369.9,1426.2,2635.2,-56.9,357.2,86.7,-9.6,-317.5,-291.7,-34,-24.5,-120,-0.7,179.4,141,9.2,-33.6,63.9
KLH063a_0059,543.4,1056.7,2435.1,-81.1,3.2,116.2,-9.6,3.2,17.5,16,16.4,-14,6.7,2.7,-71.5,-6.7,7.4,29.7
KLH063a_0060,796.6,1285.1,2924.3,-30.1,22.8,33,16.5,52.9,38.8,8.5,10.7,-30.5,6.7,-1.1,-1.1,1.7,17.8,-19
KLH063a_0061,321.7,2135.2,3022.8,43,-22.8,35.2,9.1,-42.4,-50.6,0.8,2.8,25,4.7,-11.2,-36.5,8.4,3,3.8
KLH063a_0062,401.4,1703.2,2519.8,-15.5,163.1,28.1,-7.6,-114.3,3.4,2.8,-24.1,-51.2,-4.9,-37.5,-24,6.8,-48,-17.7
KLH063a_0063,474.3,1077.3,2184.5,9.8,-56.1,119.5,5,4.1,34.3,15,-42.8,32,-1.8,15,59.4,17,31.3,-9.6
KLH063a_0064,614.3,1132.9,2374.2,71.5,22.7,102,-33.9,4.2,-18.9,21.8,17.6,46.9,0.4,2.8,23,-1.1,9.4,-28.6
KLH063a_0065,593.5,1101.3,2499.8,177.9,98.7,83.4,-45.7,-27.3,-32.8,-37.3,-14.4,-63,-1.5,5.1,75.6,-4.2,-11.6,48.8
KLH063a_0066,398.2,1135.6,2539.9,41.8,-47.7,10,-18,-29.3,52.7,9,54.4,-17,0.7,6.9,-20.3,2.4,-23.6,18.1
KLH063a_0067,453.3,1142.7,2145.1,-124.7,108.7,-421.1,-44.7,20.8,-163.5,-11.5,5.5,-31.4,10.8,7.9,31.5,-3.4,10.4,35
KLH063a_0068,475,981.4,2445.1,-130.6,-1,-6.7,32.5,6.2,-17.5,-4.6,-24.7,-9.5,11.3,-13.1,-17.7,-3,-32.5,0.7
KLH063a_0069,705.1,1346,2238.8,75.7,-80,-25.2,-7,-0.1,18.9,-4.1,-12.1,-34.2,-6.4,1.9,11.7,5.7,-2.2,9.3
KLH063a_0070,432.8,1363.9,2460.5,-47.6,80.1,74.7,-63.7,-20.6,-9.9,-15.4,0,-11.4,-16.8,-5,-14,-1.5,-0.6,-10.1
KLH063a_0071,672.3,1211.6,2497.4,27.4,-68,-2.9,-40.3,-10.5,-95.7,8.2,-20.1,-67.7,-14.2,-21.9,91.2,-0.1,-6.3,27.7
KLH063a_0072,298.6,2193.5,2778.4,10.3,4.4,58.9,6.8,-93,-48.7,-2.2,-1.5,-15.7,-1.6,-92.1,-43.5,-1.2,18.7,25.5
KLH063a_0073,525.6,1347.1,2864.5,44,42.9,-32,-119.8,79.6,-44,-93.2,-27.4,-4.8,75.1,30.6,-6.5,-28,17.6,18.6
KLH063a_0074,341.9,1264.6,2561.9,-19.3,135.1,105,-34.3,72,-11.8,-16.4,6.5,34.9,-7.8,24.1,62,-9.3,-29.7,-18.8
KLH063a_0075,704.4,1447.2,2431.3,-88.1,-89.8,84.4,-70.7,47.9,-10,-32.3,-9.9,11.2,-42,9.4,29.2,-30.4,-4.1,24.2
KLH063a_0076,534.1,1794.8,2739.5,8.1,2.9,-131.7,30.6,-14.5,-134.7,-5.6,-10.3,-74.4,11.5,23.5,-60.5,3.4,-17.6,-28.4
KLH063a_0077,758.5,1166.8,2532.1,-64.9,-63,-195.3,-75.1,-33.5,-6.4,-1.2,-3.3,36.2,-28.7,-16,32.8,-10.6,-20.2,-65.5
KLH063a_0078,694.2,1170.2,2378.4,142.7,71.3,215.4,-10.2,55.9,-20.5,8.2,26.5,20,-24.5,25,-51.9,5.4,27,45.2
KLH063a_0079,543.8,1141.8,2355.1,-23.3,-432,-187.8,8.9,202.3,103.7,10.3,50.7,124.9,17.2,-126.5,-8.6,-19.4,57.2,60.5
KLH063a_0080,692.5,1145.6,2545.9,75.5,37.1,11.4,-92.2,-67.6,13.6,1.2,0.4,-47.7,-25.2,-26.1,-98.4,-1.4,-1.7,-25.7
KLH063a_0081,346.4,956.4,2592.8,-28.8,-57.7,-120.8,26.8,19.1,59.8,-18.9,36.5,18.4,1,38.6,-40.8,2,-14.7,29.4
KLH063a_0082,574.2,1065.5,2475,-74.8,-45.4,186.2,-55.7,-12.6,50.7,-21.4,6.5,4.5,-7,-7.8,4.8,2.7,-1.8,-31.1
KLH063a_0083,580.7,1213.8,2333.6,7.1,73.9,-174.9,-22.8,15.1,-16.9,1,13.2,-19.7,1.2,18.1,15.9,1.7,2.6,6.4
KLH063a_0084,417.5,892.5,1730.3,-6.1,75.9,-6.4,27.4,165.2,66.8,7.3,-1.8,-6.4,5.9,-36.8,0.6,15.7,-6.6,-58.1
KLH063a_0085,493.2,996.1,2756.1,-22.6,-50,34.8,12.7,16.2,-17.5,8.1,15.5,-21.1,17.6,-17.5,14.5,3.5,-16.7,4.4
KLH063a_0086,320.1,1486.4,2232.4,9,-32,66.6,-11.3,97.2,15.4,2.7,34.9,-53.4,-3.8,-13.2,32.5,-1.3,60.3,-13.2
KLH063a_0087,492,1805.8,2585.1,-67.7,159.1,252.5,5.9,-3.1,-9.9,1.6,3.6,-14.3,-11.4,-18.2,-0.6,-7.2,19.7,45.2
KLH063a_0088,743.4,1409.3,2376.2,128.3,-86.2,-14,-30.6,11.4,9.8,27.9,6.7,-3.6,-5.2,5,-2.6,17.8,-4.5,-4.2
KLH063a_0089,669.8,1265.3,2372.1,-1.3,-6.2,-11.5,-83.2,60.5,35.5,-9.5,-2,29.3,-21,14.4,2.9,-17.7,-12.4,-9.6
KLH063a_0090,717.1,1233.1,2298.4,31.4,107.4,-14.8,-62.2,-24.8,4.4,-0.6,35.6,2.6,-22.9,-9.8,-16,7.7,7.7,60.1
KLH063a_0091,473.6,1764.2,2315.9,-44,-154.1,-124,-21.2,-96.7,-63.2,-13.9,-4.5,6.3,-17.4,-10,95.1,-2.4,13.1,10.8
KLH063a_0092,471.7,1628.8,2405.8,26.7,207.9,92.5,-20.9,-46.8,-1.1,4.4,-2.2,-10.6,-0.6,12.5,1.9,-0.1,-3.4,-9.2
KLH063a_0093,406,1171.8,2464.5,19.6,-182.8,-21.9,-56.5,-11.6,43.6,-11.4,-7.5,13.9,-24.6,-14.9,-15.1,-2.3,5.5,0.7
KLH063a_0094,470.6,1072.3,2456.5,-39.1,225.2,45.9,-40.8,-10.2,55.3,-55.6,58.5,-32.2,-17.1,-0.9,-9.9,-9.1,26.9,21.9
KLH063a_0095,545.6,1230.2,2092.4,49.9,129,-96,7.8,-2.8,-54.3,35.6,10.5,24.7,32.8,5.6,-39.4,31.1,8.6,-12
KLH063a_0096,359.4,1144.1,2437.6,49.4,-114.1,4.6,-13.8,74.9,14.5,3.8,-2.5,-65.7,-1.8,-1.1,58.5,2.4,-17.4,-20
KLH063a_0097,325.6,1132.3,2618.7,-28.6,206,-41.1,22.6,43.4,159.8,-14,34.4,-24.9,4.1,-7.5,-42.6,-8.3,2.5,-9.8
KLH063a_0098,732.5,1141.8,2438.1,-12.4,12.4,70.5,-8.6,32.5,-9.7,17.8,14,-3.5,-4,4.8,-32.3,-15.7,-11.9,-51
KLH063a_0099,708.9,1383.5,2332.8,68.5,-48.6,63.3,-25.4,-34.6,-36.6,14.9,1.8,15,-6.9,-3.7,-2.5,11.1,-0.4,-7.3
KLH063a_0100,531.2,1243.3,2298.5,-45.6,199.6,-60.8,-69.6,1.1,-38.8,-33.7,7,-18.9,-22.1,-12.5,-36,-13.2,19.4,-23
KLH063a_0101,555.8,899.9,2317.6,-60.1,40.8,-28.3,-13.6,14.6,0.9,8.8,-12.9,5.3,16.2,9.1,4.1,-28.2,6,-3.4
KLH063a_0102,571,1810,2644.7,252.6,-518.3,-539,-17.5,-11.5,163.2,-10.1,74.8,44.2,17.8,-22.4,-69.8,0.4,-19,68.4
KLH063a_0103,701.6,1375.7,2446.6,-79.5,151,12.7,-28.8,46.5,45.6,-32.1,10.4,4.3,-13.7,23.3,-2.1,-12.5,-1.8,19.5
KLH063a_0104,526.8,1058,2403.5,70.4,10,-25.7,-18.4,-20.6,37.1,-20.4,-18.4,7,-31,-11.5,39.6,8.3,1.5,2.3
KLH063a_0105,624.8,1061.7,2430.3,12.5,-30.7,-39.8,-32.1,18.7,28.8,9.1,-11.6,-10.1,-22.3,8.5,18.6,-2,3.2,-17.3
KLH063a_0106,402.4,1111.2,2485.1,-37.3,69.5,48.5,-8.2,5.6,45.9,-7,7.4,-25.1,6,33.6,34.2,-3.5,13,2.4
KLH063a_0107,447,1047.7,2570,40.3,-53.7,38.8,1.2,53.6,-14.3,-4.8,-32.7,1.2,4.7,20.6,0,-3.3,-9.6,14.3
KLH063a_0108,494.7,1364.2,2600,-54.3,-72.4,-72,7,-22.6,20.7,-4.2,2,-3.8,-2,5.2,5.1,-2,-7.8,-11.6
KLH063a_0109,811.8,1283.1,2809.3,48.3,9.1,-109.9,20.4,0,-65.4,-10,-1.7,-33.7,-0.7,4,-3.1,8,-10.6,35.4
KLH063a_0110,666.1,1176.9,2454.6,76,47.8,-112.1,-12.2,-3,-5.8,-1.7,12.3,-79.3,-12.3,-6.6,-34.7,-0.6,-0.9,-28.2
KLH063a_0111,371.1,1570.7,2396.7,84.5,-129.3,7.9,-4.5,-22.2,9.6,1.2,-31.3,10.1,-0.3,-14.6,7.1,-6.1,-29.9,-2.5
KLH063a_0112,310.2,1324.9,2281.9,46.3,-32.2,107.8,-19.1,143.6,247,-9.9,180.4,103.4,7.6,63.3,41.2,4.2,-35.8,62.3
KLH063a_0113,648.2,1037.9,2421.9,-69.8,-102.1,23.8,-50.9,-44.8,9.6,-71.5,-46.9,21.1,-26.9,-11.3,6.1,-24.1,-12.3,-2.4
KLH063a_0114,680.7,1269,2324.8,77,-45.1,-56.1,-61.8,-17.3,-94.1,33.9,23.9,96.5,-35,2.2,-86.5,-4.4,4.9,36.3
KLH063a_0115,383.6,1344.7,2528,79.5,-92.9,22.5,-17.5,32.6,9,1.9,-4.6,15.4,10.6,32.9,56.3,-7.3,-8.6,-39.4
KLH063a_0116,285.4,1581.8,2547.8,-16.1,45.2,37.8,0.5,15.9,20.9,-2.7,11.3,-0.9,1.9,6.8,6.9,1.7,-8.6,1.4
KLH063a_0117,436,1009,2678.7,-14.4,98.6,-39.7,-18.8,83.5,-98.4,-5.1,-43.7,-31.7,-8.4,57,-23,-3.7,-1.2,-0.1
KLH063a_0118,325.1,1934,2683.5,11.6,-334.6,-321.6,42.2,-269,-87.6,0.4,-74.4,115.3,19.4,18.5,84.6,2.5,78.7,46.4
KLH063a_0119,637,1437,2630.8,-113.2,317.6,78,-83.1,86,-133.9,-16,91.7,103.5,-2.8,35.2,145.1,-3.3,10.3,12.2
KLH063a_0120,502.7,1185.1,2291.4,7,-322.4,22.4,0.2,74.3,-56.5,10.7,22.2,-35.8,0.2,27.5,-31.7,5.2,1.6,-41.9
KLH063a_0121,438.7,1713.6,2239.4,42.4,-85,-1.9,-17.9,-28.4,-6.8,12,26.1,-1.5,-2.2,17,23.4,2.6,-10.2,-4.9
KLH063a_0122,427.6,1125.1,2543.4,134.4,-18.4,-19.4,39.2,147.1,-14,24.2,-33.7,25.4,15.5,77,68.3,24.2,-17.3,-11.5
KLH063a_0123,434.4,926.8,2515.3,-93.6,87.8,5.6,38.9,213.6,9.4,-8,-17.9,-3.1,16.6,43.5,61.4,-21.7,21.5,-5.8
KLH063a_0124,641.5,1626.6,2516.1,3.2,-282,-25.1,10.2,17,56.4,-17.6,-71.1,-23.6,21,31.2,30.8,-11.4,-17.4,24.7
KLH063a_0125,513.5,1371.7,2827.3,-95.2,-169.4,-197.2,22.9,353.2,40.4,-12.1,-187.1,-178.4,-21.5,59.3,14.4,16.7,16.3,63.6
KLH063a_0126,392,2064.1,2837.4,-71.8,155.8,41.9,34.9,-85.3,-64.6,-14.4,55.2,-31.6,21.5,-31.1,-0.3,-14.7,41.9,18.6
KLH063a_0127,619.5,1360.8,2562.9,16.1,102.5,31.1,-12.4,59.2,-83.6,-19.3,-3.7,36.4,7.9,31.3,64.7,-0.6,9.4,14.1
KLH063a_0128,307.7,1255,2420.2,-16.1,147,47.1,-17.1,28.8,28.2,-10,31,-35.4,-14.9,-10.7,3.6,3.6,0.8,-33.8
KLH063a_0129,433.4,2026.3,2763.5,16,-158.4,-160,45.6,-207.5,-333.3,4.9,-116.2,-23.3,-5.1,-97.4,50.1,-3.1,-67.5,31.5
KLH063a_0130,364,2061.5,3036,28.1,40.6,-129.8,72.3,-31.2,-216.2,-10.1,23,-15.8,14.3,-34.3,-48.3,-5.2,32.2,25.6
KLH063a_0131,604.8,1635.5,2409.5,-70.8,153.4,-111.9,-37.9,24.1,-61.9,-1.9,22.4,-49.6,-2.4,3.8,-32.8,-6.7,23.2,-26.7
KLH063a_0132,349.1,2115.6,2911.9,18.3,24,-170,68.4,-68.1,-231.7,-24.2,-18.7,-5.1,17.4,-32.1,-39.5,-1.7,6.8,27.5
KLH063a_0133,509.9,1590,2513.9,-79.3,132.3,70.7,-7.4,45.9,81.4,24.7,43.1,40.2,-1.9,25.9,38.1,3.5,18.3,5.8
KLH063a_0134,660.4,1346.8,2595.3,52.3,70.3,-46.6,-52.7,11.5,33.7,17,-1.4,-8.9,-20.4,-6.2,1,-6,11.6,52.8
KLH063a_0135,317.5,1283.4,2516.3,17.6,64.5,-119.6,-8.2,85.7,112.4,1.9,-35.7,-7.3,-4.7,43.9,-59.5,2.1,14.4,28.1
KLH063a_0136,488,1530.5,2647.9,-98.8,-21.1,103.1,3.2,-22.5,-9.7,-1.5,1.2,-64.8,-5.3,-9.8,-8.6,-12,-0.5,25.8
KLH063a_0137,709.3,1394.9,2424.4,-16.6,15.4,63.9,-32.8,79.8,16.9,-12.4,-12.3,40.5,-19.6,12.6,25.9,-4.6,-4.4,-2.4
KLH063a_0138,301.4,2071.8,3162.1,47.6,15.2,16,7.1,-40.2,-32.3,-4.5,1.2,-21.7,10.3,-35.2,32.9,-8.3,-9.9,-26.4
KLH063a_0139,508.6,1910.9,2840.2,-171.4,211.8,212.5,-21.8,-41.3,36.5,13.3,-37,0.6,4.8,-0.1,-12.6,-19.7,-0.7,-19.8
KLH063a_0140,301.3,1237,2298.4,43.4,-121.3,-55.9,-0.5,63,-46.5,14.1,-43.7,20.7,8.2,-59.7,30.2,2.6,-68.3,28.3
KLH063a_0141,293.5,2133.3,2978.6,-7.8,-33.9,-34.7,2.5,41.5,-172.9,-4.2,-40.1,-59.3,1.9,-7.2,-12.4,1.2,56,7.8
KLH063a_0142,337,2021.2,2944.1,-13.5,24.2,-19.5,-8.1,59.7,97.9,0.8,-53.2,148.2,-1.7,-26.7,47.7,-0.1,70.3,-76.1
KLH063a_0143,514.8,1095.8,2594.7,-86.8,235,36.4,-11.6,106.6,39.7,34.8,16.7,23.7,-20.3,1.4,-36.5,5.6,46.3,-10.6
KLH063a_0144,325.6,2110.8,2853.1,-21.3,21.9,29.6,26.6,-95.2,-241.6,-9.6,28.6,8.8,-3.5,-127.2,-52.8,0.6,14.7,20.5
KLH063a_0145,531.5,1348.5,2674.7,-62.9,-26.6,28,9.5,-195.4,-169.3,49.4,144.7,77.8,-18.5,53.4,-70.5,-1.8,-198.8,-42.3
KLH063a_0146,489.1,1788.5,2541.2,8,5.9,57.8,6.5,0.7,69.7,-4.2,17.4,-41.8,-23.5,-12.5,2,4.1,5.2,11
KLH063a_0147,624.4,1372.3,2590.8,-113.9,138.9,-69.8,7.7,37.9,7.1,-89.8,-13.6,26.9,39.2,23.9,16.4,-56.5,-46.1,15.8
KLH063a_0148,456.8,1314.7,1993.9,-1.1,184.9,-23.6,-30.4,-8.4,14.7,-19.3,-13.8,10,-6.1,13.5,-21.7,-6.4,-16.6,-9.5
KLH063a_0149,519.5,1902.7,2568.8,-54.1,160.9,39.1,-11.9,-13.2,-184.2,-22.6,-16.8,-90.4,8.9,-13.4,-64.8,5.2,9.3,-14.7
KLH063a_0150,738.1,1265.9,2371.7,-134.8,168,-82,57.7,86.3,23.7,-44,44.5,16.3,-6.2,35.7,12.1,-18.6,16.1,-18.8
KLH063a_0151,317.1,1545,2262.3,-1.9,-99,-55.7,4,-17.9,-34.8,11,-27.3,-66.8,6.1,-48,2.4,0.6,-31.7,6.7
KLH063a_0152,409.8,2068.6,2809.2,35.9,-111.5,-41.3,19.5,30.2,-105.9,-36.9,88.9,153.1,4.1,1.3,-54.1,-12.8,13.2,91.8
KLH063a_0153,475.5,1429.9,2377.6,5.6,277,-41.8,-18.4,10.5,-27.9,2,32.9,4.7,-3.9,9.7,4.9,0.5,0.4,2
KLH063a_0154,394.8,2015.4,2622.1,21.8,-69.4,155.9,-12.2,-13.2,-117.9,-1.6,14.6,73.4,-8.4,-28.3,-56.7,-3.5,16.4,36
KLH063a_0155,505,1658.7,2329.7,-32.3,255.2,59.2,14.1,69.6,66.1,10.2,24.7,87.1,-1.3,-20.9,35.5,4.7,11.6,22.6
KLH063a_0156,605.6,1361,2318.2,16.8,69,20.9,-10.1,-34.6,24,1.5,6.7,-13.4,-4.9,1.6,12,-0.3,-5.2,-1
KLH063a_0157,668.8,1193.7,2604.5,-51.5,-14.7,20.5,-59.2,-34.6,-59.7,-13.7,-8.8,-6.7,-15.5,-6.3,4.6,-13.1,-1.3,-5
KLH063a_0158,518.8,1691.1,2502.4,5,-180.8,-50.4,-18.5,51.1,-48.6,-8,-79.4,-27,-6.3,21.3,-9.5,3.3,-12.4,-12.4
KLH063a_0159,285.1,2274.4,2929.7,12.7,18.5,131.3,19.4,-40.8,-133.5,5.5,57.4,90.2,-1.3,-73.9,6.8,2.8,75.4,-13.6
