file,filename,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word,comment1,comment2
1137,KLH021a_1137,a,2557,0.054535891101863854,658.0875175897658,658.1420534808676,k,ʻ,0,kaʻu,883,658.0579499379635,658.1952752541117,-,wā,,
1138,KLH021a_1138,u,2559,0.03876647680738188,658.1565087773043,658.1952752541117,ʻ,w,0,kaʻu,883,658.0579499379635,658.1952752541117,-,wā,,
1139,KLH021a_1139,ā,2561,0.09001707326467567,658.2662376184371,658.3562546917018,w,l,0,wā,884,658.1952752541117,658.3562546917018,kaʻu,liʻiliʻi,,
1140,KLH021a_1140,i,2563,0.06044942146240828,658.40684822923,658.4672976506924,l,ʻ,0,liʻiliʻi,885,658.3562546917018,658.7307782811969,wā,ʻike,,
0,--,i,2565,0.02365412144183665,658.4804388292712,658.504092950713,ʻ,l,1,liʻiliʻi,885,658.3562546917018,658.7307782811969,wā,ʻike,,
1141,KLH021a_1141,i,2567,0.07638880102751955,658.5849111989725,658.6613,l,ʻ,0,liʻiliʻi,885,658.3562546917018,658.7307782811969,wā,ʻike,,
1142,KLH021a_1142,i,2569,0.03947828119692076,658.6913,658.7307782811969,ʻ,ʻ,0,liʻiliʻi,885,658.3562546917018,658.7307782811969,wā,ʻike,,
1143,KLH021a_1143,i,2571,0.07556177682795351,658.7866282901567,658.8621900669847,ʻ,k,0,ʻike,886,658.7307782811969,659.0249122625474,liʻiliʻi,wau,,
1144,KLH021a_1144,e,2573,0.07030530539645952,658.954606957151,659.0249122625474,k,w,0,ʻike,886,658.7307782811969,659.0249122625474,liʻiliʻi,wau,,
1145,KLH021a_1145,au,2575,0.13009766792981736,659.1044163929491,659.234514060879,w,h,0,wau,887,659.0249122625474,659.234514060879,ʻike,hele,,
1146,KLH021a_1146,e,2577,0.06368055560608354,659.3213,659.384980555606,h,l,0,hele,888,659.234514060879,659.4940523378099,wau,mākou,,
1147,KLH021a_1147,e,2579,0.05275233780992039,659.4413,659.4940523378099,l,m,0,hele,888,659.234514060879,659.4940523378099,wau,mākou,,
1148,KLH021a_1148,ā,2581,0.08548604013981276,659.5774988217851,659.6629848619249,m,k,0,mākou,889,659.4940523378099,660.0004163532076,hele,-,,
1149,KLH021a_1149,ou,2583,0.22382867595399603,659.7765876772536,660.0004163532076,k,sp,0,mākou,889,659.4940523378099,660.0004163532076,hele,-,,
1150,KLH021a_1150,au,2586,0.16317243058244912,660.2481275694175,660.4113,ʻ,l,0,ʻau,891,660.2264446247626,660.4113,-,loko,,
1151,KLH021a_1151,o,2588,0.06373471610697834,660.4728417231147,660.5365764392217,l,k,0,loko,892,660.4113,660.6613,ʻau,kēia,,
1152,KLH021a_1152,o,2590,0.05507531431078405,660.6062246856892,660.6613,k,k,0,loko,892,660.4113,660.6613,ʻau,kēia,,
0,--,ēi,2592,0.2400000000000091,660.7513,660.9913,k,a,1,kēia,893,660.6613,661.0513,loko,mu,,disfl
0,--,a,2593,0.05999999999994543,660.9913,661.0513,ēi,m,1,kēia,893,660.6613,661.0513,loko,mu,,disfl
0,--,u,2595,0.07000000000005002,661.1713,661.2413,m,a,1,mu,894,661.0513,661.2413,kēia,a,,disfl
0,--,a,2596,0.06999999999993634,661.2413,661.3113,u,-,1,a,895,661.2413,661.3113,mu,-,,disfl
0,--,a,2599,0.2142012108340623,663.138172991574,663.3523742024081,sil,n,1,an,897,663.138172991574,663.4443624524596,-,a,,english
0,--,a,2601,0.19974591439745382,663.4443624524596,663.644108366857,n,m,1,a,898,663.4443624524596,663.644108366857,an,maʻemaʻe,,english
1153,KLH021a_1153,a,2603,0.08898410744086505,663.7505519133451,663.839536020786,m,ʻ,0,maʻemaʻe,899,663.644108366857,664.1446536266875,a,ka,,
1154,KLH021a_1154,e,2605,0.05255501251849637,663.8470438797173,663.8995988922358,ʻ,m,0,maʻemaʻe,899,663.644108366857,664.1446536266875,a,ka,,
1155,KLH021a_1155,a,2607,0.0676052849670441,663.9814,664.049005284967,m,ʻ,0,maʻemaʻe,899,663.644108366857,664.1446536266875,a,ka,,
1156,KLH021a_1156,e,2609,0.08964205457550634,664.055011572112,664.1446536266875,ʻ,k,0,maʻemaʻe,899,663.644108366857,664.1446536266875,a,ka,,
1157,KLH021a_1157,a,2611,0.06821238782856653,664.2231876121714,664.2914,k,w,0,ka,900,664.1446536266875,664.2914,maʻemaʻe,wai,,
1158,KLH021a_1158,ai,2613,0.23649755633334735,664.3613322165058,664.5978297728392,w,sp,0,wai,901,664.2914,664.5978297728392,ka,-,,
1159,KLH021a_1159,i,2618,0.052690554369860365,665.3814,665.4340905543698,l,k,0,like,905,665.2141102876851,665.4980808019641,-,pū,,
0,--,e,2620,0.00017344667890029086,665.4979073552852,665.4980808019641,k,p,1,like,905,665.2141102876851,665.4980808019641,-,pū,,
1160,KLH021a_1160,ū,2622,0.15794720396570483,665.5805700186994,665.7385172226651,p,m,0,pū,906,665.4980808019641,665.7385172226651,like,me,,
0,--,e,2624,0.004613021840782494,665.7867869781592,665.7914,m,p,1,me,907,665.7385172226651,665.7914,pū,pūnāwai,,
1161,KLH021a_1161,ū,2626,0.06356997788168428,665.8864406669213,665.950010644803,p,n,0,pūnāwai,908,665.7914,666.3154706653771,me,-,,
1162,KLH021a_1162,ā,2628,0.05898472195588056,666.0224152780441,666.0814,n,w,0,pūnāwai,908,665.7914,666.3154706653771,me,-,,
1163,KLH021a_1163,ai,2630,0.15213884306774617,666.1633318223094,666.3154706653771,w,-,0,pūnāwai,908,665.7914,666.3154706653771,me,-,,
1164,KLH021a_1164,a,2634,0.08000000000004093,667.0444,667.1244,ʻ,ʻ,0,ʻaʻole,910,667.0197307101087,667.2678157210892,-,like,,
1165,KLH021a_1165,o,2636,0.07240463324126267,667.1315704434846,667.2039750767259,ʻ,l,0,ʻaʻole,910,667.0197307101087,667.2678157210892,-,like,,
0,--,e,2638,0.0022107410042053743,667.265604980085,667.2678157210892,l,l,1,ʻaʻole,910,667.0197307101087,667.2678157210892,-,like,,
1166,KLH021a_1166,i,2640,0.06851191102396115,667.3627981431905,667.4313100542145,l,k,0,like,911,667.2678157210892,667.5347139158835,ʻaʻole,pū,,
0,--,e,2642,0.00031391588345286436,667.5344,667.5347139158835,k,p,1,like,911,667.2678157210892,667.5347139158835,ʻaʻole,pū,,
1167,KLH021a_1167,ū,2644,0.04078937911947378,667.5942076638248,667.6349970429443,p,sp,0,pū,912,667.5347139158835,667.6349970429443,like,-,,
1168,KLH021a_1168,ēi,2647,0.13149207276023844,667.8344,667.9658920727602,k,a,0,kēia,914,667.8044787893591,667.9675339775416,-,manawa,,
0,--,a,2648,0.001641904781422454,667.9658920727602,667.9675339775416,ēi,m,1,kēia,914,667.8044787893591,667.9675339775416,-,manawa,,
0,--,a,2650,0.0006841593499302689,668.0610467320823,668.0617308914323,m,n,1,manawa,915,667.9675339775416,668.3519610613823,kēia,-,,
1169,KLH021a_1169,a,2652,0.10667855219935518,668.1377214478007,668.2444,n,w,0,manawa,915,667.9675339775416,668.3519610613823,kēia,-,,
1170,KLH021a_1170,a,2654,0.0433952501962267,668.3085658111861,668.3519610613823,w,sp,0,manawa,915,667.9675339775416,668.3519610613823,kēia,-,,
0,--,ae,2658,0.1618525547861509,670.1232453600848,670.2850979148709,ʻ,m,1,ʻae,917,670.0888419184877,670.2850979148709,-,ma,,overlap
1171,KLH021a_1171,a,2660,0.07975343279315439,670.3812711720627,670.4610246048559,m,u,0,ma,918,670.2850979148709,670.4610246048559,ʻae,uka,,
1172,KLH021a_1172,u,2661,0.04867666211032429,670.4610246048559,670.5097012669662,a,k,0,uka,919,670.4610246048559,670.6702,ma,laila,,
1173,KLH021a_1173,a,2663,0.07781679995537161,670.5923832000447,670.6702,k,l,0,uka,919,670.4610246048559,670.6702,ma,laila,,
1174,KLH021a_1174,ai,2665,0.1102473923905336,670.7307788628328,670.8410262552234,l,l,0,laila,920,670.6702,671.0102,uka,nō,,
1175,KLH021a_1175,a,2667,0.08629272638381735,670.9239072736162,671.0102,l,n,0,laila,920,670.6702,671.0102,uka,nō,,
1176,KLH021a_1176,ō,2669,0.139321587035397,671.1002,671.2395215870354,n,sp,0,nō,921,671.0102,671.2395215870354,laila,-,,
1177,KLH021a_1177,a,2671,0.20438368257771344,674.9200358081439,675.1244194907216,sp,p,0,a,923,674.9200358081439,675.1244194907216,-,pani,,
1178,KLH021a_1178,a,2673,0.0899180859922808,675.225284126313,675.3152022123053,p,n,0,pani,924,675.1244194907216,675.505984933889,a,ʻia,,
1179,KLH021a_1179,i,2675,0.11788493388894494,675.3881,675.505984933889,n,ʻ,0,pani,924,675.1244194907216,675.505984933889,a,ʻia,,
1180,KLH021a_1180,i,2677,0.13865817411306125,675.5294418258869,675.6681,ʻ,a,0,ʻia,925,675.505984933889,675.7084961014716,pani,ka,,
1181,KLH021a_1181,a,2678,0.040396101471628754,675.6681,675.7084961014716,i,k,0,ʻia,925,675.505984933889,675.7084961014716,pani,ka,,
1182,KLH021a_1182,a,2680,0.06000000000005912,675.7981,675.8581,k,w,0,ka,926,675.7084961014716,675.8581,ʻia,wai,,
1183,KLH021a_1183,ai,2682,0.17266100710298815,675.9482664640971,676.1209274712,w,k,0,wai,927,675.8581,676.1209274712,ka,kēia,,
1184,KLH021a_1184,ēi,2684,0.10477411759109145,676.1734526272778,676.2782267448689,k,a,0,kēia,928,676.1209274712,676.2954284656674,wai,manawa,,
0,--,a,2685,0.0172017207985391,676.2782267448689,676.2954284656674,ēi,m,1,kēia,928,676.1209274712,676.2954284656674,wai,manawa,,
0,--,a,2687,0.00048796226735703385,676.3900379300593,676.3905258923267,m,n,1,manawa,929,676.2954284656674,676.6681,kēia,ka,,
1185,KLH021a_1185,a,2689,0.08675434277745353,676.4723599570428,676.5591142998203,n,w,0,manawa,929,676.2954284656674,676.6681,kēia,ka,,
1186,KLH021a_1186,a,2691,0.03999999999996362,676.6281,676.6681,w,k,0,manawa,929,676.2954284656674,676.6681,kēia,ka,,
1187,KLH021a_1187,a,2693,0.056410457349898024,676.7616895426501,676.8181,k,au,0,ka,930,676.6681,676.8181,manawa,aupuni,,
1188,KLH021a_1188,au,2694,0.14520623217708817,676.8181,676.963306232177,a,p,0,aupuni,931,676.8181,677.2409639880487,ka,māmake,,
1189,KLH021a_1189,u,2696,0.07683506220587333,677.0639914267385,677.1408264889444,p,n,0,aupuni,931,676.8181,677.2409639880487,ka,māmake,,
1190,KLH021a_1190,i,2698,0.05286398804878445,677.1881,677.2409639880487,n,m,0,aupuni,931,676.8181,677.2409639880487,ka,māmake,,
1191,KLH021a_1191,ā,2700,0.09762830843874326,677.3404716915612,677.4381,m,m,0,māmake,932,677.2409639880487,677.7120510907533,aupuni,lākou,,
1192,KLH021a_1192,a,2702,0.06360935477698604,677.5124058881365,677.5760152429135,m,k,0,māmake,932,677.2409639880487,677.7120510907533,aupuni,lākou,,
1193,KLH021a_1193,e,2704,0.07395109075332584,677.6381,677.7120510907533,k,l,0,māmake,932,677.2409639880487,677.7120510907533,aupuni,lākou,,
1194,KLH021a_1194,ā,2706,0.1099386181402906,677.7848884416619,677.8948270598022,l,k,0,lākou,933,677.7120510907533,678.1681,māmake,mālama,,
1195,KLH021a_1195,ou,2708,0.18419615131313094,677.9839038486869,678.1681,k,m,0,lākou,933,677.7120510907533,678.1681,māmake,mālama,,
1196,KLH021a_1196,ā,2710,0.0850224048998598,678.2553457487746,678.3403681536745,m,l,0,mālama,934,678.1681,678.5981,lākou,ka,,
1197,KLH021a_1197,a,2712,0.06927751510363578,678.4033477128596,678.4726252279632,l,m,0,mālama,934,678.1681,678.5981,lākou,ka,,
1198,KLH021a_1198,a,2714,0.0517886877902356,678.5463113122098,678.5981,m,k,0,mālama,934,678.1681,678.5981,lākou,ka,,
1199,KLH021a_1199,a,2716,0.300017695390693,678.6881430613766,678.9881607567673,k,sp,0,ka,935,678.5981,678.9881607567673,mālama,-,,
1200,KLH021a_1200,a,2720,0.06483184236230954,681.1925826883901,681.2574145307524,k,p,0,kapa,937,681.1621825951158,681.4269576010525,-,ʻia,,
1201,KLH021a_1201,a,2722,0.07452926093026235,681.3524283401223,681.4269576010525,p,ʻ,0,kapa,937,681.1621825951158,681.4269576010525,-,ʻia,,
1202,KLH021a_1202,i,2724,0.1421939846696887,681.4553963979865,681.5975903826562,ʻ,a,0,ʻia,938,681.4269576010525,681.6858487179684,kapa,-,,
1203,KLH021a_1203,a,2725,0.08825833531216176,681.5975903826562,681.6858487179684,i,sp,0,ʻia,938,681.4269576010525,681.6858487179684,kapa,-,,
1204,KLH021a_1204,a,2728,0.12322071958863035,682.0643789116408,682.1875996312294,p,ʻ,0,paʻa,940,682.0173077994743,682.2934,-,-,,
1205,KLH021a_1205,a,2730,0.08422610902755423,682.2091738909725,682.2934,ʻ,sp,0,paʻa,940,682.0173077994743,682.2934,-,-,,
1206,KLH021a_1206,o,2733,0.04556964785206219,682.8834,682.9289696478521,h,ʻ,0,hoʻopaʻa,942,682.8465952015606,683.2623900256982,-,ʻia,,
1207,KLH021a_1207,o,2735,0.04220567923243834,682.9348535368729,682.9770592161053,ʻ,p,0,hoʻopaʻa,942,682.8465952015606,683.2623900256982,-,ʻia,,
1208,KLH021a_1208,a,2737,0.08139379812121206,683.0819507623933,683.1633445605145,p,ʻ,0,hoʻopaʻa,942,682.8465952015606,683.2623900256982,-,ʻia,,
1209,KLH021a_1209,a,2739,0.09218092799278566,683.1702090977054,683.2623900256982,ʻ,ʻ,0,hoʻopaʻa,942,682.8465952015606,683.2623900256982,-,ʻia,,
1210,KLH021a_1210,i,2741,0.16551312187823441,683.2878868781218,683.4534,ʻ,a,0,ʻia,943,683.2623900256982,683.4964331471168,hoʻopaʻa,-,tracking,
1211,KLH021a_1211,a,2742,0.04303314711683015,683.4534,683.4964331471168,i,sp,0,ʻia,943,683.2623900256982,683.4964331471168,hoʻopaʻa,-,,
1212,KLH021a_1212,e,2745,0.11835102607699355,688.1244,688.242751026077,p,h,0,pehea,945,688.040737503029,688.4388806601041,-,lā,,
1213,KLH021a_1213,e,2747,0.05295500118734253,688.3300287132191,688.3829837144065,h,a,0,pehea,945,688.040737503029,688.4388806601041,-,lā,,
1214,KLH021a_1214,a,2748,0.05589694569766834,688.3829837144065,688.4388806601041,e,l,0,pehea,945,688.040737503029,688.4388806601041,-,lā,,
1215,KLH021a_1215,ā,2750,0.1490509724299045,688.5085066801838,688.6575576526137,l,u,0,lā,946,688.4388806601041,688.6575576526137,pehea,ua,,
1216,KLH021a_1216,u,2751,0.05520674365720879,688.6575576526137,688.7127643962709,ā,a,0,ua,947,688.6575576526137,688.7605332599087,lā,ʻale,,
1217,KLH021a_1217,a,2752,0.047768863637770664,688.7127643962709,688.7605332599087,u,ʻ,0,ua,947,688.6575576526137,688.7605332599087,lā,ʻale,,
1218,KLH021a_1218,a,2754,0.12999999999999545,688.8144,688.9444,ʻ,l,0,ʻale,948,688.7605332599087,689.0644,ua,maopopo,,
1219,KLH021a_1219,e,2756,0.05999999999994543,689.0044,689.0644,l,m,0,ʻale,948,688.7605332599087,689.0644,ua,maopopo,,
1220,KLH021a_1220,ao,2758,0.08799404297849378,689.1612774116458,689.2492714546242,m,p,0,maopopo,949,689.0644,689.6347668198172,ʻale,-,,
1221,KLH021a_1221,o,2760,0.07657906360532252,689.3554457493326,689.4320248129379,p,p,0,maopopo,949,689.0644,689.6347668198172,ʻale,-,,
1222,KLH021a_1222,o,2762,0.09103662181848904,689.5437301979987,689.6347668198172,p,sp,0,maopopo,949,689.0644,689.6347668198172,ʻale,-,,
1223,KLH021a_1223,a,2767,0.09746808096144832,690.9045363451407,691.0020044261022,k,i,0,ka,952,690.8636345611658,691.0020044261022,-,inoa,,
1224,KLH021a_1224,i,2768,0.08528457084128149,691.0020044261022,691.0872889969435,a,n,0,inoa,953,691.0020044261022,691.3440129601902,ka,ma,,
1225,KLH021a_1225,o,2770,0.11574334614169857,691.1412445417615,691.2569878879032,n,a,0,inoa,953,691.0020044261022,691.3440129601902,ka,ma,,
1226,KLH021a_1226,a,2771,0.08702507228701961,691.2569878879032,691.3440129601902,o,m,0,inoa,953,691.0020044261022,691.3440129601902,ka,ma,,
1227,KLH021a_1227,a,2773,0.3571239375226014,691.4266867788629,691.7838107163855,m,k,0,ma,954,691.3440129601902,691.7838107163855,inoa,ka,,
1228,KLH021a_1228,a,2775,0.24116435340806675,691.8853089098155,692.1264732632236,k,sp,0,ka,955,691.7838107163855,692.1264732632236,ma,-,,
1229,KLH021a_1229,o,2778,0.1064431401988486,692.4269,692.5333431401989,p,ʻ,0,poʻe,957,692.392362523094,692.6569187428465,-,e,,
1230,KLH021a_1230,e,2780,0.11313259397309139,692.5437861488734,692.6569187428465,ʻ,e,0,poʻe,957,692.392362523094,692.6569187428465,-,e,,
1231,KLH021a_1231,e,2781,0.06874980710676937,692.6569187428465,692.7256685499533,e,h,0,e,958,692.6569187428465,692.7256685499533,poʻe,hoʻolohe,,
1232,KLH021a_1232,o,2783,0.06700930566103125,692.7996398613973,692.8666491670583,h,ʻ,0,hoʻolohe,959,692.7256685499533,693.1469,e,nei,,
1233,KLH021a_1233,o,2785,0.04718571476769284,692.8769,692.9240857147677,ʻ,l,0,hoʻolohe,959,692.7256685499533,693.1469,e,nei,,
1234,KLH021a_1234,o,2787,0.0508860013087542,692.9869,693.0377860013087,l,h,0,hoʻolohe,959,692.7256685499533,693.1469,e,nei,,
1235,KLH021a_1235,e,2789,0.052547701704725114,693.0943522982952,693.1469,h,n,0,hoʻolohe,959,692.7256685499533,693.1469,e,nei,,
1236,KLH021a_1236,ei,2791,0.2220873511779473,693.2369,693.4589873511779,n,sp,0,nei,960,693.1469,693.4589873511779,hoʻolohe,-,,
1237,KLH021a_1237,i,2794,0.0600772739438753,693.6069,693.6669772739439,h,k,0,hiki,962,693.5169,693.8069,-,nō,,
1238,KLH021a_1238,i,2796,0.053767904492019625,693.753132095508,693.8069,k,n,0,hiki,962,693.5169,693.8069,-,nō,,
1239,KLH021a_1239,ō,2798,0.11032953996016204,693.8769,693.9872295399601,n,l,0,nō,963,693.8069,693.9872295399601,hiki,lākou,,
1240,KLH021a_1240,ā,2800,0.08702507228701961,694.0629413528499,694.1499664251369,l,k,0,lākou,964,693.9872295399601,694.3446000289048,nō,ke,,
1241,KLH021a_1241,ou,2802,0.11979204160104473,694.2248079873037,694.3446000289048,k,k,0,lākou,964,693.9872295399601,694.3446000289048,nō,ke,,
0,--,e,2804,0.3682869525073329,694.4864508967327,694.85473784924,k,sp,1,ke,965,694.3446000289048,694.85473784924,lākou,-,,weird quality
1242,KLH021a_1242,ō,2807,0.07136055927537654,695.0669081288871,695.1382686881625,h,ʻ,0,hōʻike,967,695.0364493535867,695.4054356600836,-,mai,,
1243,KLH021a_1243,i,2809,0.08820369407453654,695.1539332011741,695.2421368952487,ʻ,k,0,hōʻike,967,695.0364493535867,695.4054356600836,-,mai,,
1244,KLH021a_1244,e,2811,0.0640356600836185,695.3414,695.4054356600836,k,m,0,hōʻike,967,695.0364493535867,695.4054356600836,-,mai,,
1245,KLH021a_1245,ai,2813,0.1756145627271053,695.4938986756614,695.6695132383885,m,-,0,mai,968,695.4054356600836,695.6695132383885,hōʻike,-,,
0,--,i,2815,0.05395554481799536,695.9899415876974,696.0438971325154,-,n,1,inā,970,695.9899415876974,696.1692132366087,-,kamaʻāina,,overlap
0,--,ā,2817,0.06962005782952474,696.0995931787792,696.1692132366087,n,k,1,inā,970,695.9899415876974,696.1692132366087,-,kamaʻāina,,overlap
1246,KLH021a_1246,a,2819,0.058306798432340656,696.2510168045585,696.3093236029908,k,m,0,kamaʻāina,971,696.1692132366087,696.6788776020556,inā,lākou,,
1247,KLH021a_1247,a,2821,0.05395554481799536,696.3806841622662,696.4346397070842,m,ʻ,0,kamaʻāina,971,696.1692132366087,696.6788776020556,inā,lākou,,
1248,KLH021a_1248,āi,2823,0.11226234325022233,696.44247196359,696.5547343068403,ʻ,n,0,kamaʻāina,971,696.1692132366087,696.6788776020556,inā,lākou,,
1249,KLH021a_1249,a,2825,0.06583649678304937,696.6130411052726,696.6788776020556,n,l,0,kamaʻāina,971,696.1692132366087,696.6788776020556,inā,lākou,,
1250,KLH021a_1250,ā,2827,0.10269190487747437,696.7424059048251,696.8450978097026,l,k,0,lākou,972,696.6788776020556,697.1296674765024,kamaʻāina,-,,
1251,KLH021a_1251,ou,2829,0.1662178880682177,696.9634495884342,697.1296674765024,k,sp,0,lākou,972,696.6788776020556,697.1296674765024,kamaʻāina,-,,
1252,KLH021a_1252,au,2833,0.19063130229346825,705.9388692226931,706.1295005249866,k,a,0,kaua,974,705.9057996952241,706.2945813531784,-,ma,,
1253,KLH021a_1253,a,2834,0.16508082819177616,706.1295005249866,706.2945813531784,au,m,0,kaua,974,705.9057996952241,706.2945813531784,-,ma,,
1254,KLH021a_1254,a,2836,0.12680771469865704,706.3895857357461,706.5163934504448,m,n,0,ma,975,706.2945813531784,706.5163934504448,kaua,niuhelewai,,
1255,KLH021a_1255,iu,2838,0.1176713634799853,706.6094,706.72707136348,n,h,0,niuhelewai,976,706.5163934504448,707.2494,ma,ʻo,,
1256,KLH021a_1256,e,2840,0.08695326444831153,706.7903794419819,706.8773327064303,h,l,0,niuhelewai,976,706.5163934504448,707.2494,ma,ʻo,,
1257,KLH021a_1257,e,2842,0.06000000000005912,706.9294,706.9894,l,w,0,niuhelewai,976,706.5163934504448,707.2494,ma,ʻo,,
1258,KLH021a_1258,ai,2844,0.18977053740172778,707.0596294625983,707.2494,w,ʻ,0,niuhelewai,976,706.5163934504448,707.2494,ma,ʻo,,
1259,KLH021a_1259,o,2846,0.13933638454579977,707.2800636154542,707.4194,ʻ,i,0,ʻo,977,707.2494,707.4194,niuhelewai,ia,,
1260,KLH021a_1260,i,2847,0.08617183074170498,707.4194,707.5055718307417,o,a,0,ia,978,707.4194,707.5566759423035,ʻo,nō,,
1261,KLH021a_1261,a,2848,0.051104111561812715,707.5055718307417,707.5566759423035,i,n,0,ia,978,707.4194,707.5566759423035,ʻo,nō,,
1262,KLH021a_1262,ō,2850,0.23721460739852773,707.6222722646066,707.8594868720052,n,ʻ,0,nō,979,707.5566759423035,707.8594868720052,ia,ʻo,,
0,--,o,2852,0.17466927683040012,707.9411009009173,708.1157701777477,ʻ,-,1,ʻo,980,707.8594868720052,708.1157701777477,nō,-,,overlap
1263,KLH021a_1263,a,2855,0.1826096025070001,712.9833063244256,713.1659159269326,sil,h,0,a,982,712.9833063244256,713.1659159269326,-,hoʻouna,,
1264,KLH021a_1264,o,2857,0.060257086766910106,713.2284612575007,713.2887183442676,h,ʻ,0,hoʻouna,983,713.1659159269326,713.5244,a,mai,,
1265,KLH021a_1265,ou,2859,0.07889908805350387,713.3044,713.3832990880535,ʻ,n,0,hoʻouna,983,713.1659159269326,713.5244,a,mai,,
1266,KLH021a_1266,a,2861,0.05000000000006821,713.4744,713.5244,n,m,0,hoʻouna,983,713.1659159269326,713.5244,a,mai,,
1267,KLH021a_1267,ai,2863,0.15312355661410493,713.6212764433859,713.7744,m,ʻ,0,mai,984,713.5244,713.7744,hoʻouna,ʻo,,
1268,KLH021a_1268,o,2865,0.0873194183071746,713.8170374892567,713.9043569075639,ʻ,k,0,ʻo,985,713.7744,713.9043569075639,mai,kahahana,,
1269,KLH021a_1269,a,2867,0.07017280990567087,714.0252676751725,714.0954404850781,k,h,0,kahahana,986,713.9043569075639,714.6106224902135,ʻo,-,,
1270,KLH021a_1270,a,2869,0.08452137348569977,714.1444,714.2289213734857,h,h,0,kahahana,986,713.9043569075639,714.6106224902135,ʻo,-,,
1271,KLH021a_1271,a,2871,0.10881819012922733,714.2800254850474,714.3888436751766,h,n,0,kahahana,986,713.9043569075639,714.6106224902135,ʻo,-,,
1272,KLH021a_1272,a,2873,0.13609628205790614,714.4745262081556,714.6106224902135,n,sp,0,kahahana,986,713.9043569075639,714.6106224902135,ʻo,-,,
1273,KLH021a_1273,a,2875,0.12914317352590388,714.835256826474,714.9644,sp,l,0,a,988,714.835256826474,714.9644,-,lanakila,excresc ʻokina,
1274,KLH021a_1274,a,2877,0.10116349361851462,715.0344,715.1355634936185,l,n,0,lanakila,989,714.9644,715.5044,a,ʻo,,
1275,KLH021a_1275,a,2879,0.05603692519764536,715.1805656217102,715.2366025469079,n,k,0,lanakila,989,714.9644,715.5044,a,ʻo,,
1276,KLH021a_1276,i,2881,0.07703754130955076,715.3331152084617,715.4101527497712,k,l,0,lanakila,989,714.9644,715.5044,a,ʻo,,
1277,KLH021a_1277,a,2883,0.030000000000086402,715.4744,715.5044,l,ʻ,0,lanakila,989,714.9644,715.5044,a,ʻo,,
1278,KLH021a_1278,o,2885,0.1189886776661524,715.5550748571851,715.6740635348513,ʻ,i,0,ʻo,990,715.5044,715.6740635348513,lanakila,ia,,
1279,KLH021a_1279,i,2886,0.14084319464029704,715.6740635348513,715.8149067294916,o,a,0,ia,991,715.6740635348513,715.9244,ʻo,-,,
1280,KLH021a_1280,a,2887,0.10949327050843749,715.8149067294916,715.9244,i,sp,0,ia,991,715.6740635348513,715.9244,ʻo,-,,
0,--,i,2889,0.147973099148885,716.5509584855675,716.6989315847164,sp,l,1,i,993,716.5509584855675,716.6989315847164,-,loko,,muttered
0,--,o,2891,0.11232194877345592,716.7572,716.8695219487735,l,k,1,loko,994,716.6989315847164,717.0072,i,o,,muttered
0,--,o,2893,0.029999999999972715,716.9772,717.0072,k,o,1,loko,994,716.6989315847164,717.0072,i,o,,muttered
0,--,o,2894,0.029999999999972715,717.0072,717.0372,o,k,1,o,995,717.0072,717.0372,loko,kēia,,muttered
1281,KLH021a_1281,ēi,2896,0.13039209333362578,717.1472,717.2775920933336,k,a,0,kēia,996,717.0372,717.278030865587,o,kaua,,
0,--,a,2897,0.00043877225334654213,717.2775920933336,717.278030865587,ēi,k,1,kēia,996,717.0372,717.278030865587,o,kaua,,
1282,KLH021a_1282,au,2899,0.18938750110271485,717.4022440777946,717.5916315788974,k,a,0,kaua,997,717.278030865587,717.6610484755678,kēia,-,,
1283,KLH021a_1283,a,2900,0.06941689667041828,717.5916315788974,717.6610484755678,au,sp,0,kaua,997,717.278030865587,717.6610484755678,kēia,-,,
1284,KLH021a_1284,a,2903,0.08961931348471808,718.1075806865152,718.1972,m,w,0,ma,999,717.9721553815153,718.1972,-,waena,,
1285,KLH021a_1285,ae,2905,0.09146528596750159,718.2657347140325,718.3572,w,n,0,waena,1000,718.1972,718.4873397585777,ma,ʻelua,,
1286,KLH021a_1286,a,2907,0.07386834818180432,718.4134714103959,718.4873397585777,n,ʻ,0,waena,1000,718.1972,718.4873397585777,ma,ʻelua,,
0,--,e,2909,0.07044612427193897,718.506753875728,718.5772,ʻ,l,1,ʻelua,1001,718.4873397585777,718.8072,waena,lāua,,disfl
0,--,u,2911,0.06000000000005912,718.6572,718.7172,l,a,1,ʻelua,1001,718.4873397585777,718.8072,waena,lāua,,disfl
0,--,a,2912,0.08999999999991815,718.7172,718.8072,u,l,1,ʻelua,1001,718.4873397585777,718.8072,waena,lāua,,disfl
0,--,āu,2914,0.12000000000000455,719.1472,719.2672,l,a,1,lāua,1002,718.8072,719.3472,ʻelua,lāua,,disfl
0,--,a,2915,0.08000000000004093,719.2672,719.3472,āu,l,1,lāua,1002,718.8072,719.3472,ʻelua,lāua,,disfl
1287,KLH021a_1287,āu,2917,0.19170715619679868,719.4374251974492,719.629132353646,l,a,0,lāua,1003,719.3472,719.6877795589282,lāua,ʻelua,,
1288,KLH021a_1288,a,2918,0.05864720528222733,719.629132353646,719.6877795589282,āu,ʻ,0,lāua,1003,719.3472,719.6877795589282,lāua,ʻelua,,
