inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word,comment1,comment2
KLH014a,KLH014a_1490,a,3402,0.06104784455749268,853.1010453035824,853.1620931481399,k,k,0,ka,1168,853.0301175863982,853.1620931481399,no,kalana,,
KLH014a,KLH014a_1491,a,3404,0.03476335592858959,853.2918198178247,853.3265831737533,k,l,0,kalana,1169,853.1620931481399,853.5868843998529,ka,kekahi,,
KLH014a,KLH014a_1492,a,3406,0.09920274740613877,853.3621944164119,853.461397163818,l,n,0,kalana,1169,853.1620931481399,853.5868843998529,ka,kekahi,,
KLH014a,KLH014a_1493,a,3408,0.03476335592858959,853.5521210439243,853.5868843998529,n,k,0,kalana,1169,853.1620931481399,853.5868843998529,ka,kekahi,,
KLH014a,KLH014a_1494,e,3410,0.04493799668819065,853.7157631828078,853.760701179496,k,k,0,kekahi,1170,853.5868843998529,854.0048925577262,kalana,poʻe,,
KLH014a,KLH014a_1495,a,3412,0.04639543164944371,853.8771,853.9234954316495,k,h,0,kekahi,1170,853.5868843998529,854.0048925577262,kalana,poʻe,,
KLH014a,KLH014a_1496,i,3414,0.04779255772621127,853.9571,854.0048925577262,h,p,0,kekahi,1170,853.5868843998529,854.0048925577262,kalana,poʻe,,
KLH014a,KLH014a_1497,o,3416,0.10484318638282275,854.1312276804912,854.236070866874,p,ʻ,0,poʻe,1171,854.0048925577262,854.3530792356094,kekahi,-,,
KLH014a,KLH014a_1498,e,3418,0.08648444645655218,854.2665947891528,854.3530792356094,ʻ,sp,0,poʻe,1171,854.0048925577262,854.3530792356094,kekahi,-,,
KLH014a,KLH014a_1499,a,3420,0.3249202535304221,855.1577237423472,855.4826439958777,sp,k,0,a,1173,855.1577237423472,855.4826439958777,-,kekahi,,
KLH014a,KLH014a_1500,e,3422,0.05935207109757812,855.5979565911531,855.6573086622507,k,k,0,kekahi,1174,855.4826439958777,855.9065873608607,a,poʻe,,
KLH014a,KLH014a_1501,a,3424,0.06019995782764909,855.7590550698466,855.8192550276742,k,h,0,kekahi,1174,855.4826439958777,855.9065873608607,a,poʻe,,
KLH014a,KLH014a_1502,i,3426,0.06104784455760637,855.8455395163031,855.9065873608607,h,p,0,kekahi,1174,855.4826439958777,855.9065873608607,a,poʻe,,
KLH014a,KLH014a_1503,o,3428,0.0729182587770083,856.024443616326,856.097361875103,p,ʻ,0,poʻe,1175,855.9065873608607,856.2132275889754,kekahi,hana,,
KLH014a,KLH014a_1504,e,3430,0.09636431908313625,856.1168632698923,856.2132275889754,ʻ,h,0,poʻe,1175,855.9065873608607,856.2132275889754,kekahi,hana,,
KLH014a,KLH014a_1505,a,3432,0.08224501280676577,856.3005599221619,856.3828049349687,h,n,0,hana,1176,856.2132275889754,856.6057991449497,poʻe,i,,
KLH014a,KLH014a_1506,a,3434,0.13142244314474283,856.474376701805,856.6057991449497,n,i,0,hana,1176,856.2132275889754,856.6057991449497,poʻe,i,,
KLH014a,KLH014a_1507,i,3435,0.22977730382081063,856.6057991449497,856.8355764487706,a,k,0,i,1177,856.6057991449497,856.8355764487706,hana,ka,,
KLH014a,--,a,3437,0.6568174475905835,856.9466496103961,857.6034670579867,k,sp,1,ka,1178,856.8355764487706,857.6034670579867,i,-,,disfl
KLH014a,KLH014a_1508,o,3440,0.07000000000005002,858.7171,858.7871,ʻ,i,0,ʻo,1180,858.6571,858.7871,-,ia,,
KLH014a,KLH014a_1509,i,3441,0.04336171048453252,858.7871,858.8304617104845,o,a,0,ia,1181,858.7871,858.8355490308644,ʻo,hoʻi,,
KLH014a,--,a,3442,0.005087320379857374,858.8304617104845,858.8355490308644,i,h,1,ia,1181,858.7871,858.8355490308644,ʻo,hoʻi,,
KLH014a,KLH014a_1510,o,3444,0.06359150474747821,858.8889658948522,858.9525573995996,h,ʻ,0,hoʻi,1182,858.8355490308644,859.1433319138421,ia,-,,
KLH014a,KLH014a_1511,i,3446,0.17381677964306164,858.969515134199,859.1433319138421,ʻ,sp,0,hoʻi,1182,858.8355490308644,859.1433319138421,ia,-,,
