"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,323,690,1982,1726,2043,174,5933
0.027,355,684,2014,1532,2036,206,5933
0.029,386,666,2024,256,2049,1315,5933
0.031,420,634,1993,344,2104,1042,5933
0.033,449,598,1913,417,2201,800,5933
0.035,472,567,1839,393,2291,687,5933
0.037,489,549,1791,361,2352,623,5933
0.039,503,545,1753,339,2402,577,5933
0.041,515,554,1722,329,2443,545,5933
0.043,524,574,1695,330,2477,524,5933
0.045,531,603,1670,339,2506,514,5933
0.047,536,644,1644,357,2535,513,5933
0.049,536,698,1617,383,2564,522,5933
0.051,529,770,1587,416,2596,542,5933
0.053,509,868,1555,455,2631,572,5933
0.055,457,1019,1515,499,2673,614,5933
0.057,292,1256,1467,539,2722,665,5933
0.059,108,643,1412,556,2775,721,5933
0.061,163,506,1358,543,2832,790,5933
