"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,423,90,2168,147,2878,266,6200
0.027,432,77,2183,147,2878,272,6200
0.029,440,67,2195,150,2877,280,6200
0.031,445,61,2205,155,2875,292,6200
0.033,449,56,2212,163,2872,311,6200
0.035,451,52,2217,173,2867,335,6200
0.037,453,50,2220,186,2859,363,6200
0.039,454,49,2219,200,2848,393,6200
0.041,455,49,2214,215,2833,418,6200
0.043,455,49,2204,232,2814,437,6200
0.045,454,49,2190,250,2791,444,6200
0.047,453,49,2169,266,2768,437,6200
0.049,451,49,2143,280,2747,420,6200
0.051,449,50,2115,289,2731,400,6200
0.053,447,50,2083,294,2719,380,6200
0.055,444,51,2053,296,2711,365,6200
0.057,440,54,2025,297,2707,358,6200
0.059,434,57,2000,300,2708,360,6200
0.061,427,62,1982,306,2713,371,6200
0.063,417,70,1970,319,2725,393,6200
