"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,377,55,2230,209,2841,89,6200
0.027,387,54,2234,197,2846,85,6200
0.029,395,52,2238,190,2850,85,6200
0.031,401,48,2243,188,2855,88,6200
0.033,406,46,2251,190,2861,96,6200
0.035,410,44,2264,196,2867,110,6200
0.037,414,43,2284,202,2873,132,6200
0.039,420,44,2310,202,2879,162,6200
0.041,425,45,2339,194,2884,200,6200
0.043,432,46,2367,178,2884,242,6200
0.045,439,46,2387,162,2876,281,6200
0.047,447,44,2401,152,2858,306,6200
0.049,454,41,2409,151,2834,313,6200
0.051,460,38,2413,156,2811,303,6200
0.053,466,33,2415,168,2794,285,6200
0.055,471,30,2417,184,2783,263,6200
0.057,475,26,2420,206,2779,244,6200
0.059,478,24,2424,235,2778,231,6200
0.061,480,23,2429,270,2780,221,6200
0.063,482,23,2434,313,2784,214,6200
0.065,484,23,2435,358,2792,204,6200
0.067,487,24,2426,390,2803,190,6200
0.069,490,26,2406,391,2817,172,6200
0.071,494,28,2384,363,2830,155,6200
0.073,500,29,2365,315,2842,140,6200
