"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,577,146,924,1179,3237,518,6200
0.027,567,137,932,992,3225,523,6200
0.029,557,132,929,862,3200,509,6200
0.031,549,128,924,777,3168,480,6200
0.033,539,124,919,715,3135,437,6200
0.035,530,118,915,672,3107,392,6200
0.037,521,110,911,644,3086,352,6200
0.039,515,101,907,628,3073,324,6200
0.041,511,92,901,619,3069,303,6200
0.043,509,84,897,619,3069,296,6200
0.045,508,78,894,607,3076,293,6200
0.047,508,74,895,590,3086,300,6200
0.049,508,71,904,561,3100,314,6200
0.051,507,69,918,521,3114,334,6200
0.053,506,67,938,473,3129,361,6200
0.055,505,66,961,422,3144,392,6200
0.057,504,65,984,370,3155,420,6200
0.059,502,65,1005,321,3163,441,6200
0.061,500,66,1024,279,3167,454,6200
0.063,497,66,1042,240,3167,458,6200
0.065,493,67,1058,208,3163,455,6200
0.067,489,67,1074,183,3155,443,6200
0.069,486,68,1090,164,3143,426,6200
0.071,483,70,1107,154,3129,407,6200
0.073,480,72,1126,150,3116,385,6200
0.075,478,77,1148,154,3103,368,6200
0.077,477,83,1176,163,3093,359,6200
0.079,476,90,1208,175,3083,361,6200
0.081,474,96,1245,187,3073,376,6200
0.083,472,101,1288,196,3062,397,6200
0.085,468,105,1333,199,3048,418,6200
0.087,464,110,1381,198,3031,431,6200
0.089,459,115,1429,193,3016,433,6200
0.091,454,119,1474,186,3004,424,6200
0.093,450,125,1521,177,2995,408,6200
0.095,445,129,1565,166,2989,385,6200
0.097,441,131,1606,154,2984,359,6200
0.099,436,132,1643,142,2979,336,6200
0.101,431,132,1676,133,2974,317,6200
0.103,426,132,1707,127,2968,303,6200
0.105,421,133,1737,125,2961,297,6200
0.107,416,132,1768,127,2953,295,6200
0.109,412,130,1800,132,2944,298,6200
0.111,408,126,1833,138,2934,301,6200
