"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,473,129,2308,169,2711,377,6200
0.027,476,119,2302,162,2712,360,6200
0.029,479,110,2296,155,2716,341,6200
0.031,481,102,2291,152,2719,330,6200
0.033,482,94,2287,152,2721,326,6200
0.035,483,86,2282,154,2722,326,6200
0.037,483,79,2278,158,2724,327,6200
0.039,483,74,2273,165,2727,325,6200
0.041,483,71,2269,174,2732,319,6200
0.043,482,69,2265,188,2739,310,6200
0.045,482,70,2261,207,2746,300,6200
0.047,482,73,2258,232,2753,290,6200
0.049,482,76,2254,262,2757,283,6200
0.051,480,81,2250,295,2759,277,6200
0.053,475,85,2244,332,2760,274,6200
0.055,467,90,2236,370,2758,272,6200
0.057,455,95,2225,408,2756,272,6200
0.059,437,98,2210,441,2753,274,6200
