"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,511,559,2062,532,2838,597,6200
0.027,516,452,2069,554,2807,544,6200
0.029,521,381,2075,590,2779,502,6200
0.031,525,334,2080,626,2755,466,6200
0.033,528,299,2083,652,2735,434,6200
0.035,531,272,2084,655,2720,407,6200
0.037,532,251,2085,632,2709,385,6200
0.039,532,235,2088,590,2701,369,6200
0.041,530,223,2095,543,2695,358,6200
0.043,526,215,2105,496,2689,348,6200
0.045,521,210,2118,454,2686,340,6200
0.047,513,207,2134,419,2687,335,6200
0.049,504,207,2152,391,2692,333,6200
0.051,493,209,2170,371,2700,334,6200
0.053,480,211,2190,356,2713,338,6200
0.055,466,214,2209,347,2729,344,6200
