"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,417,51,1839,220,2747,284,6200
0.027,416,49,1874,266,2747,270,6200
0.029,414,48,1919,326,2747,255,6200
0.031,413,48,1975,397,2746,242,6200
0.033,412,48,2047,484,2743,234,6200
0.035,410,48,2136,577,2739,233,6200
0.037,408,48,2243,666,2733,242,6200
0.039,406,48,2364,743,2722,258,6200
0.041,405,48,2499,808,2701,274,6200
0.043,402,49,2649,906,2672,253,6200
0.045,400,50,2661,208,2793,1001,6200
0.047,397,52,2662,174,2935,1024,6200
0.049,394,55,2667,150,3056,952,6200
0.051,390,57,2673,135,3135,844,6200
0.053,387,59,2681,126,3186,735,6200
0.055,383,62,2689,122,3216,644,6200
0.057,379,63,2696,122,3232,571,6200
0.059,375,65,2703,127,3241,515,6200
0.061,371,66,2709,134,3244,472,6200
0.063,367,67,2714,145,3247,438,6200
0.065,364,68,2719,158,3250,410,6200
0.067,360,69,2725,172,3256,388,6200
0.069,357,70,2731,187,3265,369,6200
0.071,354,71,2737,200,3275,352,6200
0.073,352,71,2742,213,3286,334,6200
0.075,350,71,2745,223,3299,317,6200
0.077,349,70,2746,231,3312,298,6200
0.079,349,69,2743,236,3325,279,6200
0.081,349,68,2737,238,3337,261,6200
0.083,349,66,2727,235,3349,243,6200
0.085,349,64,2716,225,3360,226,6200
0.087,350,63,2705,209,3370,211,6200
0.089,350,62,2696,190,3377,199,6200
0.091,351,61,2690,170,3382,189,6200
0.093,351,59,2687,152,3384,182,6200
0.095,352,58,2685,137,3383,176,6200
0.097,352,56,2685,125,3381,172,6200
0.099,353,55,2685,117,3377,170,6200
0.101,354,54,2686,112,3371,172,6200
0.103,355,53,2687,111,3364,177,6200
0.105,357,52,2690,112,3356,188,6200
0.107,358,52,2693,115,3345,202,6200
0.109,361,52,2697,120,3334,218,6200
0.111,364,52,2700,123,3323,233,6200
0.113,367,53,2701,125,3311,245,6200
0.115,371,53,2702,126,3300,252,6200
0.117,375,53,2701,127,3290,256,6200
0.119,380,53,2700,129,3279,262,6200
0.121,385,52,2700,131,3266,272,6200
0.123,391,51,2701,134,3249,289,6200
0.125,396,50,2702,137,3226,311,6200
