"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,507,136,989,362,2949,583,6200
0.027,509,134,988,323,2949,601,6200
0.029,512,132,988,293,2955,617,6200
0.031,515,133,990,275,2965,634,6200
0.033,519,135,993,265,2980,653,6200
0.035,522,139,998,262,2999,669,6200
0.037,527,143,1003,264,3020,683,6200
0.039,531,147,1011,269,3038,697,6200
0.041,535,150,1019,277,3052,714,6200
0.043,539,152,1031,285,3061,738,6200
0.045,542,153,1046,292,3064,767,6200
0.047,545,152,1064,297,3063,802,6200
0.049,547,150,1085,295,3060,830,6200
0.051,548,147,1107,287,3056,844,6200
0.053,548,143,1129,272,3052,832,6200
0.055,548,138,1149,252,3046,790,6200
0.057,546,134,1166,231,3034,724,6200
0.059,544,130,1179,209,3017,648,6200
0.061,542,127,1190,192,2997,578,6200
0.063,540,125,1199,177,2976,516,6200
0.065,537,123,1206,167,2958,465,6200
0.067,535,121,1213,161,2943,428,6200
0.069,532,121,1219,160,2932,405,6200
0.071,530,121,1225,164,2925,394,6200
0.073,528,121,1231,173,2920,396,6200
0.075,526,121,1239,186,2917,409,6200
0.077,524,120,1248,202,2915,430,6200
0.079,521,117,1258,220,2913,459,6200
0.081,519,112,1270,235,2911,491,6200
0.083,516,106,1282,249,2910,526,6200
0.085,513,98,1294,257,2907,559,6200
0.087,509,90,1304,260,2904,585,6200
0.089,506,81,1312,260,2900,600,6200
0.091,502,74,1318,257,2896,601,6200
0.093,498,66,1323,255,2891,590,6200
0.095,494,60,1327,256,2887,570,6200
0.097,491,55,1332,261,2883,548,6200
0.099,487,50,1338,271,2879,530,6200
0.101,484,47,1344,284,2874,521,6200
0.103,480,44,1353,303,2869,524,6200
0.105,477,42,1363,326,2862,542,6200
0.107,474,41,1374,354,2853,576,6200
0.109,470,40,1385,386,2843,630,6200
0.111,467,40,1395,424,2831,700,6200
0.113,464,41,1406,473,2815,793,6200
0.115,460,42,1415,533,2794,899,6200
0.117,457,44,1422,605,2767,1002,6200
0.119,453,46,1425,687,2736,1076,6200
0.121,449,49,1421,768,2706,1102,6200
0.123,444,51,1407,845,2682,1073,6200
0.125,439,54,1386,907,2666,1010,6200
0.127,433,56,1362,951,2660,930,6200
0.129,427,58,1342,981,2656,860,6200
0.131,420,60,1329,1005,2653,805,6200
0.133,413,62,1327,1029,2650,767,6200
0.135,406,63,1335,1055,2644,746,6200
0.137,398,63,1350,1072,2640,734,6200
0.139,391,62,1371,1082,2637,731,6200
0.141,383,61,1390,1085,2637,731,6200
0.143,375,60,1409,1074,2642,732,6200
0.145,368,58,1423,1061,2651,733,6200
0.147,361,57,1433,1049,2663,736,6200
