"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,588,1137,1834,471,2578,525,6200
0.027,637,1028,1847,452,2584,507,6200
0.029,677,945,1853,437,2587,506,6200
0.031,709,883,1854,423,2589,518,6200
0.033,734,832,1854,404,2591,537,6200
0.035,755,795,1855,380,2596,561,6200
0.037,771,769,1858,353,2605,577,6200
0.039,785,755,1863,323,2618,578,6200
0.041,796,752,1868,297,2632,561,6200
0.043,806,761,1875,276,2643,528,6200
0.045,814,779,1882,264,2651,491,6200
0.047,820,801,1891,260,2654,455,6200
0.049,824,819,1903,263,2651,424,6200
0.051,826,823,1916,271,2645,399,6200
0.053,827,804,1933,283,2636,377,6200
0.055,830,765,1955,297,2627,363,6200
0.057,834,710,1979,310,2618,354,6200
0.059,838,652,2005,320,2609,353,6200
0.061,842,602,2030,327,2603,359,6200
0.063,845,562,2054,331,2596,372,6200
0.065,846,535,2076,332,2590,391,6200
0.067,844,521,2094,331,2584,414,6200
0.069,839,515,2110,329,2577,438,6200
0.071,829,515,2122,327,2569,459,6200
0.073,815,514,2134,323,2560,476,6200
0.075,796,506,2145,317,2553,486,6200
0.077,776,489,2155,310,2548,487,6200
0.079,756,462,2166,301,2547,483,6200
0.081,738,428,2176,291,2548,476,6200
0.083,723,391,2187,280,2551,469,6200
0.085,711,355,2198,271,2554,461,6200
0.087,700,323,2208,265,2557,450,6200
0.089,690,296,2216,263,2559,436,6200
0.091,681,276,2223,266,2559,420,6200
0.093,671,258,2230,273,2558,403,6200
0.095,661,246,2238,285,2556,385,6200
0.097,650,238,2246,302,2553,368,6200
0.099,639,235,2256,323,2551,355,6200
0.101,628,235,2268,345,2549,345,6200
0.103,616,238,2282,371,2549,337,6200
0.105,603,243,2296,400,2549,328,6200
0.107,589,249,2310,434,2551,317,6200
0.109,574,255,2324,473,2553,301,6200
0.111,559,261,2335,518,2557,281,6200
0.113,544,267,2346,575,2561,257,6200
0.115,528,271,2356,641,2565,230,6200
0.117,513,273,2367,715,2569,203,6200
0.119,499,274,2379,795,2572,179,6200
0.121,486,271,2392,869,2576,160,6200
0.123,474,266,2406,939,2579,143,6200
0.125,463,259,2419,996,2583,132,6200
0.127,454,250,2433,1032,2587,126,6200
0.129,446,242,2444,1044,2592,125,6200
0.131,438,232,2459,1025,2597,129,6200
0.133,432,224,2470,983,2605,137,6200
0.135,426,218,2476,927,2616,148,6200
0.137,421,210,2483,867,2628,160,6200
0.139,416,203,2487,812,2642,169,6200
0.141,411,196,2490,767,2656,174,6200
0.143,406,188,2495,728,2668,176,6200
0.145,400,179,2503,694,2679,178,6200
0.147,396,170,2515,661,2689,182,6200
0.149,391,161,2529,628,2698,189,6200
0.151,388,154,2545,598,2707,199,6200
0.153,384,148,2563,566,2717,215,6200
0.155,382,144,2580,537,2727,235,6200
0.157,379,141,2596,511,2740,257,6200
0.159,377,139,2610,480,2753,284,6200
0.161,376,138,2618,453,2769,309,6200
0.163,374,138,2621,431,2786,330,6200
0.165,372,135,2621,398,2809,353,6200
0.167,370,134,2619,373,2831,368,6200
0.169,368,133,2616,350,2854,381,6200
0.171,365,131,2612,329,2877,391,6200
0.173,362,130,2609,309,2901,399,6200
0.175,359,128,2607,289,2927,403,6200
0.177,355,127,2605,271,2953,403,6200
0.179,351,126,2603,253,2978,398,6200
0.181,347,126,2603,237,3000,388,6200
0.183,343,126,2603,223,3021,377,6200
0.185,339,127,2604,212,3038,366,6200
0.187,335,128,2607,202,3054,357,6200
0.189,332,130,2611,196,3067,351,6200
0.191,329,132,2615,193,3079,351,6200
0.193,327,135,2619,191,3090,354,6200
0.195,326,138,2623,190,3102,360,6200
0.197,326,141,2627,188,3113,367,6200
0.199,327,143,2629,186,3123,372,6200
0.201,329,143,2629,183,3132,374,6200
0.203,332,143,2629,181,3139,373,6200
0.205,335,142,2627,179,3142,370,6200
0.207,340,139,2624,178,3144,363,6200
0.209,346,137,2621,178,3144,355,6200
0.211,354,135,2617,178,3141,345,6200
0.213,362,135,2612,180,3137,334,6200
