"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,388,253,1808,212,3302,693,6200
0.027,411,285,1804,229,3319,673,6200
0.029,437,319,1797,252,3325,664,6200
0.031,463,354,1787,279,3328,677,6200
0.033,490,390,1771,316,3332,726,6200
0.035,514,423,1747,363,3342,829,6200
0.037,531,451,1713,424,3371,1015,6200
0.039,539,475,1665,498,3452,1337,6200
0.041,539,497,1604,568,3782,1802,6200
0.043,537,522,1530,611,2610,3436,6200
0.045,535,553,1462,612,2546,3060,6200
0.047,535,590,1408,592,2699,3277,6200
0.049,536,630,1365,569,3185,4126,6200
0.051,539,668,1327,548,3635,1436,6200
0.053,544,712,1293,535,3532,1175,6200
0.055,551,761,1260,529,3485,961,6200
0.057,562,823,1229,532,3458,790,6200
0.059,576,905,1197,544,3439,650,6200
0.061,593,1012,1164,559,3424,541,6200
0.063,625,1190,1123,581,3413,454,6200
0.065,712,1520,1070,593,3405,392,6200
