"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,375,149,1340,865,3058,771,6200
0.027,376,133,1239,821,3049,681,6200
0.029,375,116,1158,705,3053,582,6200
0.031,374,99,1103,581,3061,491,6200
0.033,373,83,1067,469,3071,410,6200
0.035,373,69,1046,385,3077,343,6200
0.037,373,58,1035,325,3077,289,6200
0.039,373,51,1030,288,3072,246,6200
0.041,374,46,1030,267,3065,215,6200
0.043,374,42,1033,258,3057,190,6200
0.045,374,40,1040,259,3048,172,6200
0.047,374,38,1051,267,3041,160,6200
0.049,374,36,1068,280,3034,153,6200
0.051,373,35,1090,294,3029,150,6200
0.053,372,33,1120,305,3024,150,6200
0.055,371,32,1153,308,3021,154,6200
0.057,369,32,1188,301,3018,160,6200
0.059,367,33,1219,285,3017,171,6200
0.061,364,34,1245,267,3016,186,6200
