"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,707,1286,1475,598,3619,340,5933
0.027,701,1186,1484,587,3617,354,5933
0.029,694,1145,1495,591,3616,362,5933
0.031,683,1151,1511,613,3616,364,5933
0.033,667,1193,1533,651,3615,359,5933
0.035,649,1259,1567,700,3615,348,5933
0.037,634,1322,1612,742,3613,334,5933
0.039,625,1339,1669,758,3609,320,5933
0.041,624,1271,1723,734,3604,307,5933
0.043,630,1136,1760,679,3599,298,5933
0.045,642,1014,1779,620,3594,293,5933
0.047,656,901,1786,559,3590,294,5933
0.049,672,799,1786,501,3589,302,5933
0.051,685,709,1782,448,3592,318,5933
0.053,694,636,1777,403,3599,344,5933
0.055,699,574,1772,363,3612,385,5933
0.057,699,528,1769,331,3633,447,5933
0.059,695,500,1767,308,3658,526,5933
0.061,686,485,1766,291,3690,634,5933
0.063,674,482,1767,281,3719,782,5933
0.065,659,488,1770,278,3708,914,5933
0.067,642,500,1775,278,3712,949,5933
0.069,623,515,1782,283,3748,951,5933
0.071,603,530,1793,291,3803,904,5933
0.073,585,546,1807,302,3840,792,5933
0.075,571,558,1822,313,3841,714,5933
0.077,558,567,1841,323,3832,680,5933
0.079,549,570,1858,333,3817,686,5933
0.081,541,565,1873,342,3796,721,5933
0.083,533,551,1885,353,3767,785,5933
0.085,520,526,1893,368,3737,877,5933
0.087,503,493,1896,388,3710,993,5933
0.089,482,456,1897,413,3692,1133,5933
0.091,455,411,1897,445,3685,1307,5933
0.093,428,362,1896,483,3693,1509,5933
