"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,317,162,1921,856,2793,386,6156
0.027,327,211,1941,796,2801,391,6156
0.029,338,266,1956,736,2808,394,6156
0.031,352,330,1964,678,2814,397,6156
0.033,369,395,1968,631,2819,400,6156
0.035,395,458,1966,591,2825,402,6156
0.037,426,500,1962,558,2831,399,6156
0.039,455,518,1955,531,2839,389,6156
0.041,480,517,1945,503,2848,368,6156
0.043,498,506,1934,477,2857,341,6156
0.045,508,495,1924,455,2867,313,6156
0.047,510,486,1914,438,2877,286,6156
0.049,504,484,1907,428,2887,266,6156
0.051,490,487,1899,425,2897,252,6156
0.053,469,491,1892,425,2905,246,6156
0.055,443,491,1884,427,2913,245,6156
0.057,417,481,1875,424,2920,249,6156
0.059,397,464,1865,415,2925,256,6156
0.061,385,446,1857,400,2928,266,6156
0.063,380,433,1850,381,2929,278,6156
0.065,379,426,1845,364,2927,294,6156
0.067,379,421,1843,351,2919,311,6156
0.069,379,417,1842,345,2906,328,6156
0.071,378,413,1842,345,2890,340,6156
0.073,377,408,1843,351,2872,345,6156
0.075,376,402,1845,361,2856,340,6156
0.077,375,393,1845,373,2844,329,6156
0.079,372,381,1845,388,2835,316,6156
0.081,366,365,1843,405,2830,305,6156
0.083,356,342,1840,427,2827,298,6156
0.085,342,311,1834,454,2826,295,6156
0.087,326,274,1827,485,2828,299,6156
0.089,310,228,1820,526,2832,311,6156
0.091,298,183,1814,577,2841,336,6156
