"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,426,189,1780,2314,2535,226,6156
0.027,441,156,1900,2052,2549,193,6156
0.029,451,129,1983,1863,2560,168,6156
0.031,459,107,2057,1716,2571,151,6156
0.033,464,91,2121,1603,2582,139,6156
0.035,467,77,2185,1504,2594,132,6156
0.037,468,67,2243,1424,2605,127,6156
0.039,469,60,2297,1368,2616,124,6156
0.041,469,54,2351,1335,2624,121,6156
0.043,469,50,2404,1323,2630,118,6156
0.045,468,47,2455,1320,2633,116,6156
0.047,467,44,2511,1332,2633,115,6156
0.049,465,42,2564,1331,2629,116,6156
0.051,464,39,2624,119,2624,1317,6156
0.053,462,37,2616,125,2681,1301,6156
0.055,461,36,2607,131,2736,1270,6156
0.057,459,34,2597,139,2785,1232,6156
0.059,458,33,2588,146,2828,1182,6156
0.061,457,31,2579,152,2863,1136,6156
0.063,457,30,2571,156,2892,1098,6156
0.065,456,29,2565,158,2916,1068,6156
0.067,456,29,2559,158,2938,1046,6156
0.069,456,28,2555,158,2953,1036,6156
0.071,457,28,2552,158,2965,1029,6156
0.073,457,27,2550,159,2973,1036,6156
0.075,457,28,2548,161,2978,1061,6156
0.077,457,28,2548,163,2985,1099,6156
0.079,457,28,2549,167,2990,1166,6156
0.081,456,30,2550,172,2992,1257,6156
0.083,455,31,2551,176,2999,1361,6156
0.085,454,33,2552,182,3004,1486,6156
0.087,452,36,2552,189,3011,1622,6156
0.089,450,38,2552,194,3036,1752,6156
0.091,447,43,2553,196,3093,1937,6156
0.093,444,47,2553,206,3145,1999,6156
0.095,439,51,2555,213,3240,2017,6156
0.097,434,56,2557,224,3341,1947,6156
0.099,428,61,2560,238,3444,1747,6156
0.101,421,67,2566,253,3519,1464,6156
0.103,414,76,2577,270,3550,1228,6156
0.105,406,87,2596,284,3553,1040,6156
0.107,396,100,2619,295,3543,923,6156
0.109,386,114,2642,307,3528,870,6156
0.111,375,127,2664,316,3515,839,6156
0.113,365,137,2682,323,3503,830,6156
0.115,355,145,2695,334,3489,838,6156
0.117,346,147,2704,341,3477,843,6156
0.119,339,148,2707,352,3462,855,6156
0.121,332,147,2704,368,3444,874,6156
