"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,460,198,1545,349,2868,393,5800
0.027,465,197,1545,396,2862,409,5800
0.029,469,198,1544,430,2856,430,5800
0.031,471,201,1539,452,2851,456,5800
0.033,471,206,1532,467,2848,488,5800
0.035,467,212,1524,482,2847,531,5800
0.037,460,218,1513,503,2850,592,5800
0.039,450,220,1498,532,2852,672,5800
0.041,438,214,1476,567,2851,775,5800
0.043,430,205,1447,601,2838,883,5800
0.045,424,195,1412,628,2812,982,5800
0.047,421,188,1374,645,2776,1053,5800
0.049,419,185,1338,653,2740,1094,5800
0.051,418,186,1304,659,2713,1115,5800
0.053,416,192,1277,665,2702,1119,5800
0.055,410,203,1256,678,2701,1131,5800
0.057,399,218,1237,702,2709,1163,5800
