"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,425,220,1839,406,2876,1820,6200
0.027,435,239,1859,461,2870,2084,6200
0.029,444,251,1865,513,2857,2306,6200
0.031,449,256,1851,566,2808,2413,6200
0.033,453,254,1814,623,2747,2372,6200
0.035,455,247,1755,666,2725,2232,6200
0.037,456,236,1685,680,2756,2083,6200
0.039,456,223,1618,673,2811,1960,6200
0.041,457,210,1565,664,2864,1863,6200
0.043,459,200,1525,673,2902,1783,6200
0.045,462,193,1501,706,2918,1728,6200
0.047,467,188,1493,769,2923,1700,6200
0.049,472,184,1497,855,2930,1687,6200
0.051,477,179,1508,946,2954,1665,6200
0.053,481,172,1521,1044,2999,1607,6200
0.055,485,165,1531,1144,3045,1481,6200
0.057,486,157,1532,1249,3070,1306,6200
0.059,488,150,1526,1369,3071,1135,6200
0.061,489,144,1520,1512,3062,1004,6200
0.063,490,139,1526,1717,3051,913,6200
0.065,491,136,1562,1983,3046,868,6200
0.067,491,135,1687,2345,3051,878,6200
0.069,491,135,2029,2532,3078,948,6200
0.071,489,136,2289,2145,3142,1062,6200
0.073,486,137,2360,1717,3261,1142,6200
0.075,480,138,2346,1470,3377,1126,6200
0.077,473,139,2326,1339,3461,1085,6200
0.079,465,139,2311,1280,3515,1066,6200
0.081,456,141,2314,1266,3550,1089,6200
0.083,448,144,2341,1284,3575,1170,6200
0.085,441,150,2403,1326,3598,1337,6200
0.087,437,158,2511,1352,3637,1651,6200
0.089,436,167,2647,1289,3752,2279,6200
0.091,438,175,2742,1150,4036,3344,6200
0.093,441,181,2791,1038,4201,872,6200
0.095,445,184,2821,995,4177,819,6200
0.097,448,184,2841,1019,4158,792,6200
