"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,330,900,1518,262,2613,608,6200
0.027,360,1009,1530,270,2617,648,6200
0.029,403,1122,1543,280,2627,694,6200
0.031,462,1228,1557,292,2639,751,6200
0.033,545,1331,1573,307,2655,824,6200
0.035,653,1415,1590,326,2672,918,6200
0.037,789,1442,1612,349,2691,1027,6200
0.039,933,1368,1638,371,2714,1125,6200
0.041,1049,1220,1668,386,2743,1186,6200
0.043,1131,1050,1704,391,2782,1206,6200
0.045,1183,919,1737,385,2828,1213,6200
0.047,1217,838,1764,372,2874,1220,6200
0.049,1246,801,1785,361,2928,1257,6200
0.051,1274,796,1803,355,2997,1332,6200
0.053,1308,812,1818,353,3101,1444,6200
0.055,1350,840,1834,355,3261,1558,6200
0.057,1399,864,1848,361,3457,1570,6200
0.059,1448,869,1862,368,3625,1458,6200
0.061,1486,857,1875,375,3719,190,6200
0.063,1509,827,1890,379,3710,190,6200
0.065,1518,797,1904,379,3704,190,6200
