"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,978,1470,1858,301,2809,149,6200
0.027,1010,1314,1866,287,2816,141,6200
0.029,1024,1204,1871,273,2822,136,6200
0.031,1030,1123,1874,261,2827,134,6200
0.033,1033,1056,1877,251,2833,134,6200
0.035,1037,1004,1879,243,2837,136,6200
0.037,1041,966,1880,237,2841,139,6200
0.039,1047,940,1880,233,2844,144,6200
0.041,1053,928,1880,231,2847,150,6200
0.043,1059,925,1879,231,2849,156,6200
0.045,1066,933,1877,233,2851,163,6200
0.047,1073,950,1874,236,2854,171,6200
0.049,1082,976,1871,239,2856,178,6200
0.051,1093,1005,1867,242,2858,184,6200
0.053,1109,1038,1862,244,2860,189,6200
0.055,1131,1068,1857,246,2861,192,6200
0.057,1154,1093,1852,247,2862,194,6200
0.059,1177,1111,1847,248,2861,194,6200
0.061,1195,1125,1842,250,2859,193,6200
0.063,1209,1137,1836,253,2855,190,6200
0.065,1220,1144,1832,258,2851,187,6200
0.067,1229,1143,1829,265,2845,183,6200
0.069,1239,1133,1828,274,2840,178,6200
0.071,1248,1111,1830,285,2836,173,6200
0.073,1256,1084,1834,296,2832,168,6200
0.075,1260,1057,1838,305,2829,164,6200
0.077,1259,1036,1842,311,2828,161,6200
0.079,1253,1024,1844,313,2828,158,6200
0.081,1243,1023,1842,312,2828,155,6200
0.083,1228,1035,1838,307,2829,152,6200
0.085,1206,1060,1832,300,2830,149,6200
0.087,1175,1097,1824,293,2830,147,6200
0.089,1136,1144,1815,285,2828,146,6200
0.091,1091,1198,1808,280,2826,146,6200
0.093,1036,1267,1801,276,2822,147,6200
0.095,970,1357,1794,277,2816,151,6200
0.097,889,1475,1788,280,2810,155,6200
