"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,1085,365,1668,426,2717,415,6200
0.027,1080,361,1675,420,2715,413,6200
0.029,1072,369,1678,421,2712,424,6200
0.031,1059,393,1676,430,2706,447,6200
0.033,1039,436,1667,445,2697,484,6200
0.035,1011,502,1650,464,2681,532,6200
0.037,972,596,1626,483,2659,584,6200
0.039,920,713,1595,499,2631,630,6200
0.041,855,834,1564,509,2603,655,6200
0.043,776,942,1532,518,2577,652,6200
0.045,700,1009,1501,531,2559,622,6200
0.047,639,1040,1465,549,2547,574,6200
0.049,598,1053,1424,568,2541,522,6200
0.051,573,1062,1380,578,2538,478,6200
0.053,556,1064,1337,572,2537,446,6200
0.055,545,1054,1304,555,2540,433,6200
0.057,539,1029,1283,535,2545,443,6200
0.059,534,996,1271,521,2552,477,6200
0.061,532,965,1265,516,2560,536,6200
0.063,529,940,1262,523,2571,627,6200
0.065,527,929,1259,543,2584,753,6200
0.067,525,936,1255,581,2598,914,6200
0.069,524,954,1250,636,2614,1102,6200
0.071,524,968,1244,705,2634,1286,6200
0.073,525,959,1240,787,2662,1445,6200
0.075,523,903,1241,869,2700,1515,6200
0.077,517,812,1245,941,2737,1482,6200
