"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,465,117,1743,480,2870,436,6200
0.027,475,114,1706,453,2868,441,6200
0.029,482,112,1671,430,2865,442,6200
0.031,489,111,1642,411,2861,440,6200
0.033,495,110,1615,396,2858,441,6200
0.035,501,109,1594,389,2857,447,6200
0.037,508,108,1577,389,2857,460,6200
0.039,514,107,1563,399,2859,479,6200
0.041,521,105,1554,417,2861,503,6200
0.043,527,104,1546,447,2861,530,6200
0.045,533,103,1541,492,2859,559,6200
0.047,537,103,1540,555,2855,588,6200
0.049,541,105,1542,639,2850,619,6200
0.051,544,108,1547,739,2846,649,6200
0.053,546,112,1552,858,2846,679,6200
0.055,547,117,1551,980,2851,700,6200
0.057,547,123,1532,1083,2860,700,6200
0.059,547,130,1488,1141,2875,669,6200
0.061,546,138,1425,1133,2891,609,6200
0.063,543,147,1353,1066,2906,529,6200
0.065,539,156,1287,967,2917,448,6200
0.067,534,166,1235,860,2923,378,6200
0.069,529,174,1197,770,2925,324,6200
0.071,524,182,1172,702,2923,288,6200
0.073,519,189,1154,654,2919,265,6200
0.075,514,195,1142,625,2915,255,6200
0.077,510,202,1133,614,2911,255,6200
0.079,507,210,1124,620,2909,263,6200
0.081,506,219,1116,645,2909,276,6200
0.083,506,232,1104,690,2914,294,6200
0.085,507,248,1089,758,2923,314,6200
0.087,510,266,1070,839,2936,332,6200
0.089,513,284,1046,925,2951,343,6200
0.091,515,301,1022,998,2965,348,6200
0.093,516,316,996,1053,2977,347,6200
0.095,514,328,974,1083,2985,344,6200
0.097,510,336,957,1097,2987,343,6200
0.099,505,340,944,1116,2983,347,6200
0.101,502,341,933,1153,2975,356,6200
0.103,499,343,918,1223,2963,373,6200
0.105,498,346,898,1338,2949,398,6200
0.107,496,352,866,1487,2935,428,6200
0.109,493,361,825,1667,2922,466,6200
0.111,487,375,776,1850,2912,508,6200
0.113,476,392,725,2025,2904,558,6200
0.115,456,405,713,2132,2899,610,6200
0.117,429,406,767,2153,2896,666,6200
0.119,398,384,882,2111,2893,721,6200
0.121,370,346,1006,2043,2892,764,6200
