"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,469,175,2651,193,3237,386,6200
0.027,449,189,2659,194,3272,388,6200
0.029,431,191,2667,193,3308,388,6200
0.031,416,182,2677,190,3344,382,6200
0.033,403,166,2688,184,3381,369,6200
0.035,392,148,2702,177,3415,352,6200
0.037,383,130,2718,167,3444,330,6200
0.039,375,115,2734,154,3467,310,6200
0.041,368,104,2750,140,3485,292,6200
0.043,361,94,2764,125,3499,278,6200
0.045,354,86,2775,112,3509,268,6200
0.047,348,80,2783,102,3516,264,6200
0.049,342,75,2789,95,3521,267,6200
0.051,338,71,2794,92,3524,275,6200
0.053,334,68,2800,90,3529,289,6200
0.055,330,66,2805,90,3534,307,6200
0.057,326,65,2810,90,3542,325,6200
0.059,323,64,2814,89,3551,338,6200
0.061,320,64,2817,88,3560,345,6200
0.063,316,63,2819,86,3568,346,6200
0.065,313,62,2819,84,3574,341,6200
0.067,310,61,2819,83,3579,335,6200
0.069,308,61,2819,82,3584,329,6200
0.071,306,60,2818,82,3589,325,6200
0.073,304,60,2818,82,3595,327,6200
0.075,303,59,2818,83,3603,330,6200
0.077,301,58,2819,84,3612,336,6200
0.079,300,57,2820,85,3623,343,6200
0.081,300,56,2822,86,3632,346,6200
0.083,299,55,2824,87,3639,345,6200
0.085,299,54,2826,87,3641,338,6200
0.087,299,53,2829,87,3639,328,6200
0.089,299,53,2831,87,3634,318,6200
0.091,300,52,2834,86,3627,306,6200
0.093,302,51,2836,87,3618,299,6200
0.095,305,51,2838,89,3609,296,6200
0.097,309,50,2840,93,3600,301,6200
0.099,313,50,2841,98,3592,309,6200
0.101,318,50,2842,105,3585,322,6200
0.103,323,52,2842,114,3579,338,6200
