"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,451,110,2484,222,2963,167,6200
0.027,455,101,2469,215,2949,170,6200
0.029,459,94,2456,207,2932,175,6200
0.031,462,87,2445,198,2913,180,6200
0.033,465,81,2436,191,2893,186,6200
0.035,469,76,2430,185,2876,190,6200
0.037,472,72,2427,180,2864,194,6200
0.039,475,68,2426,176,2858,199,6200
0.041,479,64,2427,174,2860,206,6200
0.043,482,60,2429,174,2868,215,6200
0.045,484,57,2432,175,2881,226,6200
0.047,487,54,2434,178,2898,238,6200
0.049,489,51,2436,181,2918,247,6200
0.051,490,49,2436,183,2937,251,6200
0.053,492,47,2434,185,2953,250,6200
0.055,493,46,2431,183,2963,245,6200
0.057,493,45,2426,180,2968,238,6200
0.059,493,44,2421,175,2967,232,6200
0.061,493,44,2415,169,2963,229,6200
0.063,492,43,2408,165,2956,230,6200
0.065,491,43,2401,161,2946,234,6200
0.067,490,43,2393,159,2936,242,6200
0.069,488,42,2385,158,2925,251,6200
0.071,486,42,2377,158,2915,259,6200
0.073,483,41,2370,159,2907,265,6200
0.075,480,41,2362,159,2901,267,6200
0.077,477,41,2355,161,2898,265,6200
0.079,473,41,2346,163,2897,259,6200
0.081,469,42,2338,165,2898,249,6200
0.083,464,43,2328,167,2899,234,6200
0.085,460,44,2316,168,2900,217,6200
0.087,456,46,2302,167,2900,197,6200
0.089,452,48,2288,164,2899,179,6200
0.091,449,51,2272,162,2898,167,6200
