"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,536,149,1746,159,2533,290,6200
0.027,568,149,1757,159,2532,296,6200
0.029,596,148,1768,159,2532,306,6200
0.031,619,147,1779,159,2533,321,6200
0.033,640,146,1790,159,2534,345,6200
0.035,658,146,1800,160,2536,377,6200
0.037,674,147,1810,160,2537,418,6200
0.039,688,149,1819,160,2538,464,6200
0.041,699,152,1826,160,2539,510,6200
0.043,709,156,1831,159,2538,554,6200
0.045,718,162,1833,157,2535,589,6200
0.047,725,168,1833,157,2531,614,6200
0.049,730,175,1830,157,2523,631,6200
0.051,734,182,1827,158,2514,643,6200
0.053,737,190,1822,160,2504,654,6200
0.055,740,199,1817,163,2493,668,6200
0.057,742,208,1812,166,2482,684,6200
0.059,743,216,1806,168,2474,702,6200
0.061,744,223,1801,171,2468,721,6200
0.063,744,227,1795,174,2466,740,6200
0.065,744,230,1788,177,2469,759,6200
0.067,744,230,1781,180,2477,779,6200
0.069,743,228,1774,184,2488,803,6200
0.071,742,225,1766,188,2500,830,6200
0.073,740,221,1759,194,2511,862,6200
0.075,736,218,1750,203,2518,899,6200
0.077,731,216,1741,215,2519,936,6200
0.079,725,215,1730,230,2513,970,6200
0.081,717,215,1719,248,2500,996,6200
0.083,707,217,1704,271,2479,1008,6200
0.085,695,219,1686,297,2454,1000,6200
0.087,681,222,1663,326,2428,967,6200
0.089,666,222,1635,353,2408,911,6200
0.091,652,222,1603,373,2397,841,6200
0.093,636,219,1565,383,2395,763,6200
0.095,621,215,1529,382,2401,687,6200
