"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,486,111,1585,138,2731,226,6200
0.027,493,106,1586,135,2728,213,6200
0.029,500,103,1586,133,2725,203,6200
0.031,507,102,1585,133,2723,197,6200
0.033,513,103,1583,134,2720,194,6200
0.035,520,104,1580,138,2717,193,6200
0.037,527,107,1575,144,2714,194,6200
0.039,534,110,1569,151,2712,199,6200
0.041,542,113,1561,160,2709,206,6200
0.043,551,116,1552,170,2706,215,6200
0.045,560,118,1540,179,2704,228,6200
0.047,570,119,1527,188,2701,243,6200
0.049,581,120,1513,196,2698,259,6200
0.051,591,119,1498,202,2695,274,6200
0.053,603,119,1481,207,2691,288,6200
0.055,615,118,1464,211,2687,297,6200
0.057,627,117,1446,214,2683,298,6200
0.059,640,116,1429,216,2679,294,6200
0.061,650,115,1413,217,2678,288,6200
0.063,659,115,1397,216,2677,283,6200
0.065,666,116,1383,214,2676,281,6200
0.067,670,119,1370,212,2677,284,6200
0.069,671,125,1358,210,2678,292,6200
0.071,669,133,1348,209,2678,303,6200
0.073,663,146,1337,209,2679,318,6200
0.075,653,162,1326,211,2680,334,6200
0.077,638,184,1315,214,2682,352,6200
0.079,617,210,1303,218,2684,372,6200
0.081,591,239,1292,222,2688,392,6200
0.083,558,270,1281,227,2692,414,6200
