"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,501,204,2301,315,2863,298,6067
0.027,518,172,2291,310,2863,281,6067
0.029,532,148,2287,314,2865,279,6067
0.031,542,133,2289,327,2870,292,6067
0.033,550,121,2298,348,2878,319,6067
0.035,556,114,2314,373,2891,360,6067
0.037,562,109,2340,399,2909,419,6067
0.039,565,106,2372,416,2931,485,6067
0.041,567,104,2406,418,2958,556,6067
0.043,568,104,2436,405,2985,614,6067
0.045,568,104,2454,385,3006,647,6067
0.047,567,103,2460,373,3011,663,6067
0.049,566,102,2458,372,3004,675,6067
0.051,563,99,2449,376,2989,684,6067
0.053,560,95,2435,384,2971,695,6067
0.055,558,92,2419,391,2953,705,6067
0.057,555,88,2401,394,2937,707,6067
0.059,552,84,2381,392,2922,698,6067
0.061,549,80,2363,387,2906,674,6067
0.063,546,76,2344,381,2889,632,6067
0.065,542,73,2324,371,2873,578,6067
0.067,538,70,2304,356,2864,514,6067
0.069,534,68,2288,334,2866,456,6067
0.071,529,68,2278,307,2884,405,6067
0.073,523,70,2276,278,2918,357,6067
0.075,516,74,2279,252,2964,304,6067
0.077,508,80,2284,235,3006,250,6067
0.079,499,86,2289,227,3039,205,6067
0.081,487,92,2294,232,3064,171,6067
0.083,473,96,2301,248,3081,150,6067
0.085,456,99,2310,275,3092,139,6067
