"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,467,483,1282,355,3138,990,6200
0.027,480,430,1279,322,3159,882,6200
0.029,492,397,1279,307,3184,762,6200
0.031,505,376,1281,304,3196,660,6200
0.033,518,358,1284,310,3201,583,6200
0.035,528,342,1289,322,3200,537,6200
0.037,537,325,1294,340,3192,519,6200
0.039,543,307,1299,364,3180,523,6200
0.041,546,290,1303,390,3163,547,6200
0.043,548,273,1306,421,3138,589,6200
0.045,548,259,1309,454,3107,649,6200
0.047,547,247,1311,483,3067,719,6200
0.049,545,238,1315,506,3021,792,6200
0.051,544,233,1323,522,2973,852,6200
0.053,543,231,1336,530,2928,893,6200
0.055,541,234,1354,533,2894,909,6200
0.057,539,242,1377,531,2873,906,6200
0.059,536,254,1402,527,2858,891,6200
0.061,532,270,1427,520,2846,871,6200
0.063,525,292,1453,511,2830,853,6200
0.065,513,317,1477,497,2810,846,6200
0.067,496,340,1497,476,2784,859,6200
0.069,473,357,1511,449,2753,901,6200
0.071,445,360,1520,417,2714,973,6200
0.073,414,347,1527,379,2658,1073,6200
0.075,384,320,1533,339,2591,1160,6200
0.077,357,283,1540,298,2541,1207,6200
0.079,334,240,1548,259,2532,1234,6200
0.081,317,197,1555,228,2563,1245,6200
