"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,277,34,1563,4431,1815,511,5800
0.027,279,41,1594,3751,1812,512,5800
0.029,281,48,1546,3107,1816,515,5800
0.031,284,57,1485,2588,1826,522,5800
0.033,285,67,1423,2196,1843,527,5800
0.035,287,77,1372,1910,1862,531,5800
0.037,288,89,1332,1717,1880,536,5800
0.039,289,103,1304,1597,1895,551,5800
0.041,289,120,1289,1535,1906,585,5800
0.043,289,139,1291,1532,1913,646,5800
0.045,289,159,1314,1568,1913,749,5800
0.047,289,180,1375,1610,1903,923,5800
0.049,287,198,1500,1524,1877,1277,5800
0.051,285,211,1485,1153,2077,1898,5800
0.053,282,214,1412,991,2357,2032,5800
0.055,278,207,1357,863,2512,1822,5800
0.057,275,193,1321,753,2492,1575,5800
0.059,273,177,1300,662,2414,1447,5800
0.061,271,159,1288,585,2335,1368,5800
0.063,270,143,1280,525,2273,1301,5800
0.065,270,127,1274,474,2226,1240,5800
0.067,269,114,1267,432,2193,1189,5800
0.069,268,102,1262,397,2171,1158,5800
0.071,268,93,1257,365,2160,1157,5800
0.073,268,85,1254,341,2157,1188,5800
0.075,267,80,1253,321,2164,1259,5800
0.077,267,77,1253,305,2180,1370,5800
0.079,267,74,1252,290,2213,1517,5800
0.081,266,72,1249,275,2271,1706,5800
0.083,265,70,1244,261,2359,1892,5800
0.085,263,68,1235,246,2480,2036,5800
0.087,261,66,1223,232,2603,2056,5800
0.089,259,64,1211,217,2678,1939,5800
0.091,257,62,1198,202,2656,1757,5800
0.093,254,60,1188,191,2592,1626,5800
0.095,252,58,1180,183,2528,1525,5800
0.097,249,57,1175,180,2475,1433,5800
0.099,247,57,1172,182,2440,1361,5800
