"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,403,378,2258,487,3380,171,6200
0.027,415,281,2249,454,3382,169,6200
0.029,425,224,2239,417,3382,174,6200
0.031,435,197,2231,378,3380,193,6200
0.033,446,187,2222,343,3372,242,6200
0.035,456,186,2214,328,3354,343,6200
0.037,465,188,2207,334,3323,509,6200
0.039,472,194,2200,354,3282,733,6200
0.041,479,204,2191,370,3249,934,6200
0.043,485,217,2179,379,3223,1144,6200
0.045,491,235,2162,370,3243,1270,6200
0.047,494,255,2143,356,3275,1375,6200
0.049,495,275,2122,344,3305,1490,6200
0.051,492,294,2102,337,3323,1620,6200
0.053,486,313,2083,338,3323,1784,6200
0.055,477,331,2066,347,3294,1960,6200
0.057,465,348,2050,365,3235,2104,6200
0.059,453,362,2035,393,3174,2175,6200
0.061,440,373,2023,427,3138,2193,6200
0.063,427,381,2012,473,3130,2198,6200
0.065,415,386,2006,530,3152,2211,6200
0.067,402,388,2005,599,3210,2250,6200
0.069,389,386,2013,682,3303,2311,6200
0.071,377,381,2031,774,3460,2389,6200
0.073,364,371,2062,876,3768,2384,6200
0.075,350,354,2104,975,3863,1265,6200
