"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,535,600,1959,136,2791,201,6200
0.027,581,677,1960,132,2799,201,6200
0.029,634,729,1960,128,2804,199,6200
0.031,686,755,1959,123,2808,197,6200
0.033,737,755,1957,118,2809,195,6200
0.035,779,734,1954,113,2807,196,6200
0.037,809,700,1950,109,2802,201,6200
0.039,829,658,1944,106,2794,211,6200
0.041,839,616,1938,104,2783,224,6200
0.043,844,575,1931,103,2769,241,6200
0.045,843,539,1925,103,2752,260,6200
0.047,839,510,1918,104,2734,280,6200
0.049,832,488,1911,105,2715,300,6200
0.051,821,472,1905,107,2696,320,6200
0.053,807,460,1898,110,2677,343,6200
0.055,790,452,1891,113,2659,369,6200
0.057,771,445,1884,117,2640,399,6200
0.059,751,440,1876,121,2621,434,6200
0.061,732,437,1870,127,2606,473,6200
0.063,714,438,1863,134,2596,519,6200
0.065,698,443,1856,144,2593,571,6200
0.067,684,450,1850,155,2600,625,6200
0.069,672,459,1844,168,2615,682,6200
0.071,662,467,1838,182,2636,738,6200
