"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,600,209,1823,302,2790,794,6022
0.027,614,215,1820,297,2761,764,6022
0.029,624,220,1817,299,2734,739,6022
0.031,630,227,1815,306,2710,722,6022
0.033,632,237,1813,320,2689,718,6022
0.035,632,250,1811,340,2670,726,6022
0.037,629,266,1810,368,2652,746,6022
0.039,625,284,1809,399,2634,767,6022
0.041,620,303,1807,437,2614,782,6022
0.043,613,320,1803,478,2593,779,6022
0.045,606,334,1796,522,2572,756,6022
0.047,599,346,1786,564,2554,715,6022
0.049,592,353,1773,599,2540,667,6022
0.051,586,358,1760,624,2532,625,6022
0.053,580,363,1750,642,2528,598,6022
0.055,573,370,1743,657,2526,591,6022
0.057,566,378,1740,667,2525,604,6022
0.059,559,389,1737,674,2525,632,6022
0.061,550,402,1733,674,2525,671,6022
0.063,542,415,1728,667,2523,708,6022
0.065,535,427,1720,654,2520,732,6022
0.067,531,437,1708,638,2516,732,6022
0.069,529,445,1694,620,2512,705,6022
0.071,532,447,1680,602,2509,655,6022
0.073,539,445,1666,588,2508,596,6022
0.075,547,439,1656,582,2508,543,6022
0.077,555,433,1647,587,2508,503,6022
0.079,559,431,1640,610,2509,483,6022
0.081,560,437,1634,655,2508,487,6022
0.083,555,456,1629,731,2507,518,6022
0.085,546,488,1625,838,2501,579,6022
0.087,531,538,1618,991,2489,676,6022
0.089,505,610,1603,1213,2463,807,6022
0.091,454,704,1554,1559,2413,958,6022
0.093,354,731,1296,2084,2343,1073,6022
0.095,298,642,970,1474,2291,1125,6022
0.097,272,591,993,1192,2280,1189,6022
0.099,252,551,1014,1026,2278,1253,6022
0.101,234,534,1031,936,2291,1371,6022
0.103,215,536,1042,890,2294,1549,6022
0.105,188,559,1048,873,2265,1781,6022
