"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,534,185,1780,157,2514,282,6200
0.027,556,163,1772,166,2514,294,6200
0.029,571,146,1764,176,2514,304,6200
0.031,582,136,1754,188,2519,314,6200
0.033,591,130,1743,203,2528,327,6200
0.035,597,128,1730,221,2540,344,6200
0.037,601,129,1717,242,2557,368,6200
0.039,604,133,1702,266,2577,400,6200
0.041,607,138,1687,293,2598,438,6200
0.043,609,145,1671,324,2624,487,6200
0.045,611,154,1656,358,2653,543,6200
0.047,613,162,1641,394,2688,604,6200
0.049,615,170,1627,430,2726,661,6200
0.051,616,176,1613,462,2764,704,6200
0.053,616,180,1597,491,2801,731,6200
0.055,614,181,1580,514,2830,745,6200
0.057,611,181,1562,534,2848,759,6200
0.059,607,179,1542,553,2855,781,6200
0.061,603,178,1522,575,2854,815,6200
0.063,597,178,1500,607,2846,863,6200
0.065,592,181,1476,648,2833,919,6200
0.067,587,188,1448,702,2813,975,6200
0.069,581,200,1415,765,2792,1027,6200
0.071,577,215,1377,829,2770,1068,6200
0.073,572,236,1332,889,2749,1101,6200
0.075,567,262,1286,932,2732,1132,6200
0.077,560,291,1243,948,2717,1163,6200
0.079,550,321,1209,938,2703,1203,6200
0.081,539,350,1187,911,2689,1254,6200
0.083,524,377,1174,872,2676,1325,6200
0.085,509,401,1167,838,2669,1428,6200
0.087,493,425,1163,815,2676,1576,6200
0.089,479,447,1158,800,2710,1774,6200
0.091,465,467,1149,785,2772,1977,6200
