"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,307,90,1206,184,2092,1412,5800
0.027,308,107,1214,200,2039,1340,5800
0.029,308,121,1227,214,1992,1285,5800
0.031,306,133,1244,228,1950,1241,5800
0.033,304,140,1263,238,1917,1210,5800
0.035,302,145,1283,246,1889,1183,5800
0.037,300,148,1306,251,1866,1172,5800
0.039,297,149,1329,252,1848,1166,5800
0.041,295,148,1353,252,1833,1164,5800
0.043,293,147,1376,250,1821,1162,5800
0.045,291,146,1400,248,1813,1160,5800
0.047,289,146,1426,247,1809,1158,5800
0.049,288,147,1455,246,1809,1155,5800
0.051,286,151,1490,241,1817,1171,5800
0.053,284,157,1523,230,1837,1208,5800
0.055,282,165,1553,214,1874,1263,5800
0.057,280,175,1576,198,1925,1335,5800
0.059,279,187,1592,184,1997,1426,5800
0.061,278,200,1604,174,2115,1562,5800
