"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,333,70,2512,181,3678,495,6111
0.027,340,60,2521,151,3674,627,6111
0.029,346,54,2529,132,3670,828,6111
0.031,351,49,2538,114,3656,1059,6111
0.033,355,46,2548,100,3635,1370,6111
0.035,360,44,2557,88,3604,1717,6111
0.037,364,43,2567,76,3569,2104,6111
0.039,367,43,2576,66,3537,2534,6111
0.041,371,41,2584,57,3515,2911,6111
0.043,374,40,2591,51,3498,3298,6111
0.045,377,39,2597,47,3484,3592,6111
0.047,380,37,2602,45,3456,3783,6111
0.049,382,35,2606,45,3426,3764,6111
0.051,384,33,2608,47,3391,3558,6111
0.053,386,31,2608,51,3355,3314,6111
0.055,387,28,2607,57,3340,2956,6111
0.057,388,26,2603,64,3323,2715,6111
0.059,389,24,2599,71,3313,2444,6111
0.061,390,22,2595,78,3300,2265,6111
