"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,388,121,2459,442,2883,328,6200
0.027,390,108,2461,401,2885,314,6200
0.029,393,99,2464,368,2886,302,6200
0.031,395,94,2467,341,2888,292,6200
0.033,396,90,2471,316,2892,283,6200
0.035,397,87,2476,294,2896,273,6200
0.037,397,84,2482,273,2901,264,6200
0.039,397,82,2488,255,2906,255,6200
0.041,396,79,2494,239,2912,246,6200
0.043,394,76,2500,225,2918,237,6200
0.045,393,74,2505,215,2923,229,6200
0.047,391,71,2508,206,2929,222,6200
0.049,389,69,2510,201,2935,217,6200
0.051,388,68,2510,199,2940,213,6200
0.053,386,67,2510,199,2944,212,6200
0.055,385,68,2510,203,2948,214,6200
0.057,384,70,2512,210,2951,219,6200
0.059,383,72,2517,219,2953,227,6200
0.061,383,74,2525,231,2955,238,6200
0.063,382,76,2537,245,2956,252,6200
0.065,380,77,2552,262,2957,270,6200
0.067,379,79,2569,279,2960,293,6200
0.069,377,80,2590,295,2964,323,6200
0.071,375,82,2613,307,2972,360,6200
0.073,372,84,2637,313,2986,406,6200
0.075,370,86,2659,312,3008,459,6200
0.077,367,88,2678,308,3036,510,6200
0.079,365,89,2696,309,3065,561,6200
0.081,362,89,2713,318,3086,611,6200
