"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,611,162,1218,342,3073,226,6200
0.027,614,155,1222,325,3083,231,6200
0.029,616,151,1229,325,3086,243,6200
0.031,618,150,1241,334,3084,262,6200
0.033,618,151,1261,348,3081,294,6200
0.035,617,153,1290,355,3074,334,6200
0.037,612,154,1322,339,3066,365,6200
0.039,606,157,1350,307,3058,381,6200
0.041,601,160,1367,272,3052,381,6200
0.043,596,164,1377,241,3048,372,6200
0.045,594,168,1383,219,3044,363,6200
0.047,592,173,1388,204,3041,356,6200
0.049,591,178,1395,195,3037,353,6200
0.051,589,183,1402,192,3033,355,6200
0.053,585,184,1413,193,3028,363,6200
0.055,581,180,1426,199,3022,376,6200
0.057,575,169,1443,209,3015,396,6200
0.059,569,153,1462,221,3007,422,6200
0.061,564,135,1482,234,2998,452,6200
0.063,559,118,1502,250,2988,491,6200
0.065,554,104,1522,266,2976,539,6200
0.067,548,95,1542,285,2959,601,6200
0.069,540,90,1562,308,2937,678,6200
