"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,460,67,2625,773,2992,200,6200
0.027,456,60,2623,735,2988,198,6200
0.029,453,55,2630,714,2984,199,6200
0.031,450,52,2633,695,2981,203,6200
0.033,448,50,2645,660,2981,214,6200
0.035,446,48,2658,616,2986,232,6200
0.037,444,48,2667,566,2996,255,6200
0.039,442,48,2672,515,3009,276,6200
0.041,441,50,2671,478,3019,287,6200
0.043,440,54,2668,458,3025,293,6200
0.045,439,58,2668,455,3024,295,6200
0.047,438,63,2669,467,3016,295,6200
0.049,436,68,2673,497,3004,293,6200
0.051,434,71,2678,540,2989,289,6200
0.053,432,74,2684,606,2971,278,6200
0.055,429,75,2688,694,2955,260,6200
0.057,426,74,2686,802,2942,238,6200
0.059,423,73,2679,924,2933,215,6200
0.061,421,71,2666,1048,2929,197,6200
0.063,419,70,2649,1178,2928,181,6200
0.065,418,68,2632,1301,2928,170,6200
0.067,418,67,2624,1420,2929,162,6200
0.069,418,67,2640,1546,2928,157,6200
0.071,418,67,2702,1683,2927,157,6200
0.073,419,69,2862,1813,2923,160,6200
0.075,419,71,2916,166,3134,1582,6200
0.077,420,73,2907,174,3203,1176,6200
0.079,421,76,2897,183,3217,942,6200
0.081,422,78,2889,191,3226,799,6200
0.083,423,80,2883,199,3236,700,6200
0.085,424,81,2882,211,3241,631,6200
0.087,424,82,2883,226,3241,579,6200
0.089,425,82,2888,242,3237,542,6200
0.091,425,81,2893,254,3231,515,6200
0.093,425,80,2898,260,3226,497,6200
0.095,425,78,2899,258,3222,491,6200
0.097,425,76,2899,248,3220,500,6200
0.099,426,75,2900,234,3219,529,6200
0.101,426,72,2902,220,3220,579,6200
0.103,427,69,2907,206,3221,661,6200
0.105,427,66,2915,194,3219,779,6200
0.107,428,62,2924,183,3207,933,6200
0.109,428,59,2936,174,3168,1115,6200
0.111,429,56,2947,165,3100,1271,6200
0.113,429,54,2958,156,3022,1376,6200
0.115,429,52,2961,1449,2967,147,6200
0.117,429,50,2922,1519,2974,139,6200
0.119,428,50,2901,1599,2978,132,6200
0.121,428,49,2893,1678,2980,128,6200
0.123,427,50,2888,1751,2980,127,6200
0.125,425,50,2900,1792,2980,130,6200
0.127,423,51,2910,1784,2979,136,6200
0.129,419,52,2926,1734,2979,146,6200
0.131,415,53,2954,1650,2979,159,6200
0.133,411,55,2980,175,2987,1558,6200
0.135,405,57,2981,188,3029,1479,6200
0.137,399,59,2981,197,3069,1440,6200
0.139,393,61,2980,198,3122,1453,6200
0.141,388,63,2980,193,3184,1506,6200
0.143,383,65,2981,183,3278,1593,6200
0.145,378,67,2983,172,3398,1632,6200
0.147,375,69,2987,161,3515,1492,6200
0.149,372,71,2992,153,3516,1328,6200
0.151,368,72,2996,147,3489,1234,6200
0.153,365,73,2999,144,3458,1141,6200
0.155,361,74,3001,144,3424,1044,6200
0.157,358,74,3000,146,3393,937,6200
0.159,354,74,2996,151,3364,845,6200
0.161,352,75,2992,156,3340,775,6200
0.163,350,76,2985,160,3324,719,6200
0.165,349,78,2976,164,3313,686,6200
0.167,349,81,2967,166,3312,673,6200
0.169,350,85,2957,166,3318,678,6200
0.171,351,89,2947,165,3333,697,6200
0.173,351,93,2937,165,3356,727,6200
0.175,350,98,2927,168,3386,763,6200
0.177,349,102,2919,174,3421,800,6200
0.179,348,106,2913,185,3460,836,6200
0.181,345,108,2909,201,3495,867,6200
0.183,343,110,2908,221,3527,902,6200
0.185,341,110,2911,236,3548,932,6200
0.187,339,110,2916,245,3550,966,6200
0.189,339,110,2923,249,3530,985,6200
0.191,340,111,2933,249,3495,991,6200
0.193,343,114,2944,249,3446,975,6200
0.195,349,117,2957,247,3399,948,6200
0.197,355,120,2973,242,3361,930,6200
0.199,362,120,2988,231,3334,939,6200
0.201,368,119,3002,214,3319,985,6200
0.203,371,114,3014,192,3317,1071,6200
0.205,371,110,3021,172,3321,1186,6200
0.207,369,105,3026,159,3326,1301,6200
0.209,366,101,3028,153,3327,1370,6200
0.211,362,98,3028,155,3321,1349,6200
0.213,358,97,3026,166,3311,1231,6200
0.215,354,97,3022,186,3289,1073,6200
0.217,352,97,3016,215,3261,921,6200
0.219,351,99,3006,253,3236,794,6200
0.221,351,100,2992,296,3215,702,6200
0.223,352,102,2975,340,3197,639,6200
0.225,355,104,2961,378,3176,615,6200
0.227,359,105,2960,401,3143,631,6200
0.229,364,106,2975,387,3097,705,6200
0.231,369,107,2986,326,3062,836,6200
0.233,374,107,2986,260,3044,975,6200
0.235,378,107,2984,207,3036,1094,6200
0.237,382,108,2982,167,3033,1188,6200
0.239,384,110,2980,137,3029,1264,6200
0.241,385,113,2979,116,3019,1331,6200
0.243,385,118,2978,101,3000,1401,6200
0.245,386,124,2973,1482,2978,90,6200
0.247,386,133,2943,1568,2977,84,6200
0.249,388,146,2923,1657,2976,82,6200
0.251,391,161,2916,1742,2975,83,6200
0.253,396,182,2926,1818,2973,87,6200
0.255,400,206,2947,1867,2971,93,6200
0.257,404,233,2964,1886,2968,100,6200
0.259,406,262,2952,1892,2965,106,6200
0.261,405,292,2892,1884,2964,110,6200
