"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,364,163,2269,469,3025,454,6200
0.027,381,170,2263,561,3005,533,6200
0.029,395,178,2257,680,2970,629,6200
0.031,405,187,2253,811,2924,718,6200
0.033,412,198,2251,929,2885,779,6200
0.035,417,209,2249,968,2901,774,6200
0.037,420,218,2236,910,2932,597,6200
0.039,422,226,2205,825,2910,452,6200
0.041,421,232,2167,765,2887,379,6200
0.043,420,234,2117,728,2866,346,6200
0.045,416,232,2058,697,2848,343,6200
0.047,413,229,1997,648,2832,356,6200
0.049,409,224,1944,586,2821,393,6200
0.051,406,222,1908,520,2819,445,6200
0.053,404,222,1884,455,2834,524,6200
0.055,403,227,1869,395,2880,617,6200
0.057,403,235,1857,340,2958,657,6200
0.059,404,243,1843,293,3015,620,6200
0.061,404,249,1825,257,3035,584,6200
0.063,404,250,1802,231,3032,568,6200
0.065,403,245,1777,214,3017,566,6200
0.067,403,237,1752,204,2996,573,6200
0.069,402,228,1728,199,2978,588,6200
0.071,402,221,1707,199,2968,615,6200
0.073,403,217,1685,205,2967,653,6200
0.075,403,216,1665,218,2982,708,6200
0.077,403,218,1646,238,3017,775,6200
0.079,403,224,1628,263,3077,839,6200
0.081,402,230,1612,291,3151,877,6200
0.083,398,234,1596,324,3225,886,6200
0.085,390,233,1576,357,3279,890,6200
0.087,380,225,1559,394,3308,905,6200
0.089,367,213,1544,430,3309,944,6200
