"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,417,654,1840,178,2591,412,6200
0.027,453,640,1831,195,2587,397,6200
0.029,482,614,1818,214,2587,386,6200
0.031,503,585,1802,235,2589,380,6200
0.033,518,554,1780,257,2594,380,6200
0.035,527,522,1753,281,2600,388,6200
0.037,534,493,1720,302,2607,403,6200
0.039,539,466,1683,320,2612,427,6200
0.041,543,442,1645,334,2615,454,6200
0.043,548,419,1603,345,2612,480,6200
0.045,553,398,1559,349,2605,492,6200
0.047,558,379,1512,346,2596,483,6200
0.049,562,360,1466,334,2591,458,6200
0.051,565,343,1424,315,2591,426,6200
0.053,567,327,1386,291,2594,395,6200
0.055,567,311,1354,267,2601,368,6200
0.057,566,296,1328,245,2608,349,6200
0.059,565,283,1306,228,2617,337,6200
0.061,563,272,1289,218,2626,330,6200
0.063,561,264,1272,213,2636,327,6200
0.065,559,258,1256,213,2646,327,6200
0.067,557,255,1240,219,2657,332,6200
0.069,554,255,1224,230,2670,343,6200
0.071,552,256,1209,243,2685,358,6200
0.073,548,256,1195,259,2704,378,6200
0.075,544,254,1183,276,2730,401,6200
0.077,540,248,1175,292,2760,419,6200
0.079,535,237,1171,307,2793,428,6200
0.081,530,222,1168,319,2825,426,6200
0.083,524,206,1167,331,2855,415,6200
0.085,518,189,1166,345,2879,401,6200
0.087,513,174,1164,361,2898,389,6200
0.089,508,163,1161,381,2912,382,6200
0.091,503,154,1157,404,2922,380,6200
0.093,499,150,1152,430,2929,383,6200
0.095,494,149,1147,454,2933,390,6200
0.097,490,152,1144,473,2935,402,6200
0.099,485,160,1143,486,2935,419,6200
0.101,480,172,1147,494,2936,441,6200
0.103,474,194,1153,508,2937,474,6200
0.105,468,225,1163,530,2940,520,6200
0.107,461,268,1176,571,2948,582,6200
0.109,453,325,1189,626,2963,653,6200
0.111,445,392,1201,699,2986,724,6200
