"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,334,174,2223,232,2648,301,6111
0.027,330,192,2234,224,2659,283,6111
0.029,324,207,2249,224,2669,276,6111
0.031,318,219,2268,228,2679,279,6111
0.033,313,229,2291,233,2691,292,6111
0.035,310,239,2317,233,2707,312,6111
0.037,310,251,2346,225,2731,339,6111
0.039,316,265,2370,208,2763,361,6111
0.041,328,277,2389,185,2803,370,6111
0.043,344,281,2400,165,2841,362,6111
0.045,359,274,2406,148,2875,341,6111
0.047,370,262,2408,136,2904,316,6111
0.049,377,251,2408,129,2926,295,6111
0.051,380,241,2407,126,2944,280,6111
0.053,381,235,2406,126,2960,272,6111
0.055,381,230,2406,130,2974,271,6111
0.057,381,226,2407,135,2988,274,6111
0.059,383,223,2410,141,3001,281,6111
0.061,385,220,2412,148,3012,290,6111
0.063,389,216,2415,151,3023,298,6111
0.065,394,211,2418,154,3032,307,6111
0.067,400,206,2419,157,3038,314,6111
0.069,407,201,2419,159,3042,319,6111
0.071,413,196,2419,163,3044,323,6111
0.073,419,192,2418,169,3043,324,6111
0.075,424,188,2416,176,3042,325,6111
0.077,428,185,2415,184,3039,323,6111
