"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,449,55,2329,2333,2424,152,6200
0.027,455,52,2286,2238,2413,151,6200
0.029,460,49,2269,2027,2404,157,6200
0.031,464,47,2254,1800,2396,164,6200
0.033,468,44,2236,1590,2391,171,6200
0.035,472,42,2215,1407,2389,175,6200
0.037,475,40,2194,1249,2390,177,6200
0.039,478,38,2172,1118,2394,177,6200
0.041,481,37,2151,1013,2399,175,6200
0.043,483,36,2132,922,2405,171,6200
0.045,484,36,2115,847,2411,168,6200
0.047,485,36,2099,784,2416,166,6200
0.049,486,36,2086,731,2421,164,6200
0.051,487,37,2074,688,2426,162,6200
0.053,487,39,2063,649,2430,161,6200
0.055,487,40,2053,613,2434,161,6200
0.057,486,42,2047,580,2439,161,6200
0.059,486,44,2043,545,2444,163,6200
0.061,486,46,2044,510,2449,168,6200
0.063,486,48,2049,473,2456,175,6200
0.065,486,50,2058,434,2464,186,6200
0.067,486,51,2069,393,2474,199,6200
0.069,487,53,2081,350,2486,212,6200
0.071,487,56,2090,306,2501,220,6200
0.073,487,58,2096,263,2516,220,6200
0.075,487,60,2099,224,2529,213,6200
0.077,487,63,2098,195,2537,203,6200
0.079,486,65,2095,176,2542,199,6200
0.081,484,67,2095,168,2554,213,6200
0.083,482,69,2097,169,2574,248,6200
0.085,478,72,2102,178,2610,312,6200
0.087,473,75,2107,194,2656,402,6200
0.089,467,79,2109,218,2688,497,6200
