"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,1028,260,2028,263,3031,245,6156
0.027,1024,259,2028,261,3024,254,6156
0.029,1021,261,2029,262,3020,265,6156
0.031,1017,263,2032,265,3017,278,6156
0.033,1012,264,2034,269,3016,294,6156
0.035,1006,263,2037,275,3017,313,6156
0.037,1000,259,2042,281,3019,335,6156
0.039,994,252,2047,287,3024,358,6156
0.041,988,241,2053,292,3031,382,6156
0.043,983,229,2060,296,3040,401,6156
0.045,978,218,2067,296,3049,414,6156
0.047,972,207,2073,294,3057,416,6156
0.049,965,200,2078,290,3063,408,6156
0.051,957,195,2081,287,3066,390,6156
0.053,947,193,2085,286,3067,366,6156
0.055,935,195,2091,289,3070,341,6156
0.057,922,200,2100,297,3074,319,6156
0.059,909,208,2116,311,3080,304,6156
0.061,896,217,2140,325,3088,298,6156
0.063,883,228,2173,334,3098,301,6156
0.065,870,239,2211,330,3108,312,6156
0.067,855,250,2250,309,3117,327,6156
0.069,838,262,2281,279,3121,349,6156
0.071,819,274,2303,250,3118,372,6156
0.073,798,283,2319,228,3105,400,6156
0.075,775,289,2329,213,3086,423,6156
0.077,753,289,2337,205,3065,434,6156
0.079,733,284,2344,200,3047,427,6156
0.081,717,277,2352,199,3036,407,6156
0.083,704,268,2362,200,3034,380,6156
0.085,694,259,2375,206,3038,356,6156
0.087,686,248,2390,214,3046,339,6156
0.089,680,236,2407,226,3054,328,6156
0.091,675,222,2426,239,3062,325,6156
0.093,670,209,2443,251,3070,327,6156
0.095,664,195,2460,264,3077,334,6156
0.097,657,182,2474,278,3083,347,6156
0.099,648,171,2489,295,3090,368,6156
0.101,637,161,2502,319,3097,400,6156
0.103,625,153,2516,349,3103,439,6156
0.105,612,146,2531,389,3110,488,6156
0.107,598,140,2546,441,3116,531,6156
0.109,584,135,2557,504,3121,549,6156
0.111,570,131,2565,578,3129,532,6156
0.113,557,127,2565,644,3140,484,6156
0.115,543,123,2562,688,3157,421,6156
0.117,529,120,2563,698,3173,361,6156
0.119,516,118,2566,675,3186,309,6156
0.121,502,117,2572,634,3194,265,6156
0.123,487,116,2576,592,3196,231,6156
0.125,472,116,2578,558,3194,208,6156
0.127,455,115,2575,533,3189,192,6156
0.129,437,111,2568,516,3181,182,6156
0.131,418,106,2555,505,3171,176,6156
0.133,399,98,2539,494,3160,172,6156
0.135,380,87,2522,479,3149,169,6156
0.137,362,75,2506,463,3139,167,6156
0.139,347,63,2492,451,3131,168,6156
