"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,328,147,1938,383,2787,191,6200
0.027,334,172,1927,340,2800,178,6200
0.029,341,197,1914,303,2811,168,6200
0.031,347,220,1901,276,2819,163,6200
0.033,352,241,1887,255,2825,162,6200
0.035,357,258,1873,241,2828,165,6200
0.037,362,272,1858,232,2830,173,6200
0.039,366,284,1843,228,2830,185,6200
0.041,371,295,1829,229,2829,201,6200
0.043,376,307,1815,234,2829,223,6200
0.045,382,318,1802,247,2829,251,6200
0.047,388,328,1789,270,2829,289,6200
0.049,393,336,1775,305,2831,343,6200
0.051,398,342,1761,357,2832,417,6200
0.053,402,348,1744,432,2834,523,6200
0.055,406,357,1726,532,2834,660,6200
0.057,409,370,1706,654,2833,823,6200
0.059,410,382,1684,774,2835,981,6200
0.061,409,387,1660,864,2842,1100,6200
0.063,405,379,1631,902,2865,1158,6200
0.065,398,361,1606,897,2895,1158,6200
0.067,389,337,1589,865,2932,1120,6200
0.069,380,312,1584,832,2972,1076,6200
0.071,370,290,1584,808,3010,1034,6200
0.073,361,269,1590,788,3046,993,6200
0.075,351,253,1598,777,3074,958,6200
0.077,342,243,1607,774,3088,932,6200
0.079,334,240,1617,778,3089,917,6200
0.081,326,244,1630,787,3080,910,6200
