"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,1195,2220,1307,402,3050,220,6200
0.027,1240,1994,1323,422,3053,218,6200
0.029,1291,1786,1343,445,3053,218,6200
0.031,1342,1599,1365,471,3051,218,6200
0.033,1390,504,1393,1414,3046,218,6200
0.035,1420,550,1433,1223,3039,218,6200
0.037,1444,1027,1465,622,3032,217,6200
0.039,1397,909,1556,646,3027,218,6200
0.041,1365,915,1618,579,3025,223,6200
0.043,1350,989,1653,509,3029,237,6200
0.045,1337,1164,1669,447,3044,271,6200
0.047,1292,1531,1678,391,3073,335,6200
0.049,950,2422,1688,344,3125,442,6200
0.051,558,1498,1701,313,2937,2894,6200
0.053,529,1257,1718,295,2812,1750,6200
0.055,493,1156,1735,291,2733,1419,6200
0.057,452,1107,1753,296,2703,1274,6200
0.059,405,1080,1772,308,2695,1187,6200
0.061,359,1056,1790,324,2697,1129,6200
0.063,314,1026,1809,344,2704,1084,6200
0.065,275,985,1829,365,2714,1051,6200
0.067,244,935,1848,386,2726,1033,6200
0.069,223,877,1868,407,2741,1031,6200
0.071,206,821,1887,428,2761,1054,6200
0.073,194,759,1910,447,2794,1112,6200
0.075,186,694,1935,459,2859,1215,6200
0.077,188,617,1959,457,3008,1374,6200
