"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,284,253,1779,188,2964,242,5844
0.027,298,344,1777,189,2867,2185,5844
0.029,348,477,1774,186,2810,1720,5844
0.031,427,522,1772,180,2790,1446,5844
0.033,485,510,1769,173,2783,1244,5844
0.035,518,492,1766,166,2788,1115,5844
0.037,537,481,1764,160,2801,1028,5844
0.039,546,476,1761,153,2819,959,5844
0.041,548,477,1759,146,2834,905,5844
0.043,543,482,1756,140,2849,860,5844
0.045,534,488,1753,133,2859,815,5844
0.047,524,493,1750,127,2863,773,5844
0.049,510,498,1747,121,2864,733,5844
0.051,496,499,1744,116,2861,697,5844
0.053,482,499,1741,112,2857,663,5844
0.055,466,497,1738,109,2852,629,5844
0.057,451,495,1734,109,2846,601,5844
0.059,436,492,1730,111,2839,577,5844
0.061,419,490,1726,115,2832,561,5844
0.063,400,488,1721,122,2826,555,5844
0.065,378,485,1715,133,2819,557,5844
0.067,356,477,1709,145,2812,569,5844
0.069,331,460,1701,161,2806,590,5844
0.071,309,433,1693,179,2800,622,5844
0.073,292,402,1684,198,2792,661,5844
0.075,278,371,1675,216,2785,709,5844
0.077,267,340,1665,234,2776,770,5844
0.079,257,311,1657,248,2768,841,5844
0.081,249,281,1651,257,2762,932,5844
0.083,241,253,1648,260,2760,1045,5844
0.085,235,228,1648,256,2761,1167,5844
0.087,228,204,1652,247,2775,1336,5844
0.089,223,183,1658,235,2801,1494,5844
0.091,218,166,1666,221,2851,1659,5844
0.093,213,150,1675,208,2930,1810,5844
0.095,208,137,1685,199,3028,1924,5844
0.097,203,124,1695,193,3132,1917,5844
0.099,199,113,1705,194,3155,294,5844
0.101,195,101,1714,201,3156,291,5844
0.103,191,90,1723,213,3164,281,5844
0.105,188,80,1729,229,3174,266,5844
0.107,185,71,1733,248,3181,253,5844
0.109,183,63,1732,267,3184,243,5844
0.111,180,56,1729,288,3185,238,5844
0.113,179,50,1724,311,3182,238,5844
0.115,177,45,1721,334,3176,239,5844
0.117,175,41,1717,355,3169,241,5844
0.119,174,37,1715,371,3158,244,5844
0.121,173,35,1712,370,3149,248,5844
0.123,172,33,1709,348,2880,3898,5844
0.125,171,31,1703,314,2604,3450,5844
0.127,170,31,1694,279,2569,3109,5844
0.129,170,32,1685,248,2602,2787,5844
0.131,170,33,1677,228,2632,2502,5844
0.133,169,37,1671,214,2657,2283,5844
