"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,321,136,1925,140,2753,826,6200
0.027,325,154,1922,140,2715,829,6200
0.029,327,169,1918,141,2681,814,6200
0.031,329,181,1911,142,2654,787,6200
0.033,330,192,1903,143,2633,755,6200
0.035,330,200,1893,144,2619,728,6200
0.037,331,208,1883,146,2610,714,6200
0.039,332,216,1873,149,2606,720,6200
0.041,333,225,1864,154,2604,749,6200
0.043,334,235,1857,160,2606,806,6200
0.045,335,247,1852,169,2611,892,6200
0.047,336,259,1849,180,2622,1002,6200
0.049,336,269,1846,191,2637,1125,6200
0.051,336,276,1844,205,2654,1233,6200
0.053,335,277,1841,223,2666,1311,6200
0.055,333,270,1834,248,2664,1331,6200
0.057,330,255,1824,282,2646,1291,6200
0.059,326,235,1808,327,2618,1203,6200
0.061,321,213,1787,379,2594,1092,6200
0.063,315,190,1758,439,2579,972,6200
