"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,439,129,1489,735,2896,646,6022
0.027,445,118,1525,668,2876,629,6022
0.029,450,111,1558,624,2854,631,6022
0.031,453,107,1595,595,2830,655,6022
0.033,455,104,1635,576,2805,701,6022
0.035,456,103,1679,562,2780,771,6022
0.037,456,103,1730,544,2756,871,6022
0.039,456,104,1780,517,2738,989,6022
0.041,455,105,1826,477,2728,1118,6022
0.043,453,106,1864,430,2727,1241,6022
0.045,450,106,1894,384,2733,1340,6022
0.047,445,107,1917,345,2744,1412,6022
0.049,438,108,1937,315,2760,1461,6022
0.051,430,109,1956,292,2781,1483,6022
0.053,421,110,1974,277,2810,1483,6022
0.055,410,110,1992,266,2839,1454,6022
0.057,399,109,2009,260,2876,1396,6022
0.059,388,107,2026,257,2915,1307,6022
0.061,377,103,2043,257,2958,1180,6022
0.063,370,98,2059,260,2997,1042,6022
0.065,365,92,2076,266,3029,901,6022
0.067,365,86,2093,279,3052,780,6022
0.069,369,81,2111,301,3067,687,6022
0.071,377,79,2128,342,3073,630,6022
0.073,386,75,2149,380,3078,582,6022
0.075,395,73,2168,436,3075,557,6022
0.077,404,72,2187,505,3062,534,6022
0.079,411,73,2206,591,3040,504,6022
0.081,415,73,2221,692,3011,453,6022
0.083,416,75,2228,812,2980,378,6022
0.085,414,76,2231,915,2961,297,6022
0.087,410,78,2232,988,2952,229,6022
0.089,404,78,2244,1005,2952,181,6022
