"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,660,272,1665,587,2616,386,6200
0.027,664,246,1637,562,2608,365,6200
0.029,668,224,1613,540,2602,351,6200
0.031,671,206,1592,524,2598,342,6200
0.033,673,190,1571,513,2595,335,6200
0.035,674,176,1550,508,2595,330,6200
0.037,673,165,1525,507,2595,326,6200
0.039,670,157,1498,512,2597,320,6200
0.041,665,153,1466,520,2600,315,6200
0.043,657,152,1427,535,2604,310,6200
0.045,647,156,1383,554,2608,308,6200
0.047,635,167,1332,578,2612,310,6200
0.049,619,183,1277,605,2617,318,6200
0.051,600,207,1222,631,2621,334,6200
0.053,577,238,1163,656,2624,361,6200
0.055,548,277,1110,680,2626,398,6200
0.057,512,319,1066,709,2628,446,6200
