"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,276,113,1093,314,1958,1101,5933
0.027,282,124,1112,304,1947,1087,5933
0.029,286,131,1135,296,1943,1081,5933
0.031,290,134,1161,291,1944,1077,5933
0.033,293,135,1190,287,1952,1078,5933
0.035,295,131,1221,284,1963,1078,5933
0.037,295,126,1252,284,1977,1083,5933
0.039,295,118,1284,284,1993,1089,5933
0.041,294,110,1317,287,2009,1109,5933
0.043,293,101,1351,292,2021,1139,5933
0.045,292,93,1383,299,2028,1180,5933
0.047,291,85,1416,307,2028,1239,5933
0.049,290,79,1449,316,2018,1316,5933
0.051,289,74,1481,325,1998,1411,5933
0.053,289,71,1510,333,1968,1516,5933
0.055,288,68,1538,339,1925,1631,5933
0.057,288,67,1564,345,1871,1742,5933
0.059,288,66,1587,350,1812,1835,5933
0.061,288,65,1611,356,1745,1913,5933
0.063,288,64,1634,363,1674,1961,5933
0.065,287,64,1602,1987,1658,371,5933
0.067,287,63,1534,1999,1682,376,5933
0.069,286,62,1462,2020,1706,378,5933
0.071,285,60,1393,2057,1727,375,5933
0.073,284,58,1324,2122,1743,369,5933
0.075,282,55,1254,2229,1755,363,5933
