"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,403,74,2050,116,2705,451,6200
0.027,405,71,2051,117,2701,424,6200
0.029,407,69,2053,120,2703,404,6200
0.031,407,68,2058,125,2709,390,6200
0.033,408,67,2065,133,2720,381,6200
0.035,409,67,2074,141,2733,378,6200
0.037,410,67,2085,148,2747,380,6200
0.039,411,68,2095,152,2761,388,6200
0.041,412,70,2103,154,2775,400,6200
0.043,412,73,2110,154,2789,420,6200
0.045,412,75,2114,153,2802,448,6200
0.047,412,78,2117,154,2813,483,6200
0.049,411,80,2119,158,2822,524,6200
0.051,410,82,2120,163,2826,567,6200
0.053,409,83,2122,170,2823,611,6200
0.055,408,84,2123,177,2812,647,6200
0.057,408,84,2122,181,2792,670,6200
0.059,408,84,2120,180,2771,676,6200
0.061,408,84,2115,173,2755,670,6200
0.063,409,84,2111,163,2745,661,6200
0.065,411,84,2106,151,2743,658,6200
0.067,413,85,2102,141,2746,666,6200
0.069,416,85,2098,134,2754,684,6200
0.071,419,85,2095,130,2763,709,6200
0.073,422,86,2091,130,2774,733,6200
0.075,425,87,2087,134,2780,739,6200
0.077,429,88,2082,141,2777,718,6200
0.079,431,90,2075,152,2763,667,6200
0.081,434,91,2066,162,2744,599,6200
0.083,435,92,2056,171,2723,524,6200
0.085,436,93,2046,178,2703,454,6200
0.087,435,93,2037,181,2687,396,6200
0.089,434,93,2029,184,2675,352,6200
0.091,433,93,2023,186,2668,323,6200
0.093,431,93,2019,190,2665,305,6200
0.095,429,93,2017,195,2664,298,6200
0.097,427,92,2017,202,2665,302,6200
0.099,424,92,2018,211,2666,316,6200
0.101,420,91,2021,220,2666,336,6200
0.103,415,91,2026,232,2666,364,6200
0.105,409,90,2032,244,2665,399,6200
0.107,401,89,2040,256,2664,440,6200
0.109,392,87,2048,268,2669,491,6200
0.111,383,85,2058,278,2681,552,6200
0.113,375,82,2067,287,2706,633,6200
0.115,367,77,2075,292,2753,730,6200
