"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,359,190,675,260,2902,519,5800
0.027,356,180,672,242,2906,504,5800
0.029,353,175,670,235,2911,500,5800
0.031,348,171,666,227,2919,488,5800
0.033,342,171,662,227,2930,477,5800
0.035,335,178,655,236,2942,466,5800
0.037,326,185,646,240,2954,442,5800
0.039,315,199,634,251,2964,420,5800
0.041,302,218,620,267,2973,402,5800
0.043,289,238,608,287,2981,394,5800
0.045,277,253,601,309,2990,400,5800
0.047,268,256,606,336,3001,418,5800
0.049,264,251,626,372,3010,437,5800
0.051,263,242,661,409,3010,433,5800
0.053,267,236,704,440,2995,400,5800
0.055,276,237,751,476,2972,357,5800
0.057,288,239,804,491,2952,299,5800
0.059,302,241,853,491,2938,258,5800
0.061,318,238,893,478,2929,233,5800
0.063,332,232,921,464,2927,218,5800
0.065,344,224,938,460,2928,218,5800
0.067,355,215,951,461,2934,220,5800
0.069,365,207,960,477,2941,228,5800
0.071,375,201,967,517,2949,248,5800
0.073,385,194,978,551,2954,258,5800
0.075,393,189,989,610,2957,279,5800
0.077,400,184,1002,694,2959,308,5800
0.079,405,180,1015,796,2954,341,5800
0.081,408,175,1030,925,2944,382,5800
0.083,410,171,1045,1095,2930,435,5800
0.085,411,167,1068,1300,2908,490,5800
0.087,410,162,1107,1496,2877,528,5800
0.089,410,156,1189,1661,2843,552,5800
0.091,409,147,1325,1723,2815,554,5800
0.093,408,137,1474,1609,2799,537,5800
0.095,406,126,1599,1391,2797,506,5800
0.097,404,116,1683,1142,2800,466,5800
0.099,402,107,1735,923,2804,425,5800
0.101,400,99,1770,745,2807,390,5800
0.103,398,93,1796,623,2808,369,5800
0.105,396,88,1820,535,2808,362,5800
0.107,394,85,1845,474,2807,367,5800
0.109,393,82,1872,431,2804,383,5800
0.111,392,79,1904,401,2797,406,5800
0.113,392,77,1936,381,2786,429,5800
0.115,392,75,1970,371,2769,449,5800
0.117,392,72,2005,368,2749,461,5800
0.119,392,70,2039,373,2724,460,5800
