"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,660,283,1447,1246,2544,422,6200
0.027,680,265,1487,1263,2550,426,6200
0.029,695,252,1534,1279,2553,445,6200
0.031,703,247,1582,1293,2554,480,6200
0.033,709,248,1639,1309,2551,539,6200
0.035,712,258,1704,1320,2543,632,6200
0.037,714,274,1781,1319,2525,771,6200
0.039,715,297,1867,1292,2492,965,6200
0.041,716,322,1946,1213,2448,1209,6200
0.043,719,348,1989,1076,2426,1482,6200
0.045,724,372,1983,971,2457,1666,6200
0.047,730,391,1964,897,2530,1786,6200
0.049,739,408,1945,828,2650,1903,6200
0.051,748,422,1930,758,2833,2008,6200
0.053,760,436,1918,681,3105,1972,6200
0.055,774,450,1909,604,3351,1707,6200
0.057,790,464,1902,536,3518,1371,6200
0.059,807,474,1897,480,3620,1039,6200
0.061,822,481,1895,441,3654,755,6200
0.063,836,485,1896,412,3650,571,6200
0.065,845,487,1897,393,3647,469,6200
0.067,849,487,1897,381,3648,405,6200
0.069,847,489,1893,373,3653,362,6200
0.071,839,490,1884,364,3660,335,6200
0.073,827,488,1871,350,3668,314,6200
0.075,812,484,1856,331,3675,296,6200
0.077,797,477,1840,309,3679,282,6200
0.079,782,469,1827,287,3682,270,6200
0.081,768,464,1816,269,3685,262,6200
0.083,752,463,1806,255,3687,259,6200
0.085,735,465,1798,246,3691,261,6200
0.087,716,471,1788,240,3698,268,6200
0.089,696,481,1778,236,3709,278,6200
0.091,677,492,1767,230,3724,286,6200
0.093,657,507,1754,222,3743,288,6200
0.095,638,525,1742,210,3761,280,6200
0.097,621,548,1731,196,3776,266,6200
0.099,606,577,1723,182,3784,252,6200
0.101,595,614,1718,171,3788,242,6200
0.103,585,664,1715,164,3786,237,6200
0.105,576,732,1716,162,3780,241,6200
0.107,568,823,1720,166,3769,250,6200
