"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,427,28,2362,1218,2689,123,6200
0.027,429,28,2331,1087,2688,126,6200
0.029,430,28,2302,977,2688,131,6200
0.031,431,29,2277,887,2689,137,6200
0.033,432,30,2253,807,2690,144,6200
0.035,432,32,2231,740,2690,154,6200
0.037,433,34,2212,681,2690,167,6200
0.039,433,37,2194,629,2690,183,6200
0.041,434,40,2178,586,2689,201,6200
0.043,434,44,2163,544,2688,225,6200
0.045,435,48,2150,508,2687,254,6200
0.047,436,53,2140,476,2687,291,6200
0.049,437,59,2132,447,2689,339,6200
0.051,438,65,2125,420,2694,397,6200
0.053,440,74,2119,389,2706,471,6200
0.055,442,85,2110,354,2728,555,6200
0.057,443,99,2095,318,2758,630,6200
0.059,444,115,2076,284,2797,688,6200
0.061,444,134,2055,254,2835,721,6200
