"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,278,62,2653,280,3013,327,6200
0.027,278,62,2647,263,3019,311,6200
0.029,278,60,2642,250,3021,294,6200
0.031,279,59,2638,241,3019,281,6200
0.033,280,58,2635,236,3014,265,6200
0.035,282,57,2634,233,3009,248,6200
0.037,285,57,2634,234,3002,229,6200
0.039,287,56,2638,236,2997,210,6200
0.041,290,56,2643,240,2993,193,6200
0.043,293,56,2651,245,2992,180,6200
0.045,296,56,2663,252,2993,172,6200
0.047,300,57,2678,258,2996,171,6200
0.049,304,58,2695,263,3001,177,6200
0.051,308,60,2713,262,3007,190,6200
0.053,312,61,2730,254,3017,209,6200
0.055,317,63,2743,237,3032,231,6200
0.057,321,65,2750,216,3050,251,6200
0.059,325,67,2753,194,3073,264,6200
0.061,329,70,2751,175,3095,269,6200
0.063,333,72,2748,159,3117,265,6200
0.065,336,75,2744,148,3137,255,6200
0.067,339,77,2740,141,3154,242,6200
0.069,341,79,2736,139,3167,229,6200
0.071,343,80,2733,141,3177,216,6200
0.073,344,82,2728,146,3183,203,6200
0.075,345,83,2723,152,3187,191,6200
0.077,345,85,2717,160,3190,180,6200
0.079,344,87,2709,167,3190,170,6200
0.081,343,90,2699,174,3190,162,6200
