"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,325,52,2489,205,3105,370,6156
0.027,328,41,2498,186,3091,359,6156
0.029,329,34,2507,171,3079,349,6156
0.031,331,32,2515,181,3068,379,6156
0.033,331,27,2524,173,3064,369,6156
0.035,332,23,2531,168,3060,357,6156
0.037,333,23,2541,183,3064,386,6156
0.039,333,21,2551,184,3077,390,6156
0.041,333,20,2564,192,3094,410,6156
0.043,333,20,2581,213,3116,468,6156
0.045,333,19,2600,224,3144,527,6156
0.047,333,19,2621,237,3178,623,6156
0.049,333,19,2640,248,3211,762,6156
0.051,333,19,2655,247,3243,928,6156
0.053,333,19,2665,240,3251,1134,6156
0.055,334,19,2671,228,3225,1330,6156
0.057,334,19,2676,213,3167,1474,6156
0.059,334,20,2680,199,3099,1576,6156
0.061,334,20,2684,188,3029,1585,6156
0.063,334,20,2685,176,2982,1564,6156
0.065,335,22,2685,166,2950,1628,6156
0.067,335,22,2681,155,2932,1614,6156
0.069,335,22,2677,144,2916,1678,6156
0.071,336,25,2672,137,2894,1875,6156
0.073,336,24,2666,126,2906,1929,6156
0.075,337,26,2660,121,2891,2124,6156
0.077,337,28,2656,120,2849,2336,6156
0.079,338,26,2651,116,2842,2300,6156
0.081,339,28,2648,118,2823,2410,6156
0.083,340,29,2645,123,2817,2465,6156
0.085,340,26,2643,127,2788,2233,6156
0.087,341,27,2641,137,2803,2272,6156
0.089,342,26,2640,148,2838,2192,6156
0.091,342,24,2639,161,2859,1981,6156
0.093,342,24,2638,178,2908,1939,6156
0.095,342,23,2637,196,2972,1797,6156
0.097,342,21,2634,213,3015,1599,6156
0.099,341,21,2628,233,3059,1461,6156
0.101,341,20,2619,247,3101,1284,6156
0.103,340,20,2606,259,3123,1108,6156
0.105,339,20,2591,266,3135,933,6156
0.107,338,20,2572,268,3126,768,6156
0.109,337,20,2555,265,3107,646,6156
0.111,336,20,2536,260,3083,547,6156
0.113,335,21,2517,253,3057,473,6156
0.115,333,21,2499,251,3028,417,6156
0.117,332,22,2478,253,2995,374,6156
0.119,330,22,2458,258,2963,342,6156
0.121,329,24,2433,281,2928,326,6156
