"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,351,288,899,748,1876,1668,5978
0.027,361,297,892,752,1831,1718,5978
0.029,371,304,891,756,1790,1750,5978
0.031,383,310,897,765,1751,1809,5978
0.033,396,314,910,781,1714,1920,5978
0.035,409,316,928,794,1677,2067,5978
0.037,420,316,948,802,1641,2227,5978
0.039,429,314,967,799,1614,2364,5978
0.041,436,311,980,781,1624,2427,5978
0.043,439,306,984,751,1665,2375,5978
0.045,438,300,982,711,1733,2245,5978
0.047,436,294,979,668,1795,2087,5978
0.049,432,289,977,630,1836,1949,5978
0.051,429,286,976,599,1856,1854,5978
0.053,426,284,975,576,1861,1796,5978
0.055,422,284,972,557,1860,1772,5978
0.057,417,285,967,537,1866,1764,5978
0.059,410,283,957,512,1877,1741,5978
0.061,402,279,944,482,1903,1700,5978
0.063,391,274,929,447,1940,1634,5978
0.065,378,263,913,400,1974,1510,5978
0.067,365,252,900,357,1999,1385,5978
0.069,352,240,890,317,2013,1271,5978
0.071,341,231,885,287,2015,1192,5978
0.073,329,224,882,262,2014,1142,5978
0.075,318,220,882,244,2014,1119,5978
0.077,307,219,884,229,2019,1119,5978
