"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,363,87,2406,692,3330,433,5889
0.027,366,79,2431,685,3339,515,5889
0.029,368,72,2451,661,3357,582,5889
0.031,370,68,2464,634,3382,638,5889
0.033,373,63,2469,609,3409,675,5889
0.035,376,59,2468,591,3432,702,5889
0.037,379,56,2461,587,3447,721,5889
0.039,382,53,2449,594,3453,734,5889
0.041,385,50,2435,612,3450,735,5889
0.043,387,48,2420,641,3440,726,5889
0.045,389,47,2406,682,3429,711,5889
0.047,388,46,2396,732,3419,697,5889
0.049,387,47,2390,796,3412,688,5889
0.051,385,48,2390,860,3410,685,5889
0.053,382,51,2395,916,3416,683,5889
0.055,379,54,2403,948,3429,676,5889
0.057,376,57,2420,925,3456,650,5889
0.059,373,61,2430,866,3485,605,5889
0.061,370,65,2433,771,3515,540,5889
0.063,367,70,2431,670,3541,471,5889
0.065,363,74,2431,573,3563,407,5889
0.067,358,77,2431,493,3579,356,5889
0.069,353,79,2434,435,3589,319,5889
0.071,350,77,2439,392,3596,293,5889
0.073,348,75,2445,368,3601,277,5889
0.075,348,73,2451,353,3604,267,5889
0.077,349,73,2456,348,3607,261,5889
0.079,350,75,2460,350,3609,262,5889
0.081,350,82,2461,366,3611,271,5889
