"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,630,1077,1817,481,2719,548,6200
0.027,626,1081,1860,508,2726,562,6200
0.029,606,1108,1895,516,2731,584,6200
0.031,574,1134,1923,507,2740,605,6200
0.033,534,1140,1950,489,2756,631,6200
0.035,494,1148,1980,465,2787,641,6200
0.037,460,1178,2014,439,2830,613,6200
0.039,429,1256,2053,420,2870,559,6200
0.041,398,1361,2091,413,2897,520,6200
0.043,357,1546,2130,412,2917,494,6200
0.045,336,1686,2161,419,2930,493,6200
0.047,394,1610,2181,435,2935,522,6200
0.049,459,1425,2188,459,2927,589,6200
0.051,493,1249,2182,483,2884,679,6200
0.053,501,1099,2168,503,2801,693,6200
0.055,494,978,2155,516,2747,635,6200
0.057,477,883,2150,535,2719,592,6200
0.059,455,808,2154,571,2697,577,6200
0.061,434,751,2170,630,2672,588,6200
0.063,414,705,2205,733,2632,616,6200
0.065,396,670,2267,917,2565,623,6200
0.067,381,645,2317,1263,2509,528,6200
0.069,368,628,2321,1650,2500,450,6200
0.071,359,617,2326,2060,2502,412,6200
0.073,351,610,2366,2626,2509,398,6200
0.075,347,601,2517,402,2568,3714,6200
0.077,346,584,2526,422,3481,1026,6200
0.079,349,548,2536,456,3272,1011,6200
0.081,351,489,2542,497,3156,914,6200
0.083,352,424,2545,535,3095,836,6200
0.085,350,363,2542,547,3074,786,6200
0.087,349,311,2535,529,3077,757,6200
0.089,347,270,2525,498,3086,739,6200
0.091,346,241,2519,465,3094,738,6200
0.093,346,219,2518,438,3096,755,6200
0.095,345,203,2522,421,3094,781,6200
0.097,345,191,2531,416,3092,812,6200
0.099,345,181,2544,421,3094,842,6200
0.101,344,172,2558,437,3100,867,6200
0.103,342,160,2577,469,3111,885,6200
0.105,340,148,2599,519,3119,897,6200
0.107,338,136,2624,590,3119,893,6200
0.109,335,125,2652,676,3114,866,6200
0.111,333,116,2678,766,3109,813,6200
0.113,331,108,2700,842,3113,743,6200
0.115,329,102,2716,883,3124,671,6200
0.117,326,96,2729,887,3138,611,6200
0.119,322,90,2741,872,3147,564,6200
0.121,318,84,2742,856,3152,524,6200
