"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,340,240,836,559,3111,664,5844
0.027,356,240,865,555,3113,649,5844
0.029,372,237,889,540,3111,658,5844
0.031,384,233,902,529,3100,687,5844
0.033,392,229,910,524,3073,718,5844
0.035,397,227,912,521,3033,739,5844
0.037,398,225,911,519,2977,738,5844
0.039,396,224,912,512,2915,708,5844
0.041,389,223,911,504,2856,667,5844
0.043,380,221,910,494,2805,620,5844
0.045,364,217,907,485,2756,582,5844
0.047,346,207,901,476,2715,560,5844
0.049,326,190,894,463,2674,554,5844
0.051,309,170,888,450,2636,557,5844
0.053,296,149,886,437,2598,569,5844
0.055,285,130,887,427,2559,589,5844
0.057,278,115,892,426,2524,622,5844
0.059,272,102,897,422,2487,648,5844
0.061,268,91,904,424,2449,694,5844
0.063,264,83,910,430,2409,749,5844
0.065,262,76,918,440,2361,815,5844
0.067,261,70,926,455,2310,876,5844
0.069,259,65,934,477,2256,933,5844
0.071,259,59,946,512,2207,995,5844
0.073,258,54,959,557,2172,1062,5844
0.075,257,48,976,621,2154,1166,5844
0.077,257,42,999,711,2155,1337,5844
