"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,557,232,1998,888,3020,183,5978
0.027,591,227,2003,872,3013,165,5978
0.029,619,217,1993,877,3005,155,5978
0.031,643,209,1974,886,2999,150,5978
0.033,663,204,1949,890,2993,151,5978
0.035,681,203,1927,887,2988,154,5978
0.037,696,206,1909,881,2986,161,5978
0.039,709,213,1894,877,2985,172,5978
0.041,721,222,1882,881,2985,189,5978
0.043,730,233,1868,899,2986,210,5978
0.045,739,242,1848,932,2986,238,5978
0.047,747,250,1815,976,2981,271,5978
0.049,753,257,1763,1034,2967,305,5978
0.051,757,265,1694,1093,2944,329,5978
0.053,761,279,1613,1157,2919,332,5978
0.055,764,300,1524,1231,2899,321,5978
0.057,768,331,1426,1318,2884,307,5978
0.059,772,373,1320,1415,2875,297,5978
0.061,779,424,1213,1498,2869,293,5978
0.063,788,490,1089,1559,2864,294,5978
0.065,801,574,962,1565,2859,296,5978
0.067,826,685,826,1499,2856,299,5978
0.069,660,1392,888,793,2854,302,5978
0.071,494,1301,959,826,2853,305,5978
0.073,375,1169,1015,836,2853,310,5978
0.075,353,1034,1068,849,2853,315,5978
0.077,391,967,1122,857,2852,323,5978
0.079,445,915,1175,854,2851,335,5978
0.081,490,866,1220,847,2851,353,5978
0.083,521,836,1254,845,2857,374,5978
0.085,541,831,1278,858,2874,398,5978
0.087,549,861,1291,892,2903,415,5978
0.089,538,934,1293,941,2938,417,5978
0.091,478,1069,1278,988,2969,406,5978
0.093,274,976,1248,991,2990,394,5978
0.095,290,747,1231,920,2999,395,5978
0.097,306,646,1228,820,2996,414,5978
0.099,320,583,1234,721,2983,442,5978
0.101,330,531,1237,636,2958,470,5978
0.103,337,488,1239,568,2931,483,5978
0.105,341,455,1241,515,2909,479,5978
0.107,345,429,1243,469,2897,457,5978
0.109,348,412,1247,432,2894,424,5978
0.111,352,402,1251,405,2899,385,5978
0.113,358,402,1256,380,2906,339,5978
0.115,365,408,1259,365,2914,298,5978
0.117,377,418,1261,355,2920,263,5978
0.119,392,430,1260,351,2924,236,5978
0.121,410,437,1254,352,2927,216,5978
0.123,426,439,1242,360,2929,205,5978
0.125,437,436,1222,369,2931,198,5978
0.127,440,437,1192,383,2933,199,5978
0.129,432,441,1154,396,2935,205,5978
0.131,411,443,1106,403,2939,217,5978
0.133,379,423,1054,395,2945,236,5978
0.135,354,380,1007,373,2952,265,5978
0.137,341,338,969,343,2961,303,5978
0.139,335,305,940,316,2970,356,5978
0.141,332,282,918,295,2978,425,5978
0.143,330,266,899,279,2984,519,5978
0.145,330,256,882,268,2989,629,5978
0.147,330,249,864,257,2988,748,5978
0.149,330,246,846,249,2981,874,5978
0.151,331,247,831,242,2967,966,5978
0.153,332,251,816,236,2956,1008,5978
0.155,334,258,804,233,2957,989,5978
0.157,337,269,796,235,2961,956,5978
0.159,342,279,793,240,2975,866,5978
0.161,347,287,793,245,2998,787,5978
0.163,352,293,795,254,3011,726,5978
0.165,355,292,798,261,3023,679,5978
0.167,357,285,801,266,3035,652,5978
0.169,356,273,803,270,3049,640,5978
0.171,352,258,800,274,3060,657,5978
0.173,350,244,798,277,3081,662,5978
0.175,347,230,794,281,3106,676,5978
0.177,345,218,787,285,3129,692,5978
0.179,343,208,780,288,3151,705,5978
0.181,341,199,772,288,3167,726,5978
0.183,338,191,764,284,3178,743,5978
0.185,334,182,755,275,3179,785,5978
0.187,330,173,747,261,3185,792,5978
0.189,325,165,740,248,3183,824,5978
0.191,321,156,735,232,3181,833,5978
0.193,318,150,731,223,3176,853,5978
0.195,316,144,727,213,3171,846,5978
0.197,315,140,724,207,3163,841,5978
0.199,315,138,722,203,3150,834,5978
0.201,315,137,720,202,3131,819,5978
0.203,316,138,717,201,3107,796,5978
0.205,316,139,712,201,3078,767,5978
