"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,490,191,598,247,3081,335,5889
0.027,513,252,557,237,3069,366,5889
0.029,507,375,546,164,3053,412,5889
0.031,494,448,543,136,3033,486,5889
0.033,484,515,539,115,2995,599,5889
0.035,477,563,535,100,2915,700,5889
0.037,470,614,532,88,2828,729,5889
0.039,464,668,528,79,2755,735,5889
0.041,456,706,525,74,2706,729,5889
0.043,448,741,523,73,2669,734,5889
0.045,445,761,520,75,2651,751,5889
0.047,445,756,519,80,2649,760,5889
0.049,448,737,518,88,2664,773,5889
0.051,452,708,516,98,2692,777,5889
0.053,459,675,515,112,2731,772,5889
0.055,464,642,513,127,2775,755,5889
0.057,467,609,511,146,2818,728,5889
0.059,467,589,509,166,2854,710,5889
0.061,461,574,508,184,2882,698,5889
0.063,447,587,508,196,2900,710,5889
0.065,427,623,508,200,2905,740,5889
0.067,391,717,505,192,2898,804,5889
0.069,335,830,501,183,2882,868,5889
0.071,206,1008,494,173,2856,951,5889
0.073,487,166,2828,1047,3443,870,5889
0.075,477,165,2788,1173,3436,918,5889
0.077,467,169,2752,1283,3435,997,5889
0.079,456,185,2705,1422,3425,1123,5889
0.081,445,212,2673,1534,3405,1325,5889
